model,asset,loss_gate,past_minimum,selected_window,coverage_gate,state_p,state_penalty,pot_shift_threshold,pot_vol_threshold,pot_final_fallbacks
GJR-GARCH-t,ME1_BM2,Raw,Inner-Vol,250,True,2,0.001,0.95,0.9,0
GJR-GARCH-t,ME1_BM3,Raw,Inner-Vol,500,True,4,0.001,0.9,0.9,0
GJR-GARCH-t,ME1_BM4,Raw,Inner-Vol,500,True,4,0.001,0.9,0.9,0
GJR-GARCH-t,SMALL_HiBM,Raw,Inner-Vol,500,True,4,0.0001,0.9,0.9,0
GJR-GARCH-t,ME2_BM1,Raw,Inner-Vol,250,True,4,0.001,0.9,0.9,0
GJR-GARCH-t,ME2_BM2,Raw,Inner-Vol,250,True,2,0.001,0.9,0.9,0
GJR-GARCH-t,ME2_BM3,Raw,Inner-Vol,500,True,4,0.001,0.95,0.95,0
GJR-GARCH-t,ME2_BM4,Raw,Inner-Vol,500,True,2,0.001,0.9,0.9,0
GJR-GARCH-t,ME2_BM5,Raw,Inner-Vol,500,True,2,0.001,0.9,0.9,0
GJR-GARCH-t,ME3_BM1,Raw,Inner-Vol,500,True,2,1.0,0.9,0.9,0
GJR-GARCH-t,ME3_BM2,Raw,Inner-Vol,500,True,2,0.001,0.9,0.95,0
GJR-GARCH-t,ME3_BM3,Raw,Inner-Vol,500,True,2,0.001,0.95,0.95,0
GJR-GARCH-t,ME3_BM4,Raw,Inner-Vol,500,True,2,0.001,0.9,0.9,0
GJR-GARCH-t,ME3_BM5,Raw,Inner-Vol,500,True,4,0.0001,0.95,0.9,0
GJR-GARCH-t,ME4_BM1,Raw,Inner-Vol,500,True,2,0.0001,0.9,0.95,0
GJR-GARCH-t,ME4_BM2,Raw,Inner-Vol,500,True,2,0.0001,0.9,0.9,0
GJR-GARCH-t,ME4_BM3,Raw,Inner-Vol,500,True,2,0.0001,0.95,0.9,0
GJR-GARCH-t,ME4_BM4,Raw,Inner-Vol,500,True,4,0.0001,0.95,0.95,0
GJR-GARCH-t,ME4_BM5,Raw,Inner-Vol,500,True,2,1.0,0.9,0.95,0
GJR-GARCH-t,BIG_LoBM,Raw,Inner-Vol,500,True,2,0.0001,0.95,0.9,0
GJR-GARCH-t,ME5_BM2,Raw,Inner-Vol,500,True,2,0.001,0.95,0.95,0
GJR-GARCH-t,ME5_BM3,Raw,Inner-Vol,500,True,2,0.001,0.9,0.95,0
GJR-GARCH-t,ME5_BM4,Raw,Raw,500,True,2,0.0001,0.95,0.9,0
GJR-GARCH-t,BIG_HiBM,Raw,Inner-Shift,500,True,2,1.0,0.9,0.95,0
CAViaR-AS,SMALL_LoBM,Raw,Raw,125,True,4,0.0001,0.95,0.95,0
CAViaR-AS,ME1_BM2,Raw,Rolling500,250,True,2,0.0001,0.9,0.95,0
CAViaR-AS,ME1_BM3,Raw,Rolling500,500,False,4,0.001,0.95,0.95,0
CAViaR-AS,ME1_BM4,Raw,Rolling500,500,False,2,0.001,0.95,0.95,0
CAViaR-AS,SMALL_HiBM,Raw,Raw,500,False,2,0.0001,0.95,0.95,0
CAViaR-AS,ME2_BM1,Raw,Raw,250,True,2,0.001,0.95,0.95,0
CAViaR-AS,ME2_BM2,Raw,Raw,125,True,4,0.0001,0.9,0.95,0
CAViaR-AS,ME2_BM3,Raw,Raw,500,False,4,0.0001,0.95,0.95,0
CAViaR-AS,ME2_BM4,Raw,Rolling500,500,True,4,0.001,0.95,0.9,0
CAViaR-AS,ME2_BM5,Raw,Raw,500,True,2,0.01,0.95,0.95,0
CAViaR-AS,ME3_BM1,Raw,Rolling500,250,True,2,0.001,0.95,0.9,0
CAViaR-AS,ME3_BM2,Raw,Raw,500,True,4,0.01,0.95,0.9,0
CAViaR-AS,ME3_BM3,Raw,Raw,500,True,2,0.0,0.95,0.9,0
CAViaR-AS,ME3_BM4,Raw,Rolling500,500,True,2,0.0001,0.95,0.95,0
CAViaR-AS,ME3_BM5,Raw,Raw,500,True,4,0.001,0.95,0.95,0
CAViaR-AS,ME4_BM1,Raw,Raw,500,False,4,0.0,0.9,0.95,0
CAViaR-AS,ME4_BM2,Raw,Rolling500,500,False,4,0.01,0.9,0.9,0
CAViaR-AS,ME4_BM3,Raw,Rolling500,500,True,4,0.0001,0.95,0.9,0
CAViaR-AS,ME4_BM4,Raw,Rolling500,500,False,4,0.001,0.95,0.9,0
CAViaR-AS,ME4_BM5,Raw,Raw,500,False,4,0.001,0.95,0.95,0
CAViaR-AS,BIG_LoBM,Raw,Raw,500,True,2,0.01,0.95,0.95,0
CAViaR-AS,ME5_BM2,Raw,Raw,500,True,2,0.001,0.95,0.95,0
CAViaR-AS,ME5_BM3,Raw,Rolling500,500,True,4,0.0,0.9,0.9,0
CAViaR-AS,ME5_BM4,Raw,Rolling500,500,False,4,0.01,0.95,0.95,0
CAViaR-AS,BIG_HiBM,Raw,Rolling500,500,False,2,1.0,0.95,0.95,0
GAS-t,SMALL_LoBM,Raw,Raw,125,True,2,0.001,0.95,0.95,0
GAS-t,ME1_BM2,Raw,Raw,250,True,2,0.001,0.95,0.95,0
GAS-t,ME1_BM3,Raw,Raw,500,True,4,0.01,0.9,0.9,0
GAS-t,ME1_BM4,Raw,Raw,250,True,4,0.01,0.95,0.9,0
GAS-t,SMALL_HiBM,Raw,Raw,500,True,2,0.001,0.95,0.9,0
GAS-t,ME2_BM1,Raw,Raw,250,True,4,0.01,0.95,0.95,0
GAS-t,ME2_BM2,Raw,Raw,250,True,4,0.001,0.9,0.95,0
GAS-t,ME2_BM3,Raw,Raw,500,True,2,0.001,0.95,0.9,0
GAS-t,ME2_BM4,Raw,Raw,250,True,4,0.0,0.95,0.9,0
GAS-t,ME2_BM5,Raw,Raw,500,True,2,1.0,0.9,0.95,0
GAS-t,ME3_BM1,Raw,Raw,250,True,4,0.01,0.95,0.9,0
GAS-t,ME3_BM2,Raw,Raw,500,True,4,0.01,0.95,0.9,0
GAS-t,ME3_BM3,Raw,Raw,500,True,4,0.01,0.9,0.9,0
GAS-t,ME3_BM4,Raw,Raw,500,True,4,0.001,0.95,0.9,0
GAS-t,ME3_BM5,Raw,Raw,500,True,4,0.0,0.95,0.9,0
GAS-t,ME4_BM1,Raw,Raw,500,True,2,0.001,0.9,0.9,0
GAS-t,ME4_BM2,Raw,Rolling500,500,True,2,1.0,0.9,0.9,0
GAS-t,ME4_BM3,Raw,Raw,500,True,4,0.01,0.95,0.95,0
GAS-t,ME4_BM4,Raw,Raw,500,True,2,0.001,0.9,0.9,0
GAS-t,ME4_BM5,Raw,Raw,500,True,2,1.0,0.9,0.9,0
GAS-t,BIG_LoBM,Raw,Inner-Shift,500,True,2,1.0,0.9,0.95,0
GAS-t,ME5_BM2,Raw,Raw,500,False,2,1.0,0.95,0.95,0
GAS-t,ME5_BM3,Raw,Raw,500,True,2,1.0,0.95,0.95,0
GAS-t,ME5_BM4,Raw,Raw,500,False,2,1.0,0.95,0.95,0
GAS-t,BIG_HiBM,Raw,Raw,500,True,2,1.0,0.95,0.9,0
