module,innovation,phi,n_cal,alpha,truth,method,histories,expected_loss,expected_violation,difference_vs_Raw,se_vs_Raw,difference_vs_Full-CP,se_vs_Full-CP,difference_vs_Half-Inner,se_vs_Half-Inner,difference_vs_Oracle-Grid,se_vs_Oracle-Grid
ar,normal,0.0,250,0.05,none,Raw,500,0.0014585582138288424,0.049999999999999975,0.0,0.0,-1.483173940032651e-05,8.661321826535882e-07,-6.03291875454199e-06,3.525711075745792e-07,0.0,0.0
ar,normal,0.0,250,0.05,none,Full-CP,500,0.001473389953229169,0.04671995635384633,1.483173940032651e-05,8.661321826535882e-07,0.0,0.0,8.79882064578452e-06,6.579190570164191e-07,1.483173940032651e-05,8.661321826535882e-07
ar,normal,0.0,250,0.05,none,Half-Full,500,0.0014623988183842611,0.047931494569431014,3.840604555418673e-06,2.304874768213139e-07,-1.0991134844907837e-05,6.367525939600843e-07,-2.1923141991233163e-06,2.40239320819375e-07,3.840604555418673e-06,2.304874768213139e-07
ar,normal,0.0,250,0.05,none,Inner-CP,500,0.0014813527038665772,0.04411345501823797,2.2794490037734836e-05,1.278846875689113e-06,7.962750637408328e-06,8.742278724285025e-07,1.6761571283192848e-05,9.279305477438133e-07,2.2794490037734836e-05,1.278846875689113e-06
ar,normal,0.0,250,0.05,none,Half-Inner,500,0.0014645911325833843,0.04640020846662434,6.03291875454199e-06,3.525711075745792e-07,-8.79882064578452e-06,6.579190570164191e-07,0.0,0.0,6.03291875454199e-06,3.525711075745792e-07
ar,normal,0.0,250,0.05,none,Selected-Inner,500,0.0014644269110478847,0.04802045604280403,5.86869721904237e-06,5.98631271617335e-07,-8.96304218128414e-06,6.388267124913487e-07,-1.6422153549961903e-07,5.616047056767499e-07,5.86869721904237e-06,5.98631271617335e-07
ar,normal,0.0,250,0.05,none,Oracle-Grid,500,0.0014585582138288424,0.049999999999999975,0.0,0.0,-1.483173940032651e-05,8.661321826535882e-07,-6.03291875454199e-06,3.525711075745792e-07,0.0,0.0
ar,normal,0.0,250,0.05,none,Oracle-Continuous,500,0.0014585582138288424,0.049999999999999975,0.0,0.0,-1.483173940032651e-05,8.661321826535882e-07,-6.03291875454199e-06,3.525711075745792e-07,0.0,0.0
ar,normal,0.0,500,0.01,constant,Raw,500,0.0003912680824582103,0.018930894265546328,0.0,0.0,8.739011170526705e-06,2.9935212131791286e-07,1.087702968752519e-05,2.0921254875300555e-07,1.2747793938712552e-05,1.5359367174108645e-07
ar,normal,0.0,500,0.01,constant,Full-CP,500,0.0003825290712876835,0.00980664088311294,-8.739011170526705e-06,2.9935212131791286e-07,0.0,0.0,2.138018516998485e-06,3.214375500628036e-07,4.008782768185848e-06,2.955328802287307e-07
ar,normal,0.0,500,0.01,constant,Half-Full,500,0.00038094645321476797,0.013412828736634363,-1.0321629243442233e-05,2.0379451327991364e-07,-1.5826180729155298e-06,3.0826090682981927e-07,5.554004440829549e-07,1.8295605464144934e-07,2.4261646952703184e-06,1.658998673905053e-07
ar,normal,0.0,500,0.01,constant,Inner-CP,500,0.0003864256452633281,0.008390915806306395,-4.842437194882045e-06,5.455017201588898e-07,3.896573975644659e-06,4.777124883626554e-07,6.0345924926431446e-06,5.244324653116508e-07,7.905356743830506e-06,5.35810573780936e-07
ar,normal,0.0,500,0.01,constant,Half-Inner,500,0.00038039105277068495,0.012278302346526965,-1.087702968752519e-05,2.0921254875300555e-07,-2.138018516998485e-06,3.214375500628036e-07,0.0,0.0,1.8707642511873634e-06,1.0585973057041394e-07
ar,normal,0.0,500,0.01,constant,Selected-Inner,500,0.0003840047716771625,0.012902424668278513,-7.263310781047694e-06,2.91856174827138e-07,1.4757003894790102e-06,2.8897760558826537e-07,3.613718906477495e-06,3.227115796372598e-07,5.4844831576648586e-06,2.854085193380622e-07
ar,normal,0.0,500,0.01,constant,Oracle-Grid,500,0.0003785202885194976,0.011211724867346735,-1.2747793938712552e-05,1.5359367174108645e-07,-4.008782768185848e-06,2.955328802287307e-07,-1.8707642511873634e-06,1.0585973057041394e-07,0.0,0.0
ar,normal,0.0,500,0.01,constant,Oracle-Continuous,500,0.0003783361230404837,0.011210021657963753,-1.2931959417726504e-05,1.564102988210724e-07,-4.192948247199799e-06,3.012530916722609e-07,-2.054929730201315e-06,1.023949348696183e-07,-1.8416547901395148e-07,1.3170057275631329e-08
ar,normal,0.0,500,0.01,none,Raw,500,0.0003769182097042674,0.01,0.0,0.0,-5.6108615834160135e-06,2.9935212131791286e-07,-2.6368387524565146e-06,1.6038282537863523e-07,0.0,0.0
ar,normal,0.0,500,0.01,none,Full-CP,500,0.0003825290712876835,0.00980664088311294,5.6108615834160135e-06,2.9935212131791286e-07,0.0,0.0,2.974022830959499e-06,2.6426248058269705e-07,5.6108615834160135e-06,2.9935212131791286e-07
ar,normal,0.0,500,0.01,none,Half-Full,500,0.00037836963900064654,0.00967860295809929,1.4514292963790254e-06,8.002127288999016e-08,-4.159432287036989e-06,2.2055847657748548e-07,-1.1854094560774892e-06,1.3744802090149277e-07,1.4514292963790254e-06,8.002127288999016e-08
ar,normal,0.0,500,0.01,none,Inner-CP,500,0.0003864256452633281,0.008390915806306395,9.507435559060674e-06,5.455017201588898e-07,3.896573975644659e-06,4.777124883626554e-07,6.870596806604159e-06,3.8800457188617407e-07,9.507435559060674e-06,5.455017201588898e-07
ar,normal,0.0,500,0.01,none,Half-Inner,500,0.000379555048456724,0.00883212683176383,2.6368387524565146e-06,1.6038282537863523e-07,-2.974022830959499e-06,2.6426248058269705e-07,0.0,0.0,2.6368387524565146e-06,1.6038282537863523e-07
ar,normal,0.0,500,0.01,none,Selected-Inner,500,0.00037914390197524365,0.009594532323707383,2.2256922709762117e-06,2.19419164792493e-07,-3.3851693124398022e-06,2.2479622412234855e-07,-4.1114648148030317e-07,2.3392335002891564e-07,2.2256922709762117e-06,2.19419164792493e-07
ar,normal,0.0,500,0.01,none,Oracle-Grid,500,0.0003769182097042674,0.01,0.0,0.0,-5.6108615834160135e-06,2.9935212131791286e-07,-2.6368387524565146e-06,1.6038282537863523e-07,0.0,0.0
ar,normal,0.0,500,0.01,none,Oracle-Continuous,500,0.0003769182097042674,0.01,0.0,0.0,-5.6108615834160135e-06,2.9935212131791286e-07,-2.6368387524565146e-06,1.6038282537863523e-07,0.0,0.0
ar,normal,0.0,500,0.05,constant,Raw,500,0.0015107819403891232,0.08152999177511822,0.0,0.0,4.540963870787863e-05,3.7639697019452686e-07,4.016104168893637e-05,4.889330430266883e-07,4.864382520337278e-05,3.6627927579423843e-07
ar,normal,0.0,500,0.05,constant,Full-CP,500,0.0014653723016812442,0.0494248185350785,-4.540963870787863e-05,3.7639697019452686e-07,0.0,0.0,-5.248597018942265e-06,5.578592187763562e-07,3.2341864954941414e-06,3.956964395441711e-07
ar,normal,0.0,500,0.05,constant,Half-Full,500,0.0014715107972555702,0.06366438298077004,-3.9271143133552615e-05,4.3516569189339295e-07,6.138495574326028e-06,5.215073318520697e-07,8.898985553837643e-07,2.78650937138908e-07,9.37268206982017e-06,3.4579857441881094e-07
ar,normal,0.0,500,0.05,constant,Inner-CP,500,0.0014684141952181551,0.0478809061170751,-4.2367745170967624e-05,5.673535004246481e-07,3.041893536911008e-06,4.2430488628310557e-07,-2.206703482031257e-06,7.176844234322283e-07,6.27608003240515e-06,5.041104002142839e-07
ar,normal,0.0,500,0.05,constant,Half-Inner,500,0.0014706208987001863,0.06260827463516087,-4.016104168893637e-05,4.889330430266883e-07,5.248597018942265e-06,5.578592187763562e-07,0.0,0.0,8.482783514436405e-06,2.7046470195043535e-07
ar,normal,0.0,500,0.05,constant,Selected-Inner,500,0.001471954695600212,0.057952898119821274,-3.8827244788911004e-05,7.267883819530528e-07,6.582393918967639e-06,6.97776964847509e-07,1.3337969000253744e-06,7.779876738215875e-07,9.81658041446178e-06,6.892267382843919e-07
ar,normal,0.0,500,0.05,constant,Oracle-Grid,500,0.0014621381151857502,0.053794952107807235,-4.864382520337278e-05,3.6627927579423843e-07,-3.2341864954941414e-06,3.956964395441711e-07,-8.482783514436405e-06,2.7046470195043535e-07,0.0,0.0
ar,normal,0.0,500,0.05,constant,Oracle-Continuous,500,0.0014618257232866063,0.05368129335282551,-4.8956217102516395e-05,3.712094438270324e-07,-3.5465783946377517e-06,4.0284384207171403e-07,-8.795175413580017e-06,2.5762717836172176e-07,-3.123918991436102e-07,2.133571987077408e-08
ar,normal,0.0,500,0.05,none,Raw,500,0.0014585582138288424,0.049999999999999975,0.0,0.0,-6.8140878524017275e-06,3.763969701945268e-07,-2.516016491847883e-06,1.4725224901043603e-07,0.0,0.0
ar,normal,0.0,500,0.05,none,Full-CP,500,0.0014653723016812442,0.0494248185350785,6.8140878524017275e-06,3.763969701945268e-07,0.0,0.0,4.298071360553844e-06,3.0163247592420094e-07,6.8140878524017275e-06,3.763969701945268e-07
ar,normal,0.0,500,0.05,none,Half-Full,500,0.0014602743861971757,0.049514932005856466,1.7161723683332235e-06,9.481264862846201e-08,-5.0979154840685036e-06,2.818534621374777e-07,-7.998441235146595e-07,1.1024701319572942e-07,1.7161723683332235e-06,9.481264862846201e-08
ar,normal,0.0,500,0.05,none,Inner-CP,500,0.0014684141952181551,0.0478809061170751,9.855981389312734e-06,5.673535004246481e-07,3.041893536911008e-06,4.2430488628310557e-07,7.339964897464852e-06,4.206530248209606e-07,9.855981389312734e-06,5.673535004246481e-07
ar,normal,0.0,500,0.05,none,Half-Inner,500,0.0014610742303206906,0.04865508159066319,2.516016491847883e-06,1.4725224901043603e-07,-4.298071360553844e-06,3.0163247592420094e-07,0.0,0.0,2.516016491847883e-06,1.4725224901043603e-07
ar,normal,0.0,500,0.05,none,Selected-Inner,500,0.0014610889095890102,0.049357733263258395,2.530695760167821e-06,2.3037288428619697e-07,-4.2833920922339065e-06,2.8450898371481567e-07,1.4679268319937964e-08,2.3525713671944643e-07,2.530695760167821e-06,2.3037288428619697e-07
ar,normal,0.0,500,0.05,none,Oracle-Grid,500,0.0014585582138288424,0.049999999999999975,0.0,0.0,-6.8140878524017275e-06,3.763969701945268e-07,-2.516016491847883e-06,1.4725224901043603e-07,0.0,0.0
ar,normal,0.0,500,0.05,none,Oracle-Continuous,500,0.0014585582138288424,0.049999999999999975,0.0,0.0,-6.8140878524017275e-06,3.763969701945268e-07,-2.516016491847883e-06,1.4725224901043603e-07,0.0,0.0
ar,normal,0.0,1000,0.01,constant,Raw,500,0.0003912680824582103,0.018930894265546328,0.0,0.0,1.1712542805978553e-05,1.632041250001214e-07,1.0387712022249928e-05,1.707537401906263e-07,1.2754270279952213e-05,1.409765940835948e-07
ar,normal,0.0,1000,0.01,constant,Full-CP,500,0.00037955553965223165,0.010045758604250199,-1.1712542805978553e-05,1.632041250001214e-07,0.0,0.0,-1.324830783728625e-06,2.0769482097782377e-07,1.0417274739736594e-06,1.6743438106120077e-07
ar,normal,0.0,1000,0.01,constant,Half-Full,500,0.00038065224231875294,0.013735853751801376,-1.061584013945726e-05,1.4757716043434748e-07,1.0967026665212932e-06,1.8098767909333266e-07,-2.2812811720733147e-07,1.0873065087363302e-07,2.1384301404949525e-06,1.1372113667942765e-07
ar,normal,0.0,1000,0.01,constant,Inner-CP,500,0.00038067043621766995,0.01007325936944466,-1.0597646240540307e-05,2.2677869612831568e-07,1.114896565438245e-06,1.7354821564862535e-07,-2.0993421829037986e-07,2.4185133781731214e-07,2.1566240394119044e-06,1.904303669157001e-07
ar,normal,0.0,1000,0.01,constant,Half-Inner,500,0.0003808803704359602,0.013692245549421923,-1.0387712022249928e-05,1.707537401906263e-07,1.324830783728625e-06,2.0769482097782377e-07,0.0,0.0,2.366558257702284e-06,7.441309008177465e-08
ar,normal,0.0,1000,0.01,constant,Selected-Inner,500,0.0003821165283833332,0.013249479688642098,-9.151554074877055e-06,2.4743306388082467e-07,2.5609887311014987e-06,2.524492758325929e-07,1.2361579473728736e-06,2.559476094693384e-07,3.6027162050751577e-06,2.2897482667828768e-07
ar,normal,0.0,1000,0.01,constant,Oracle-Grid,500,0.00037851381217825805,0.011440102682493574,-1.2754270279952213e-05,1.409765940835948e-07,-1.0417274739736594e-06,1.6743438106120077e-07,-2.366558257702284e-06,7.441309008177465e-08,0.0,0.0
ar,normal,0.0,1000,0.01,constant,Oracle-Continuous,500,0.00037843558051231947,0.011473526214342104,-1.2832501945890732e-05,1.4249972870959055e-07,-1.119959139912179e-06,1.7011000648706359e-07,-2.4447899236408036e-06,7.110491031620295e-08,-7.823166593851972e-08,6.6336065924844615e-09
ar,normal,0.0,1000,0.01,none,Raw,500,0.0003769182097042674,0.01,0.0,0.0,-2.637329947964166e-06,1.6320412500012146e-07,-9.585534028242998e-07,5.95550076526842e-08,0.0,0.0
ar,normal,0.0,1000,0.01,none,Full-CP,500,0.00037955553965223165,0.010045758604250199,2.637329947964166e-06,1.6320412500012146e-07,0.0,0.0,1.6787765451398662e-06,1.3342498044005757e-07,2.637329947964166e-06,1.6320412500012146e-07
