model,asset,method,first,last,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
Moirai-1.1,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,7,0.0048951048951048955,0.031295376939228334,0.7929197661759546,0.0951023364050731,4.636686187087145,0.0689172966246332,0.00022927477290406382,0.019164942532248968,Green
Lag-Llama,AUDUSD,Raw,2021-03-02,2026-08-31,1430,34,0.023776223776223775,8.73300781186755e-06,0.1979396113774661,2.2233816228782936e-05,19.7702805536709,1.657511795351411,0.00023377788604850525,0.01432978661511406,Yellow
Lag-Llama,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,9,0.006293706293706294,0.13061433271927603,0.7355402029202034,0.3013037080747289,2.2851877811432733,0.11408527086172171,0.00022455631318324057,0.019206147150135106,Green
GJR-GARCH,AUDUSD,Raw,2021-03-02,2026-08-31,1430,19,0.013286713286713287,0.23432077756547692,0.4742431746537611,0.3816482309406654,1.4144396767888576,0.5120722352926919,0.00020648210740248992,0.0146728525541771,Green
GJR-GARCH,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,6,0.004195804195804196,0.012584757181435185,0.8220268573548024,0.04334423199240377,6.226565803091287,0.05059747950944882,0.0002120378503878337,0.017525893370469087,Green
GJR-GARCH-t,AUDUSD,Raw,2021-03-02,2026-08-31,1430,15,0.01048951048951049,0.853566305874746,0.5726599793986771,0.8384845823267943,0.03406609067903932,0.3182520795111259,0.00020479926091486784,0.015138218874095825,Green
GJR-GARCH-t,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,7,0.0048951048951048955,0.031295376939228334,0.7929197661759546,0.0951023364050731,4.636686187087145,0.0689172966246332,0.00020985377765292204,0.017241857908014323,Green
GARCH-N,AUDUSD,Raw,2021-03-02,2026-08-31,1430,20,0.013986013986013986,0.1530194106215075,0.45113540747163816,0.271214878408959,2.04189009189521,0.5677976341663111,0.00020404762339589744,0.014638257905761851,Green
GARCH-N,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,5,0.0034965034965034965,0.004299605682142561,0.8513602605873607,0.016673608357785665,8.152743863235582,0.03511243169965894,0.00021288000251115568,0.017995231740789385,Green
Hist-Sim,AUDUSD,Raw,2021-03-02,2026-08-31,1430,18,0.012587412587412588,0.3444716134490873,0.49796944698215206,0.5083984129045818,0.8937185060169073,0.45926121681753784,0.00021613415778610616,0.014727006395685497,Green
Hist-Sim,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,9,0.006293706293706294,0.13061433271927603,0.7355402029202034,0.3013037080747289,2.2851877811432733,0.11408527086172171,0.00022027405673396758,0.01825631064152863,Green
EWMA,AUDUSD,Raw,2021-03-02,2026-08-31,1430,29,0.02027972027972028,0.0006047580887940436,0.2730191876127863,0.0015316734067760066,11.761274318024114,1.2015145046671591,0.00021054050831284386,0.0143972316082742,Yellow
EWMA,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,8,0.005594405594405594,0.06782427498118287,0.7640781629107758,0.1804156305286785,3.334906176640688,0.09007788611560841,0.00021079508626451913,0.01734455357731784,Green
CAViaR-SAV,AUDUSD,Raw,2021-03-02,2026-08-31,1430,11,0.007692307692307693,0.36063737269468565,0.6795218156059621,0.6046118673938388,0.835672519434933,0.1706646172148396,0.00021256812773709014,0.01725076809946703,Green
CAViaR-SAV,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,11,0.007692307692307693,0.36063737269468565,0.6795218156059621,0.6046118673938388,0.835672519434933,0.1706646172148396,0.00021257290656067384,0.017252838923019955,Green
CAViaR-AS,AUDUSD,Raw,2021-03-02,2026-08-31,1430,9,0.006293706293706294,0.13061433271927603,0.7355402029202034,0.3013037080747289,2.2851877811432733,0.11408527086172171,0.00021261056123899816,0.01694709099317193,Green
CAViaR-AS,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,9,0.006293706293706294,0.13061433271927603,0.7355402029202034,0.3013037080747289,2.2851877811432733,0.11408527086172171,0.00021261132945182745,0.01694729826569003,Green
GAS-t,AUDUSD,Raw,2021-03-02,2026-08-31,1430,13,0.00909090909090909,0.7256656104722246,0.6251437842889755,0.8345051897118649,0.12312871559642469,0.23870391830732274,0.00020448630938853794,0.015930867534315475,Green
GAS-t,AUDUSD,Conformal,2021-03-02,2026-08-31,1430,8,0.005594405594405594,0.06782427498118287,0.7640781629107758,0.1804156305286785,3.334906176640688,0.09007788611560841,0.00021021903636405726,0.017483830668571253,Green
EVT-POT,AUDUSD,Raw,2021-03-02,2026-08-31,1430,19,0.013286713286713287,0.23432077756547692,0.4742431746537611,0.3816482309406654,1.4144396767888576,0.5120722352926919,0.00021013413671159563,0.015295663718887461,Green
FHS,AUDUSD,Raw,2021-03-02,2026-08-31,1430,21,0.014685314685314685,0.09599813272732163,0.42866280358250064,0.18293540470409997,2.7708006552263296,0.6264436811971734,0.00020851343501430655,0.014798968904877622,Green
Moirai-1.1,BOVESPA,Raw,2019-04-29,2026-08-31,1829,26,0.014215418261344996,0.08838943141557837,0.3831261712793538,0.16008420560098274,2.9034637935994194,0.7606468407636839,0.0005968601796506351,0.034621430564088215,Green
Moirai-1.1,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,16,0.008747949699289229,0.5823871900016334,0.12878500070452625,0.2712429595848798,0.30239125139103873,2.307089408432489,0.0005921469394419345,0.038074242348197236,Green
Lag-Llama,BOVESPA,Raw,2019-04-29,2026-08-31,1829,51,0.027884089666484417,2.8532753774510445e-10,0.08706564520876944,5.342390858438784e-10,39.77254754854148,2.9278077531954523,0.0005765951791170803,0.028970320844445365,Yellow
Lag-Llama,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,14,0.007654455986878075,0.29298884122381047,0.642028367091741,0.5163514046700102,1.1058362885098543,0.2160991684600333,0.0005128812027508068,0.040514545640066145,Green
GJR-GARCH,BOVESPA,Raw,2019-04-29,2026-08-31,1829,34,0.018589393110989613,0.0009736001933239147,0.6633410745735557,0.0039529210114710705,10.877110532714312,0.18949042085972678,0.0004513325185405354,0.028909845602582772,Yellow
GJR-GARCH,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,20,0.010934937124111536,0.6921871531783839,0.5059245702905641,0.7411091427730625,0.1567278460427315,0.4424869006384995,0.0004332401562197244,0.033456594277240397,Green
GJR-GARCH-t,BOVESPA,Raw,2019-04-29,2026-08-31,1829,27,0.014762165117550574,0.05593423440402351,0.4152261928405886,0.11545196252545405,3.65401456831588,0.6637869204939193,0.0004519041345909646,0.030075925218764486,Green
GJR-GARCH-t,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,22,0.01202843083652269,0.39815931159436,0.4640933672671743,0.5352928252345793,0.7138782923231668,0.5360043975433655,0.0004428846038976314,0.03290386811148481,Green
GARCH-N,BOVESPA,Raw,2019-04-29,2026-08-31,1829,32,0.017495899398578457,0.0035818854661183656,0.5890468824841475,0.012423584781044916,8.484482026228939,0.29183520258823137,0.00047435877620021746,0.028835557174805317,Yellow
GARCH-N,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,18,0.009841443411700382,0.945522406030632,0.5496096380388245,0.8341491830132126,0.004669081152310572,0.35801695105817544,0.00045771571114512014,0.03355317518310135,Green
Hist-Sim,BOVESPA,Raw,2019-04-29,2026-08-31,1829,20,0.010934937124111536,0.6921871531783839,3.2947825523799515e-05,0.00016688330697798862,0.1567278460427315,17.239703654767965,0.0006621636182480106,0.040718548109994576,Green
Hist-Sim,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,16,0.008747949699289229,0.5823871900016334,0.0002065171400658347,0.0008790974658255341,0.30239125139103873,13.77083831621539,0.0006608909138574533,0.0448724543686128,Green
EWMA,BOVESPA,Raw,2019-04-29,2026-08-31,1829,33,0.018042646254784037,0.001893586129075523,0.27065213762429857,0.004375715082915697,9.649931816816974,1.2134388331931518,0.0004848017143783512,0.02929156605085888,Yellow
EWMA,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,18,0.009841443411700382,0.945522406030632,0.5496096380388245,0.8341491830132126,0.004669081152310572,0.35801695105817544,0.000473891065773548,0.03259453192240917,Green
CAViaR-SAV,BOVESPA,Raw,2019-04-29,2026-08-31,1829,10,0.005467468562055768,0.03306309544156119,0.7401309800120798,0.09766028492431106,4.542509049823217,0.1100115558567154,0.00047123225731865237,0.0363362486614894,Green
CAViaR-SAV,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,10,0.005467468562055768,0.03306309544156119,0.7401309800120798,0.09766028492431106,4.542509049823217,0.1100115558567154,0.0004712374911917443,0.036337403396578094,Green
CAViaR-AS,BOVESPA,Raw,2019-04-29,2026-08-31,1829,12,0.0065609622744669215,0.1147847074380556,0.6904566473121976,0.2663792122815035,2.4870772881498304,0.15859146252395817,0.0004552414404815571,0.03582737331233125,Green
CAViaR-AS,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,12,0.0065609622744669215,0.1147847074380556,0.6904566473121976,0.2663792122815035,2.4870772881498304,0.15859146252395817,0.00045552040101690767,0.03590848918183145,Green
GAS-t,BOVESPA,Raw,2019-04-29,2026-08-31,1829,16,0.008747949699289229,0.5823871900016334,0.5950253372998969,0.7464118040913654,0.30239125139103873,0.28256437835898396,0.0004914983461830264,0.03312054034703225,Green
GAS-t,BOVESPA,Conformal,2019-04-29,2026-08-31,1829,15,0.008201202843083653,0.42485508664572935,0.6183381434565746,0.6424101645232422,0.636846364622504,0.24821022286238303,0.0004927399218625484,0.03385552150552486,Green
EVT-POT,BOVESPA,Raw,2019-04-29,2026-08-31,1829,26,0.014215418261344996,0.08838943141557837,0.3831261712793538,0.16008420560098274,2.9034637935994194,0.7606468407636839,0.00046546023604036944,0.033614575203558476,Green
FHS,BOVESPA,Raw,2019-04-29,2026-08-31,1829,27,0.014762165117550574,0.05593423440402351,0.4152261928405886,0.11545196252545405,3.65401456831588,0.6637869204939193,0.0004707993416162837,0.03281802240835253,Green
Moirai-1.1,BTC,Raw,2023-07-02,2026-08-31,1157,26,0.02247191011235955,0.00024816498192379135,0.274009152474698,0.000667970409187412,13.425967597614779,1.1965657684500854,0.0009124074937477611,0.05807224241997355,Yellow
Moirai-1.1,BTC,Conformal,2023-07-02,2026-08-31,1157,5,0.00432152117545376,0.028661408519726355,0.834897807269137,0.08931029871759874,4.787836317968869,0.043440623160321934,0.0008814007113353803,0.08068820158975859,Green
Lag-Llama,BTC,Raw,2023-07-02,2026-08-31,1157,27,0.023336214347450302,0.00010144890619510667,0.2557659152169789,0.0002745054317033362,15.109547566769475,1.2915314523994539,0.0009857050675677478,0.05734184134503635,Yellow
Lag-Llama,BTC,Conformal,2023-07-02,2026-08-31,1157,5,0.00432152117545376,0.028661408519726355,0.834897807269137,0.08931029871759874,4.787836317968869,0.043440623160321934,0.0010086504822327572,0.09420779321988565,Green
GJR-GARCH,BTC,Raw,2023-07-02,2026-08-31,1157,27,0.023336214347450302,0.00010144890619510667,0.2557659152169789,0.0002745054317033362,15.109547566769475,1.2915314523994539,0.0008626158350575132,0.05364889238217529,Yellow
GJR-GARCH,BTC,Conformal,2023-07-02,2026-08-31,1157,4,0.003457216940363008,0.009679491128237516,0.8676322030151046,0.034722622769126084,6.6929498693206835,0.027777833594527124,0.000861719055778154,0.0787205950937556,Green
GJR-GARCH-t,BTC,Raw,2023-07-02,2026-08-31,1157,12,0.010371650821089023,0.8995058623429903,0.6158435243238475,0.8747208610781662,0.01594805027546531,0.2517528685877153,0.0008350303829916368,0.06758239376303442,Green
GJR-GARCH-t,BTC,Conformal,2023-07-02,2026-08-31,1157,5,0.00432152117545376,0.028661408519726355,0.834897807269137,0.08931029871759874,4.787836317968869,0.043440623160321934,0.0009027603138349495,0.08491604183492361,Green
GARCH-N,BTC,Raw,2023-07-02,2026-08-31,1157,31,0.02679343128781331,2.0189605347657244e-06,0.1911592279552489,5.326650898444465e-06,22.576915016837972,1.7086607162432301,0.0008969576644748199,0.05380034916665657,Yellow
GARCH-N,BTC,Conformal,2023-07-02,2026-08-31,1157,3,0.0025929127052722557,0.0025489205322070494,0.9005664178750025,0.0104581229644409,9.105141104698653,0.015611466010277297,0.0008770373876278464,0.07992900983853232,Green
Hist-Sim,BTC,Raw,2023-07-02,2026-08-31,1157,16,0.013828867761452032,0.2160078465987941,0.502744801379747,0.371607404362873,1.530697140071478,0.4491375531571009,0.0008538682252050204,0.06012213037229675,Green
Hist-Sim,BTC,Conformal,2023-07-02,2026-08-31,1157,8,0.006914433880726016,0.26402452822969313,0.7384437760962923,0.5068626688018336,1.247531204306437,0.11149916028608686,0.0008603420467530133,0.07291075594250745,Green
EWMA,BTC,Raw,2023-07-02,2026-08-31,1157,25,0.021607605877268798,0.0005856331345080367,0.29310446073880203,0.0015597927248243001,11.821098028696625,1.1053066418051571,0.0008813432809558013,0.05401370526347577,Yellow
EWMA,BTC,Conformal,2023-07-02,2026-08-31,1157,3,0.0025929127052722557,0.0025489205322070494,0.9005664178750025,0.0104581229644409,9.105141104698653,0.015611466010277297,0.0009270572560290267,0.08526898533348723,Green
CAViaR-SAV,BTC,Raw,2023-07-02,2026-08-31,1157,1,0.000864304235090752,5.2923290427637554e-05,0.9668075911545815,0.00028271512773086436,16.340409964234166,0.0017316019477569,0.0010095427466801814,0.0969917306254355,Green
CAViaR-SAV,BTC,Conformal,2023-07-02,2026-08-31,1157,1,0.000864304235090752,5.2923290427637554e-05,0.9668075911545815,0.00028271512773086436,16.340409964234166,0.0017316019477569,0.001009547905222632,0.09699229528329882,Green
CAViaR-AS,BTC,Raw,2023-07-02,2026-08-31,1157,0,0.0,1.417721737391141e-06,,,23.256477165002487,,0.0009968358664212012,0.0988685112340507,Green
CAViaR-AS,BTC,Conformal,2023-07-02,2026-08-31,1157,0,0.0,1.417721737391141e-06,,,23.256477165002487,,0.0009968449693729402,0.09886942152922461,Green
GAS-t,BTC,Raw,2023-07-02,2026-08-31,1157,3,0.0025929127052722557,0.0025489205322070494,0.9005664178750025,0.0104581229644409,9.105141104698653,0.015611466010277297,0.0009031654494100287,0.08368312681888256,Green
GAS-t,BTC,Conformal,2023-07-02,2026-08-31,1157,2,0.001728608470181504,0.0004782381476613152,0.933643922396096,0.002236603181040257,12.198661589727639,0.006932412482647976,0.0009210731146112031,0.0860007515477954,Green
EVT-POT,BTC,Raw,2023-07-02,2026-08-31,1157,17,0.014693171996542784,0.13370877976630444,0.47623111986812705,0.25203319644902034,2.248907407196043,0.5074815292160508,0.0008306138272403987,0.06264249085077854,Green
FHS,BTC,Raw,2023-07-02,2026-08-31,1157,20,0.01728608470181504,0.023996793319999304,0.4013553835669037,0.05504727288556179,5.0948641750970225,0.7042617367111461,0.0008495734205202347,0.060122625932334035,Yellow
Moirai-1.1,CBU0,Raw,2022-08-26,2026-08-28,1010,7,0.006930693069306931,0.2994039316726127,0.7544795647291558,0.5558114327862196,1.076847197058047,0.09780518678371664,0.00015232340518750757,0.012929618293032198,Green
Moirai-1.1,CBU0,Conformal,2022-08-26,2026-08-28,1010,5,0.0049504950495049506,0.07386406954046992,0.8234099063002225,0.19742486681729232,3.194993373727436,0.04980100266800491,0.0001592076763572924,0.014678149412188035,Green
Lag-Llama,CBU0,Raw,2022-08-26,2026-08-28,1010,24,0.023762376237623763,0.00018883797274677863,0.27947133918097844,0.0005238334873454245,13.939014496315238,1.1696588964549335,0.00016965100539318554,0.010721894046047351,Yellow
Lag-Llama,CBU0,Conformal,2022-08-26,2026-08-28,1010,10,0.009900990099009901,0.9747302503771117,0.6545566015677375,0.9042915462726526,0.0010033836031890508,0.20020354368755022,0.0001553079526828479,0.013070609150500104,Green
GJR-GARCH,CBU0,Raw,2022-08-26,2026-08-28,1010,15,0.01485148514851485,0.14831508625276413,0.5010397177503192,0.28051887643311585,2.0894950394600578,0.4527334817837527,0.00013268157309419048,0.010951167965194152,Green
GJR-GARCH,CBU0,Conformal,2022-08-26,2026-08-28,1010,10,0.009900990099009901,0.9747302503771117,0.6545566015677375,0.9042915462726526,0.0010033836031890508,0.20020354368755022,0.00013120994566633536,0.011965933746801221,Green
GJR-GARCH-t,CBU0,Raw,2022-08-26,2026-08-28,1010,11,0.01089108910891089,0.77903000878741,0.6224135477798778,0.8516254678716687,0.07872700109153397,0.2424898799114601,0.00013310709577963443,0.011527869355063945,Green
GJR-GARCH-t,CBU0,Conformal,2022-08-26,2026-08-28,1010,5,0.0049504950495049506,0.07386406954046992,0.8234099063002225,0.19742486681729232,3.194993373727436,0.04980100266800491,0.00013424329874170844,0.012513707900567038,Green
GARCH-N,CBU0,Raw,2022-08-26,2026-08-28,1010,14,0.013861386138613862,0.2439113636865394,0.5302132414504364,0.41648127600794094,1.3578446982720047,0.39398284962587127,0.00013250843073514586,0.010986923055124396,Green
GARCH-N,CBU0,Conformal,2022-08-26,2026-08-28,1010,10,0.009900990099009901,0.9747302503771117,0.6545566015677375,0.9042915462726526,0.0010033836031890508,0.20020354368755022,0.00013109907553831508,0.011995448486371761,Green
Hist-Sim,CBU0,Raw,2022-08-26,2026-08-28,1010,9,0.00891089108910891,0.723023192731904,0.6873198020679092,0.8660537427982913,0.12561444030266866,0.16200218707078307,0.000137918113893048,0.011548135837281058,Green
Hist-Sim,CBU0,Conformal,2022-08-26,2026-08-28,1010,5,0.0049504950495049506,0.07386406954046992,0.8234099063002225,0.19742486681729232,3.194993373727436,0.04980100266800491,0.00014392285538719355,0.013090253624857537,Green
EWMA,CBU0,Raw,2022-08-26,2026-08-28,1010,18,0.01782178217821782,0.02441808216973304,0.4187143254472553,0.057308569511806164,5.064689299051318,0.6539209234763632,0.0001398325361019242,0.010287695979319878,Yellow
EWMA,CBU0,Conformal,2022-08-26,2026-08-28,1010,12,0.011881188118811881,0.5595280266552582,0.5909432758061866,0.730009432504751,0.34052207258083866,0.2888735747867486,0.00013547570246954323,0.011266815049093657,Green
CAViaR-SAV,CBU0,Raw,2022-08-26,2026-08-28,1010,15,0.01485148514851485,0.14831508625276413,0.5010397177503192,0.28051887643311585,2.0894950394600578,0.4527334817837527,0.00014249842457171661,0.010123983303178378,Green
CAViaR-SAV,CBU0,Conformal,2022-08-26,2026-08-28,1010,15,0.01485148514851485,0.14831508625276413,0.5010397177503192,0.28051887643311585,2.0894950394600578,0.4527334817837527,0.00014249837526713116,0.010123993465960282,Green
CAViaR-AS,CBU0,Raw,2022-08-26,2026-08-28,1010,17,0.016831683168316833,0.04684981572385611,0.44525992729599595,0.10365036869585037,3.9507739529566077,0.5826898130097504,0.00014504273801535077,0.009941356097819298,Yellow
CAViaR-AS,CBU0,Conformal,2022-08-26,2026-08-28,1010,17,0.016831683168316833,0.04684981572385611,0.44525992729599595,0.10365036869585037,3.9507739529566077,0.5826898130097504,0.00014504170198331663,0.009941507748885163,Yellow
GAS-t,CBU0,Raw,2022-08-26,2026-08-28,1010,20,0.019801980198019802,0.00575257776519758,0.38080099998889105,0.015038124536835314,7.626218898998264,0.7681144341710251,0.0002982805894500425,0.024833107942295582,Yellow
GAS-t,CBU0,Conformal,2022-08-26,2026-08-28,1010,5,0.0049504950495049506,0.07386406954046992,0.8234099063002225,0.19742486681729232,3.194993373727436,0.04980100266800491,0.00029300243906456265,0.02758181959907747,Green
EVT-POT,CBU0,Raw,2022-08-26,2026-08-28,1010,9,0.00891089108910891,0.723023192731904,0.6873198020679092,0.8660537427982913,0.12561444030266866,0.16200218707078307,0.0001324566620153346,0.011283634253831101,Green
FHS,CBU0,Raw,2022-08-26,2026-08-28,1010,11,0.01089108910891089,0.77903000878741,0.6224135477798778,0.8516254678716687,0.07872700109153397,0.2424898799114601,0.00013215892587947037,0.011109862547839857,Green
Moirai-1.1,DJCI,Raw,2023-08-15,2026-08-31,765,11,0.01437908496732026,0.2532997929754572,0.007582768553100839,0.014739351267384246,1.3050117617804,7.129457048019987,0.00042250343107661355,0.02463274645266044,Green
Moirai-1.1,DJCI,Conformal,2023-08-15,2026-08-31,765,9,0.011764705882352941,0.6331982714358182,0.0029521271894870555,0.010756065752025614,0.22774857918593572,8.83682227589135,0.000398658060904859,0.030869313990780016,Green
Lag-Llama,DJCI,Raw,2023-08-15,2026-08-31,765,22,0.02875816993464052,2.1490170322014294e-05,0.25334314093573523,6.260830237400311e-05,18.05245190553536,1.3047734202035315,0.0004128496854752386,0.020194303551786186,Yellow
Lag-Llama,DJCI,Conformal,2023-08-15,2026-08-31,765,4,0.00522875816993464,0.1444150844647419,0.8374188819161931,0.33750027388273285,2.1302724567792346,0.042105457551741665,0.00037828454716234706,0.03168387904324032,Green
GJR-GARCH,DJCI,Raw,2023-08-15,2026-08-31,765,15,0.0196078431372549,0.018250952184425236,0.030742843779053283,0.00597851937469747,5.571899433895437,4.66726524186663,0.00036397362414894256,0.019130359390041176,Yellow
GJR-GARCH,DJCI,Conformal,2023-08-15,2026-08-31,765,7,0.009150326797385621,0.8106200387955509,0.04864150051641449,0.13910147174495566,0.057420723751515634,3.8876824755032118,0.0003445511856245703,0.024399709188736532,Green
GJR-GARCH-t,DJCI,Raw,2023-08-15,2026-08-31,765,14,0.018300653594771243,0.038671545914769505,0.0012237456296700145,0.000633220795399382,4.275238083983382,10.454144693499643,0.00036275055785419617,0.02011397098955411,Yellow
GJR-GARCH-t,DJCI,Conformal,2023-08-15,2026-08-31,765,7,0.009150326797385621,0.8106200387955509,0.04864150051641449,0.13910147174495566,0.057420723751515634,3.8876824755032118,0.000344349190176886,0.02447212029578742,Green
GARCH-N,DJCI,Raw,2023-08-15,2026-08-31,765,14,0.018300653594771243,0.038671545914769505,0.0012237456296700145,0.000633220795399382,4.275238083983382,10.454144693499643,0.000364949947255242,0.019827615645568064,Yellow
GARCH-N,DJCI,Conformal,2023-08-15,2026-08-31,765,6,0.00784313725490196,0.53322703010378,0.033338318066959347,0.08558208317907672,0.38823802017555353,4.528320632620847,0.00034417700870318214,0.024931795703743702,Green
Hist-Sim,DJCI,Raw,2023-08-15,2026-08-31,765,11,0.01437908496732026,0.2532997929754572,0.007582768553100839,0.014739351267384246,1.3050117617804,7.129457048019987,0.00036854746789375775,0.0228875440321462,Green
Hist-Sim,DJCI,Conformal,2023-08-15,2026-08-31,765,8,0.01045751633986928,0.8995434008142643,0.06725351676711917,0.18593200226030424,0.01593607458571422,3.348812428124276,0.00036347287768573083,0.026333313378150182,Green
