asset,model,mult,pred_sd_ratio,implied_z,pi,kup,mono
GOLD,GARCH-N,-2.3112132547562982,0.993494257908103,-2.3263478740408408,0.02148900169204738,1.3655743202889425e-14,1.0
WTI,GJR-GARCH,-3.1323962323033383,0.9308949170771902,-3.3649299989072756,0.004732127767449721,5.642501295644031e-06,1.0
WTI,GARCH-N,-2.200940161948906,0.9460924509651676,-2.3263478740408408,0.01875950650667568,1.555439888001331e-09,1.0
NATGAS,GJR-GARCH,-3.1380043512695353,0.9325615547094792,-3.3649299989072756,0.002366863905325444,1.3203882431866987e-12,1.0
NATGAS,GARCH-N,-2.2025363223736685,0.9467785738114425,-2.3263478740408408,0.013693998309382924,0.006857245522487676,1.0
BTC,GJR-GARCH,-3.299310324665323,0.9804989481911177,-3.3649299989072756,0.005133747635774115,0.0010305192109527628,1.0
BTC,GARCH-N,-2.1605170130655984,0.9287162239036949,-2.3263478740408408,0.022696568495001353,2.7844726524506314e-11,1.0
ETH,GJR-GARCH,-3.3436961062184043,0.99368964801771,-3.3649299989072756,0.004704037632301058,0.00271132983696476,1.0
ETH,GARCH-N,-2.213505119897867,0.9514936027400892,-2.3263478740408408,0.0199921599372795,7.994580316528221e-06,1.0
EURUSD,GJR-GARCH,-3.2214041579604924,0.9573465596629375,-3.3649299989072756,0.003028009084027252,2.2909334429499495e-09,1.0
EURUSD,GARCH-N,-2.2687704191082787,0.975249851677363,-2.3263478740408408,0.013626040878122634,0.012049829115623467,1.0
GBPUSD,GJR-GARCH,-3.221247463581102,0.9572999927568084,-3.3649299989072756,0.0039652567975830815,5.000012186506808e-07,1.0
GBPUSD,GARCH-N,-2.2548939397252736,0.9692849314958847,-2.3263478740408408,0.017938066465256797,1.7578727939948635e-07,1.0
USDJPY,GJR-GARCH,-3.2493286913473733,0.9656452563359588,-3.3649299989072756,0.005393401015228426,5.6065786147030394e-05,1.0
USDJPY,GARCH-N,-2.2409171938814803,0.96327691094154,-2.3263478740408408,0.01570431472081218,2.648212028966146e-05,1.0
AUDUSD,GJR-GARCH,-3.1661191398973565,0.9409167920062287,-3.3649299989072756,0.0034334763948497852,1.840155939847321e-07,1.0
AUDUSD,GARCH-N,-2.1762650524750518,0.9354856497428751,-2.3263478740408408,0.015236051502145923,0.0008528473126565572,1.0
