dgp,T,n_test,Mean_qV,Std_qV,Raw_pi,Corr_pi,RawGreen,CorrGreen,Raw_QS,Corr_QS,DQS_mean,DQS_se,share_worse,qV_mean_se
skewt3,500,150,0.020798880616348613,0.017610651844635623,0.023453333333333333,0.008866666666666667,30.599999999999998,80.60000000000001,0.000784366701415116,0.0007695619948702257,1.4804706544890314e-05,9.354685081739394e-06,0.404,0.0007875722930537464
skewt3,1000,300,0.014363048240306509,0.008114537526082348,0.023399999999999997,0.009899999999999999,17.4,78.4,0.0007262485780601913,0.0006761016872402483,5.01468908199428e-05,4.6444578482587226e-06,0.254,0.000362893150285862
skewt3,2000,600,0.012884074678650074,0.005190691124036604,0.023233333333333335,0.00977,11.0,88.6,0.000706371089647647,0.0006509415003836736,5.5429589263973426e-05,2.7320176470424707e-06,0.17,0.00023213476407101276
skewt3,5000,1500,0.01222478161951373,0.003009069989577166,0.023348000000000004,0.010176000000000001,2.4,94.39999999999999,0.0007473886051572672,0.000683958051817666,6.34305533396012e-05,1.6334232703306597e-06,0.032,0.00013456970091498254
skewt3,10000,3000,0.01215226721756201,0.0023355140230891525,0.023319333333333334,0.010070666666666665,0.4,99.0,0.000729859954477825,0.0006664141001119306,6.344585436589448e-05,1.1844274549104328e-06,0.008,0.00010444736236062717
t3,500,150,0.008149129119402224,0.009919517346925895,0.014253333333333333,0.008826666666666667,62.2,82.8,0.0005048380937435329,0.0005195700719366606,-1.4731978193127839e-05,4.339532556946069e-06,0.57,0.0004436143018342933
t3,1000,300,0.004794522234139671,0.004916667610112601,0.013766666666666665,0.010193333333333334,61.6,76.0,0.0004962022826768272,0.0004997396132580958,-3.537330581268609e-06,1.6134149935449746e-06,0.506,0.00021988005997966413
t3,2000,600,0.003948097887360384,0.0033568001038171815,0.013670000000000002,0.009826666666666668,71.39999999999999,90.2,0.0005060302589938194,0.0005048834098557934,1.146849138025938e-06,8.7443002028074e-07,0.454,0.00015012066438027137
t3,5000,1500,0.0036831773899826743,0.0018363746228878056,0.013997333333333334,0.010176000000000001,77.0,95.8,0.0005159333033645648,0.0005106030271166286,5.33027624793614e-06,5.183309981241321e-07,0.26,8.212516977865349e-05
t3,10000,3000,0.0035505527343563073,0.0014045556060551573,0.013765333333333334,0.01001,87.4,99.8,0.0005094621006569211,0.0005043760374880198,5.086063168901193e-06,3.1868242107141524e-07,0.204,6.281363626635493e-05
t5,500,150,0.0071795047701625325,0.007203847315865722,0.014320000000000001,0.007773333333333333,62.0,85.6,0.00044991217279610984,0.00046558417752955524,-1.5672004733445398e-05,3.14198661659516e-06,0.584,0.00032216584595610304
t5,1000,300,0.004357303188430087,0.0037842213548755685,0.014653333333333332,0.009739999999999999,55.2,78.0,0.0004759889211760717,0.00047566891795168363,3.2000322438807455e-07,1.4621125703037022e-06,0.506,0.00016923552382816252
t5,2000,600,0.003842489379308531,0.002712353943921988,0.015163333333333334,0.01026,55.400000000000006,87.2,0.0004704337264866419,0.00046555072492114456,4.883001565497394e-06,8.258214906794553e-07,0.352,0.00012130015595298435
t5,5000,1500,0.0038470058126829202,0.0016744148561855434,0.014797333333333334,0.009766666666666668,69.19999999999999,98.0,0.00046925493221938453,0.00046325892182101045,5.996010398374045e-06,4.906283233616969e-07,0.22,7.488210881932819e-05
t5,10000,3000,0.003631030440426308,0.0011847365771803459,0.014981333333333334,0.010094666666666668,69.6,99.4,0.0004726607645847066,0.000465148656132941,7.512108451765591e-06,3.386495832402671e-07,0.16,5.298303044011359e-05
