model,symbol,which,n_test,qV,n_viol,n00,n01,n10,n11,A_n11_n10_zero,B_n11_zero_n10_pos,C_n01_n11_zero,code_nan
Chronos-Small-A,ASX200,cor,1833,0.003845918964520627,23,1790,19,19,4,False,False,False,False
Chronos-Small-A,AUDUSD,raw,1395,0.002155706157315064,18,1359,17,17,1,False,False,False,False
Chronos-Small-A,AUDUSD,cor,1395,0.002155706157315064,12,1370,12,12,0,False,True,False,True
Chronos-Small-A,BOVESPA,raw,1794,0.0021501358812262214,30,1734,29,29,1,False,False,False,False
Chronos-Small-A,BOVESPA,cor,1794,0.0021501358812262214,23,1748,22,22,1,False,False,False,False
Chronos-Small-A,BTC,raw,1107,0.020070284894933316,13,1080,13,13,0,False,True,False,True
Chronos-Small-A,BTC,cor,1107,0.020070284894933316,5,1096,5,5,0,False,True,False,True
Chronos-Small-A,CBU0,raw,976,0.001103331311266104,10,955,10,10,0,False,True,False,True
Chronos-Small-A,CBU0,cor,976,0.001103331311266104,5,965,5,5,0,False,True,False,True
Chronos-Small-A,DJCI,raw,693,0.0006506499207054942,23,647,22,22,1,False,False,False,False
Chronos-Small-A,DJCI,cor,693,0.0006506499207054942,22,649,21,21,1,False,False,False,False
Chronos-Small-A,ETH,raw,762,0.015448460412274267,20,722,19,19,1,False,False,False,False
Chronos-Small-A,ETH,cor,762,0.015448460412274267,10,741,10,10,0,False,True,False,True
Chronos-Small-A,EURUSD,raw,1582,0.000545397199854001,26,1529,26,26,0,False,True,False,True
Chronos-Small-A,EURUSD,cor,1582,0.000545397199854001,20,1541,20,20,0,False,True,False,True
Chronos-Small-A,FCHI,raw,1856,0.004451636588376655,40,1780,35,35,5,False,False,False,False
Chronos-Small-A,FCHI,cor,1856,0.004451636588376655,26,1806,23,23,3,False,False,False,False
Chronos-Small-A,FTSE100,raw,1833,0.004225387179171678,38,1761,33,33,5,False,False,False,False
Chronos-Small-A,FTSE100,cor,1833,0.004225387179171678,27,1780,25,25,2,False,False,False,False
Chronos-Small-A,GBPUSD,raw,1585,0.001659002982161921,25,1535,24,24,1,False,False,False,False
Chronos-Small-A,GBPUSD,cor,1585,0.001659002982161921,15,1555,14,14,1,False,False,False,False
Chronos-Small-A,GDAXI,raw,1843,0.00422309155524905,49,1751,42,42,7,False,False,False,False
Chronos-Small-A,GDAXI,cor,1843,0.00422309155524905,31,1784,27,27,4,False,False,False,False
Chronos-Small-A,GOLD,raw,1770,0.0045436400998788845,42,1686,41,41,1,False,False,False,False
Chronos-Small-A,GOLD,cor,1770,0.0045436400998788845,24,1722,23,23,1,False,False,False,False
Chronos-Small-A,HSI,raw,1784,0.004143814969417452,27,1731,25,25,2,False,False,False,False
Chronos-Small-A,HSI,cor,1784,0.004143814969417452,16,1752,15,15,1,False,False,False,False
Chronos-Small-A,IBGL,raw,1226,0.002084084032555465,10,1205,10,10,0,False,True,False,True
Chronos-Small-A,IBGL,cor,1226,0.002084084032555465,7,1211,7,7,0,False,True,False,True
Chronos-Small-A,ICLN,raw,1185,0.005015544869544072,11,1162,11,11,0,False,True,False,True
Chronos-Small-A,ICLN,cor,1185,0.005015544869544072,5,1174,5,5,0,False,True,False,True
Chronos-Small-A,NATGAS,raw,1771,0.0023954206756121865,23,1724,23,23,0,False,True,False,True
Chronos-Small-A,NATGAS,cor,1771,0.0023954206756121865,23,1724,23,23,0,False,True,False,True
Chronos-Small-A,NIFTY,raw,1208,0.003081650219299778,8,1191,8,8,0,False,True,False,True
Chronos-Small-A,NIFTY,cor,1208,0.003081650219299778,5,1197,5,5,0,False,True,False,True
Chronos-Small-A,NIKKEI,raw,1772,0.004890873892952726,33,1707,31,31,2,False,False,False,False
Chronos-Small-A,NIKKEI,cor,1772,0.004890873892952726,18,1737,16,16,2,False,False,False,False
Chronos-Small-A,SP500,raw,1824,0.004376283722726814,39,1748,36,36,3,False,False,False,False
Chronos-Small-A,SP500,cor,1824,0.004376283722726814,24,1776,23,23,1,False,False,False,False
Chronos-Small-A,STOXX,raw,1498,0.007594880403519612,24,1452,21,21,3,False,False,False,False
Chronos-Small-A,STOXX,cor,1498,0.007594880403519612,9,1481,7,7,2,False,False,False,False
Chronos-Small-A,TLT,raw,1631,0.00022621526840174017,21,1589,20,20,1,False,False,False,False
Chronos-Small-A,TLT,cor,1631,0.00022621526840174017,20,1591,19,19,1,False,False,False,False
Chronos-Small-A,USDJPY,raw,1888,0.0021122853365306126,33,1822,32,32,1,False,False,False,False
Chronos-Small-A,USDJPY,cor,1888,0.0021122853365306126,19,1849,19,19,0,False,True,False,True
Chronos-Small-A,WTI,raw,1772,0.0031963453886280566,30,1713,28,28,2,False,False,False,False
Chronos-Small-A,WTI,cor,1772,0.0031963453886280566,25,1723,23,23,2,False,False,False,False
Chronos-Mini-A,ASX200,raw,1833,0.0036376829439346975,42,1753,37,37,5,False,False,False,False
Chronos-Mini-A,ASX200,cor,1833,0.0036376829439346975,25,1787,20,20,5,False,False,False,False
Chronos-Mini-A,AUDUSD,raw,1395,0.002369239674408788,16,1363,15,15,1,False,False,False,False
Chronos-Mini-A,AUDUSD,cor,1395,0.002369239674408788,12,1370,12,12,0,False,True,False,True
Chronos-Mini-A,BOVESPA,raw,1794,0.0022556641781728073,30,1734,29,29,1,False,False,False,False
Chronos-Mini-A,BOVESPA,cor,1794,0.0022556641781728073,23,1748,22,22,1,False,False,False,False
Chronos-Mini-A,BTC,raw,1107,0.022660234281953892,17,1072,17,17,0,False,True,False,True
Chronos-Mini-A,BTC,cor,1107,0.022660234281953892,6,1094,6,6,0,False,True,False,True
Chronos-Mini-A,CBU0,raw,976,0.0012689598666917948,11,953,11,11,0,False,True,False,True
Chronos-Mini-A,CBU0,cor,976,0.0012689598666917948,6,963,6,6,0,False,True,False,True
Chronos-Mini-A,DJCI,raw,693,0.000602743654871573,23,647,22,22,1,False,False,False,False
Chronos-Mini-A,DJCI,cor,693,0.000602743654871573,19,655,18,18,1,False,False,False,False
Chronos-Mini-A,ETH,raw,762,0.02024381809564252,18,726,17,17,1,False,False,False,False
Chronos-Mini-A,ETH,cor,762,0.02024381809564252,6,749,6,6,0,False,True,False,True
Chronos-Mini-A,EURUSD,raw,1582,0.0010672704169671539,27,1527,27,27,0,False,True,False,True
Chronos-Mini-A,EURUSD,cor,1582,0.0010672704169671539,17,1547,17,17,0,False,True,False,True
Chronos-Mini-A,FCHI,raw,1856,0.005358854737111337,43,1774,38,38,5,False,False,False,False
Chronos-Mini-A,FCHI,cor,1856,0.005358854737111337,28,1802,25,25,3,False,False,False,False
Chronos-Mini-A,FTSE100,raw,1833,0.005442284773195825,36,1765,31,31,5,False,False,False,False
Chronos-Mini-A,FTSE100,cor,1833,0.005442284773195825,21,1792,19,19,2,False,False,False,False
Chronos-Mini-A,GBPUSD,raw,1585,0.0016382880850899905,28,1529,27,27,1,False,False,False,False
Chronos-Mini-A,GBPUSD,cor,1585,0.0016382880850899905,16,1553,15,15,1,False,False,False,False
Chronos-Mini-A,GDAXI,raw,1843,0.003594131286556477,49,1750,43,43,6,False,False,False,False
Chronos-Mini-A,GDAXI,cor,1843,0.003594131286556477,31,1785,26,26,5,False,False,False,False
Chronos-Mini-A,GOLD,raw,1770,0.005187211783346201,43,1684,42,42,1,False,False,False,False
Chronos-Mini-A,GOLD,cor,1770,0.005187211783346201,21,1728,20,20,1,False,False,False,False
Chronos-Mini-A,HSI,raw,1784,0.0044924925074615735,28,1729,26,26,2,False,False,False,False
Chronos-Mini-A,HSI,cor,1784,0.0044924925074615735,17,1750,16,16,1,False,False,False,False
Chronos-Mini-A,IBGL,raw,1226,0.0027616017295510054,11,1203,11,11,0,False,True,False,True
Chronos-Mini-A,IBGL,cor,1226,0.0027616017295510054,7,1211,7,7,0,False,True,False,True
Chronos-Mini-A,ICLN,raw,1185,0.007537019656501498,11,1162,11,11,0,False,True,False,True
Chronos-Mini-A,ICLN,cor,1185,0.007537019656501498,5,1174,5,5,0,False,True,False,True
Chronos-Mini-A,NATGAS,raw,1771,0.002352531582193812,24,1722,24,24,0,False,True,False,True
Chronos-Mini-A,NATGAS,cor,1771,0.002352531582193812,22,1726,22,22,0,False,True,False,True
Chronos-Mini-A,NIFTY,raw,1208,0.002554074102295519,9,1189,9,9,0,False,True,False,True
Chronos-Mini-A,NIFTY,cor,1208,0.002554074102295519,6,1195,6,6,0,False,True,False,True
Chronos-Mini-A,NIKKEI,raw,1772,0.005024469764742016,32,1709,30,30,2,False,False,False,False
Chronos-Mini-A,NIKKEI,cor,1772,0.005024469764742016,17,1739,15,15,2,False,False,False,False
Chronos-Mini-A,SP500,raw,1824,0.0046837198213113725,42,1742,39,39,3,False,False,False,False
Chronos-Mini-A,SP500,cor,1824,0.0046837198213113725,22,1780,21,21,1,False,False,False,False
Chronos-Mini-A,STOXX,raw,1498,0.006915300897225217,27,1446,24,24,3,False,False,False,False
Chronos-Mini-A,STOXX,cor,1498,0.006915300897225217,10,1479,8,8,2,False,False,False,False
Chronos-Mini-A,TLT,raw,1631,0.0005335758228173955,21,1590,19,19,2,False,False,False,False
Chronos-Mini-A,TLT,cor,1631,0.0005335758228173955,17,1598,15,15,2,False,False,False,False
Chronos-Mini-A,USDJPY,raw,1888,0.001989215099108982,35,1818,34,34,1,False,False,False,False
Chronos-Mini-A,USDJPY,cor,1888,0.001989215099108982,21,1846,20,20,1,False,False,False,False
Chronos-Mini-A,WTI,raw,1772,0.003732024682548997,30,1713,28,28,2,False,False,False,False
Chronos-Mini-A,WTI,cor,1772,0.003732024682548997,23,1727,21,21,2,False,False,False,False
TimesFM-2.5,ASX200,raw,1833,0.0030173106139521275,45,1747,40,40,5,False,False,False,False
TimesFM-2.5,ASX200,cor,1833,0.0030173106139521275,26,1783,23,23,3,False,False,False,False
TimesFM-2.5,AUDUSD,raw,1395,0.00125264971162466,16,1362,16,16,0,False,True,False,True
TimesFM-2.5,AUDUSD,cor,1395,0.00125264971162466,9,1376,9,9,0,False,True,False,True
TimesFM-2.5,BOVESPA,raw,1794,0.001406422295131337,34,1729,30,30,4,False,False,False,False
TimesFM-2.5,BOVESPA,cor,1794,0.001406422295131337,29,1739,25,25,4,False,False,False,False
TimesFM-2.5,BTC,raw,1107,0.01084113110710122,7,1092,7,7,0,False,True,False,True
TimesFM-2.5,BTC,cor,1107,0.01084113110710122,4,1098,4,4,0,False,True,False,True
TimesFM-2.5,CBU0,raw,976,0.0005288025792504975,10,955,10,10,0,False,True,False,True
TimesFM-2.5,CBU0,cor,976,0.0005288025792504975,7,961,7,7,0,False,True,False,True
TimesFM-2.5,DJCI,raw,693,-0.00014606111117307016,17,659,16,16,1,False,False,False,False
TimesFM-2.5,DJCI,cor,693,-0.00014606111117307016,17,659,16,16,1,False,False,False,False
TimesFM-2.5,ETH,raw,762,0.007864329986406501,7,747,7,7,0,False,True,False,True
TimesFM-2.5,ETH,cor,762,0.007864329986406501,6,749,6,6,0,False,True,False,True
TimesFM-2.5,EURUSD,raw,1582,0.00020206050815201222,22,1537,22,22,0,False,True,False,True
TimesFM-2.5,EURUSD,cor,1582,0.00020206050815201222,22,1537,22,22,0,False,True,False,True
TimesFM-2.5,FCHI,raw,1856,0.003789499406715524,29,1802,24,24,5,False,False,False,False
TimesFM-2.5,FCHI,cor,1856,0.003789499406715524,20,1818,17,17,3,False,False,False,False
TimesFM-2.5,FTSE100,raw,1833,0.0029150162635849172,29,1779,24,24,5,False,False,False,False
TimesFM-2.5,FTSE100,cor,1833,0.0029150162635849172,17,1800,15,15,2,False,False,False,False
TimesFM-2.5,GBPUSD,raw,1585,0.0007174227982401343,26,1533,25,25,1,False,False,False,False
TimesFM-2.5,GBPUSD,cor,1585,0.0007174227982401343,22,1541,21,21,1,False,False,False,False
TimesFM-2.5,GDAXI,raw,1843,0.0033285771536158554,35,1777,30,30,5,False,False,False,False
TimesFM-2.5,GDAXI,cor,1843,0.0033285771536158554,22,1802,18,18,4,False,False,False,False
TimesFM-2.5,GOLD,raw,1770,0.004476841542951925,38,1694,37,37,1,False,False,False,False
TimesFM-2.5,GOLD,cor,1770,0.004476841542951925,22,1726,21,21,1,False,False,False,False
TimesFM-2.5,HSI,raw,1784,0.0037844077598133893,21,1742,20,20,1,False,False,False,False
TimesFM-2.5,HSI,cor,1784,0.0037844077598133893,16,1752,15,15,1,False,False,False,False
TimesFM-2.5,IBGL,raw,1226,0.0016756609539582672,14,1198,13,13,1,False,False,False,False
TimesFM-2.5,IBGL,cor,1226,0.0016756609539582672,8,1210,7,7,1,False,False,False,False
TimesFM-2.5,ICLN,raw,1185,0.005714076754184394,8,1168,8,8,0,False,True,False,True
TimesFM-2.5,ICLN,cor,1185,0.005714076754184394,4,1176,4,4,0,False,True,False,True
TimesFM-2.5,NATGAS,raw,1771,-0.001606100079649446,17,1736,17,17,0,False,True,False,True
TimesFM-2.5,NATGAS,cor,1771,-0.001606100079649446,22,1727,21,21,1,False,False,False,False
TimesFM-2.5,NIFTY,raw,1208,0.0018181311819527278,14,1179,14,14,0,False,True,False,True
TimesFM-2.5,NIFTY,cor,1208,0.0018181311819527278,10,1187,10,10,0,False,True,False,True
TimesFM-2.5,NIKKEI,raw,1772,0.0032249850415792362,25,1723,23,23,2,False,False,False,False
TimesFM-2.5,NIKKEI,cor,1772,0.0032249850415792362,12,1748,11,11,1,False,False,False,False
TimesFM-2.5,SP500,raw,1824,0.0038626757775037605,35,1754,34,34,1,False,False,False,False
TimesFM-2.5,SP500,cor,1824,0.0038626757775037605,20,1784,19,19,1,False,False,False,False
TimesFM-2.5,STOXX,raw,1498,0.00453320671640323,18,1464,15,15,3,False,False,False,False
TimesFM-2.5,STOXX,cor,1498,0.00453320671640323,9,1480,8,8,1,False,False,False,False
TimesFM-2.5,TLT,raw,1631,-0.0001956285496963299,11,1608,11,11,0,False,True,False,True
TimesFM-2.5,TLT,cor,1631,-0.0001956285496963299,12,1606,12,12,0,False,True,False,True
TimesFM-2.5,USDJPY,raw,1888,0.0016330913189772922,29,1830,28,28,1,False,False,False,False
TimesFM-2.5,USDJPY,cor,1888,0.0016330913189772922,19,1850,18,18,1,False,False,False,False
TimesFM-2.5,WTI,raw,1772,0.002071789239251637,32,1710,29,29,3,False,False,False,False
TimesFM-2.5,WTI,cor,1772,0.002071789239251637,24,1726,21,21,3,False,False,False,False
Moirai-2.0,ASX200,raw,1833,0.003935408440419848,48,1742,42,42,6,False,False,False,False
Moirai-2.0,ASX200,cor,1833,0.003935408440419848,25,1786,21,21,4,False,False,False,False
Moirai-2.0,AUDUSD,raw,1395,0.0021283272991483686,15,1364,15,15,0,False,True,False,True
Moirai-2.0,AUDUSD,cor,1395,0.0021283272991483686,10,1374,10,10,0,False,True,False,True
Moirai-2.0,BOVESPA,raw,1794,0.0030704200601404663,32,1732,29,29,3,False,False,False,False
Moirai-2.0,BOVESPA,cor,1794,0.0030704200601404663,22,1752,19,19,3,False,False,False,False
Moirai-2.0,BTC,raw,1107,0.03086718346836146,15,1076,15,15,0,False,True,False,True
Moirai-2.0,BTC,cor,1107,0.03086718346836146,2,1102,2,2,0,False,True,False,True
Moirai-2.0,CBU0,raw,976,0.0007356667742894089,5,965,5,5,0,False,True,False,True
Moirai-2.0,CBU0,cor,976,0.0007356667742894089,5,965,5,5,0,False,True,False,True
Moirai-2.0,DJCI,raw,693,0.00040241421564874216,21,651,20,20,1,False,False,False,False
Moirai-2.0,DJCI,cor,693,0.00040241421564874216,19,655,18,18,1,False,False,False,False
Moirai-2.0,ETH,raw,762,0.028762700626101444,18,727,16,16,2,False,False,False,False
Moirai-2.0,ETH,cor,762,0.028762700626101444,6,749,6,6,0,False,True,False,True
Moirai-2.0,EURUSD,raw,1582,-0.0002587385426591985,19,1543,19,19,0,False,True,False,True
Moirai-2.0,EURUSD,cor,1582,-0.0002587385426591985,22,1537,22,22,0,False,True,False,True
Moirai-2.0,FCHI,raw,1856,0.004867359660431891,47,1765,43,43,4,False,False,False,False
Moirai-2.0,FCHI,cor,1856,0.004867359660431891,27,1804,24,24,3,False,False,False,False
Moirai-2.0,FTSE100,raw,1833,0.004528598507753327,36,1766,30,30,6,False,False,False,False
Moirai-2.0,FTSE100,cor,1833,0.004528598507753327,21,1792,19,19,2,False,False,False,False
Moirai-2.0,GBPUSD,raw,1585,0.0012567122513356677,25,1535,24,24,1,False,False,False,False
Moirai-2.0,GBPUSD,cor,1585,0.0012567122513356677,13,1559,12,12,1,False,False,False,False
Moirai-2.0,GDAXI,raw,1843,0.0042619928202240545,48,1751,43,43,5,False,False,False,False
Moirai-2.0,GDAXI,cor,1843,0.0042619928202240545,31,1784,27,27,4,False,False,False,False
Moirai-2.0,GOLD,raw,1770,0.005199167326491502,50,1670,49,49,1,False,False,False,False
Moirai-2.0,GOLD,cor,1770,0.005199167326491502,22,1726,21,21,1,False,False,False,False
Moirai-2.0,HSI,raw,1784,0.003456417211721595,27,1731,25,25,2,False,False,False,False
Moirai-2.0,HSI,cor,1784,0.003456417211721595,21,1743,19,19,2,False,False,False,False
Moirai-2.0,IBGL,raw,1226,0.0031602306653665015,9,1207,9,9,0,False,True,False,True
Moirai-2.0,IBGL,cor,1226,0.0031602306653665015,3,1219,3,3,0,False,True,False,True
Moirai-2.0,ICLN,raw,1185,0.006806847191972387,11,1162,11,11,0,False,True,False,True
Moirai-2.0,ICLN,cor,1185,0.006806847191972387,5,1174,5,5,0,False,True,False,True
Moirai-2.0,NATGAS,raw,1771,-0.0005185650753418841,27,1717,26,26,1,False,False,False,False
Moirai-2.0,NATGAS,cor,1771,-0.0005185650753418841,27,1717,26,26,1,False,False,False,False
Moirai-2.0,NIFTY,raw,1208,0.0021291334568381455,16,1175,16,16,0,False,True,False,True
Moirai-2.0,NIFTY,cor,1208,0.0021291334568381455,10,1187,10,10,0,False,True,False,True
Moirai-2.0,NIKKEI,raw,1772,0.004345238496157287,42,1690,39,39,3,False,False,False,False
Moirai-2.0,NIKKEI,cor,1772,0.004345238496157287,22,1729,20,20,2,False,False,False,False
Moirai-2.0,SP500,raw,1824,0.004562603474665597,40,1745,38,38,2,False,False,False,False
Moirai-2.0,SP500,cor,1824,0.004562603474665597,24,1777,22,22,2,False,False,False,False
Moirai-2.0,STOXX,raw,1498,0.007382639514707776,31,1437,29,29,2,False,False,False,False
Moirai-2.0,STOXX,cor,1498,0.007382639514707776,12,1474,11,11,1,False,False,False,False
Moirai-2.0,TLT,raw,1631,5.313815850511994e-06,16,1598,16,16,0,False,True,False,True
Moirai-2.0,TLT,cor,1631,5.313815850511994e-06,16,1598,16,16,0,False,True,False,True
