model,asset,panel,T,x,pi_hat,n11_obs,n11_exp,n11_var,z
Chronos-Mini,BTC,B,1107,1,0.0009033423667570009,0,0.0,0.0,
Chronos-Mini,ETH,B,762,3,0.003937007874015748,0,0.007874015748031496,0.00783270948933488,-0.08896931964299061
Chronos-Mini,EURUSD,B,1582,4,0.0025284450063211127,0,0.007585335018963338,0.007556584561780271,-0.08725935401265641
Chronos-Mini,GBPUSD,B,1585,8,0.005047318611987382,0,0.03533123028391167,0.0350197473747315,-0.18880011566666907
Chronos-Mini,USDJPY,B,1888,16,0.00847457627118644,0,0.1271186440677966,0.1251062433405235,-0.3593931208792568
Chronos-Mini,AUDUSD,B,1395,1,0.0007168458781362007,0,0.0,0.0,
TimesFM-2.5,SP500,B,1824,6,0.003289473684210526,1,0.016447368421052634,0.016357295372077016,7.69027476077747
TimesFM-2.5,STOXX,B,1498,0,0.0,0,0.0,0.0,
TimesFM-2.5,GDAXI,B,1843,5,0.0027129679869777536,2,0.010851871947911014,0.010804805057325501,19.136330261545762
TimesFM-2.5,FCHI,B,1856,8,0.004310344827586207,3,0.03017241379310345,0.02994518823054315,17.16199271760514
TimesFM-2.5,FTSE100,B,1833,7,0.0038188761593016913,2,0.02291325695581015,0.022763456701374887,13.104082486808412
TimesFM-2.5,ICLN,B,1185,4,0.0033755274261603376,0,0.010126582278481011,0.0100753517497629,-0.10088643764669127
TimesFM-2.5,NIKKEI,B,1772,4,0.002257336343115124,0,0.006772009029345372,0.00674909192371591,-0.08243181395506298
TimesFM-2.5,HSI,B,1784,2,0.0011210762331838565,0,0.0011210762331838565,0.0011198194212632467,-0.0335012605086404
TimesFM-2.5,BOVESPA,B,1794,11,0.006131549609810479,4,0.06131549609810479,0.06063364984495346,15.995371774864658
TimesFM-2.5,NIFTY,B,1208,2,0.0016556291390728477,0,0.0016556291390728477,0.0016528880312267004,-0.04072314811876841
TimesFM-2.5,ASX200,B,1833,14,0.007637752318603383,4,0.09929078014184398,0.0978870128794713,12.467547713638583
TimesFM-2.5,CBU0,B,976,73,0.07479508196721311,12,5.385245901639345,4.619630992495812,3.077585030608336
TimesFM-2.5,TLT,B,1631,48,0.029429797670141016,8,1.3832004904966277,1.3046068693249877,5.793061581289339
TimesFM-2.5,IBGL,B,1226,36,0.02936378466557912,6,1.0277324632952691,0.9698671258139974,5.04891859702233
TimesFM-2.5,DJCI,B,693,22,0.031746031746031744,8,0.6666666666666666,0.6268464996788696,9.262342231129088
TimesFM-2.5,GOLD,B,1770,7,0.0039548022598870055,1,0.023728813559322035,0.0235681675976946,6.359274368373589
TimesFM-2.5,WTI,B,1772,26,0.014672686230248307,13,0.36681715575620766,0.35653691692952594,21.157313900863095
TimesFM-2.5,NATGAS,B,1771,141,0.07961603613777526,42,11.146245059288537,9.453188653820146,10.035034346119334
TimesFM-2.5,BTC,B,1107,0,0.0,0,0.0,0.0,
TimesFM-2.5,ETH,B,762,0,0.0,0,0.0,0.0,
TimesFM-2.5,EURUSD,B,1582,0,0.0,0,0.0,0.0,
TimesFM-2.5,GBPUSD,B,1585,3,0.0018927444794952682,1,0.0037854889589905363,0.0037759386901084005,16.21214190358314
TimesFM-2.5,USDJPY,B,1888,3,0.0015889830508474577,0,0.0031779661016949155,0.0031712349067090986,-0.056433248924462893
TimesFM-2.5,AUDUSD,B,1395,1,0.0007168458781362007,0,0.0,0.0,
Moirai-2.0,SP500,B,1824,9,0.004934210526315789,1,0.039473684210526314,0.0391280886122689,4.85584651708714
Moirai-2.0,STOXX,B,1498,1,0.0006675567423230974,0,0.0,0.0,
Moirai-2.0,GDAXI,B,1843,6,0.0032555615843733042,2,0.016277807921866522,0.016189581476596205,15.590607601151978
Moirai-2.0,FCHI,B,1856,8,0.004310344827586207,3,0.03017241379310345,0.02994518823054315,17.16199271760514
Moirai-2.0,FTSE100,B,1833,11,0.006001091107474086,2,0.060010911074740866,0.059357735904409646,7.962704951073841
Moirai-2.0,ICLN,B,1185,1,0.0008438818565400844,0,0.0,0.0,
Moirai-2.0,NIKKEI,B,1772,5,0.0028216704288939053,2,0.011286681715575621,0.011235769200307152,18.76163909216245
Moirai-2.0,HSI,B,1784,4,0.002242152466367713,1,0.0067264573991031385,0.006703847472482007,12.131284986326962
Moirai-2.0,BOVESPA,B,1794,16,0.008918617614269788,12,0.13377926421404682,0.13155088661511333,32.716401789185326
Moirai-2.0,NIFTY,B,1208,2,0.0016556291390728477,0,0.0016556291390728477,0.0016528880312267004,-0.04072314811876841
Moirai-2.0,ASX200,B,1833,17,0.009274413529732678,9,0.14839061647572285,0.14581066016995586,23.180756360696343
Moirai-2.0,CBU0,B,976,112,0.11475409836065574,25,12.737704918032788,10.003836851135976,3.876934490313412
Moirai-2.0,TLT,B,1631,46,0.028203556100551808,9,1.2691600245248313,1.200071904868768,7.057047643182635
Moirai-2.0,IBGL,B,1226,57,0.0464926590538336,8,2.603588907014682,2.371080105064549,3.504547196533432
Moirai-2.0,DJCI,B,693,14,0.020202020202020204,5,0.26262626262626265,0.2528584732123005,9.42104097052085
Moirai-2.0,GOLD,B,1770,6,0.003389830508474576,2,0.01694915254237288,0.016853502880613797,15.275265247851074
Moirai-2.0,WTI,B,1772,21,0.011851015801354402,9,0.23702031602708803,0.23169867062286786,18.20497277595505
Moirai-2.0,NATGAS,B,1771,132,0.07453416149068323,31,9.763975155279503,8.372547878527921,7.339127031732123
Moirai-2.0,BTC,B,1107,0,0.0,0,0.0,0.0,
Moirai-2.0,ETH,B,762,2,0.0026246719160104987,0,0.0026246719160104987,0.002617783013343804,-0.051298917604257706
Moirai-2.0,EURUSD,B,1582,0,0.0,0,0.0,0.0,
Moirai-2.0,GBPUSD,B,1585,3,0.0018927444794952682,1,0.0037854889589905363,0.0037759386901084005,16.21214190358314
Moirai-2.0,USDJPY,B,1888,3,0.0015889830508474577,1,0.0031779661016949155,0.0031712349067090986,17.701229079306525
Moirai-2.0,AUDUSD,B,1395,1,0.0007168458781362007,0,0.0,0.0,
Moirai-1.1,SP500,A,1824,27,0.014802631578947368,1,0.3848684210526316,0.3739715290102765,1.0058859751794473
Moirai-1.1,STOXX,A,1498,8,0.0053404539385847796,0,0.03738317757009346,0.03703450223006937,-0.19425533621008026
Moirai-1.1,GDAXI,A,1843,23,0.012479652740097666,0,0.2745523602821487,0.26803502865680773,-0.5303094966927596
Moirai-1.1,FCHI,A,1856,27,0.014547413793103448,1,0.37823275862068967,0.36770712874005246,1.0253610407648286
Moirai-1.1,FTSE100,A,1833,17,0.009274413529732678,0,0.14839061647572285,0.14581066016995586,-0.3886080573256952
Moirai-1.1,ICLN,A,1185,6,0.005063291139240506,0,0.02531645569620253,0.025103175599890868,-0.15978594384390768
Moirai-1.1,NIKKEI,A,1772,12,0.006772009029345372,1,0.0744920993227991,0.07356986492853594,3.4121659996218847
Moirai-1.1,HSI,A,1784,8,0.004484304932735426,0,0.03139013452914798,0.0311442138657367,-0.17787073123227903
Moirai-1.1,BOVESPA,A,1794,18,0.010033444816053512,1,0.1705685618729097,0.16735035915713753,2.027529436185741
Moirai-1.1,NIFTY,A,1208,5,0.0041390728476821195,0,0.016556291390728478,0.016446783337421757,-0.12909891008218585
Moirai-1.1,ASX200,A,1833,29,0.015821058374249863,2,0.4429896344789962,0.42955558441645914,2.3756465092836656
Moirai-1.1,CBU0,A,976,3,0.0030737704918032786,0,0.006147540983606557,0.006122359063940629,-0.07856733722870916
Moirai-1.1,TLT,A,1631,12,0.007357449417535254,0,0.0809319435928878,0.07984362900420695,-0.28641768893593383
Moirai-1.1,IBGL,A,1226,9,0.00734094616639478,0,0.05872756933115824,0.05796333081532234,-0.24393008060986213
Moirai-1.1,DJCI,A,693,14,0.020202020202020204,0,0.26262626262626265,0.2528584732123005,-0.5222751923956124
Moirai-1.1,GOLD,A,1770,31,0.01751412429378531,0,0.5254237288135593,0.5077587465444733,-0.7373623788516951
Moirai-1.1,WTI,A,1772,32,0.01805869074492099,1,0.5598194130925508,0.5403979529929105,0.5987893087495272
Moirai-1.1,NATGAS,A,1771,27,0.015245623941276116,0,0.396386222473179,0.3848297470318012,-0.6389755394515111
Moirai-1.1,BTC,A,1107,6,0.005420054200542005,0,0.027100271002710025,0.02685590546442912,-0.16536886060040498
Moirai-1.1,ETH,A,762,10,0.013123359580052493,0,0.11811023622047245,0.11533489558437726,-0.34778205929818634
Moirai-1.1,EURUSD,A,1582,23,0.014538558786346398,0,0.3198482932996207,0.3110114672563211,-0.5735295996783504
Moirai-1.1,GBPUSD,A,1585,20,0.012618296529968454,0,0.2397476340694006,0.2340323997470551,-0.4955829278712239
Moirai-1.1,USDJPY,A,1888,19,0.010063559322033898,0,0.18114406779661016,0.17770560819545486,-0.4297081088440875
Moirai-1.1,AUDUSD,A,1395,8,0.005734767025089606,0,0.04014336917562724,0.039741363667470844,-0.20136891812825206
Lag-Llama,SP500,A,1824,19,0.010416666666666666,0,0.1875,0.18381659695556776,-0.4373296386016393
Lag-Llama,STOXX,A,1498,4,0.0026702269692923898,0,0.008010680907877168,0.007978616836775863,-0.08968207087530403
Lag-Llama,GDAXI,A,1843,18,0.009766684753119913,0,0.1660336408030385,0.16298392494124425,-0.4112668503683298
Lag-Llama,FCHI,A,1856,18,0.009698275862068966,0,0.1648706896551724,0.16186345455869341,-0.4097972616904368
Lag-Llama,FTSE100,A,1833,17,0.009274413529732678,1,0.14839061647572285,0.14581066016995586,2.23021021134342
Lag-Llama,ICLN,A,1185,6,0.005063291139240506,0,0.02531645569620253,0.025103175599890868,-0.15978594384390768
Lag-Llama,NIKKEI,A,1772,13,0.007336343115124154,0,0.08803611738148984,0.0868474576078071,-0.2987323987265047
Lag-Llama,HSI,A,1784,14,0.007847533632286996,0,0.10201793721973094,0.10053613199920462,-0.32174770055765733
Lag-Llama,BOVESPA,A,1794,18,0.010033444816053512,0,0.1705685618729097,0.16735035915713753,-0.41695161792529356
Lag-Llama,NIFTY,A,1208,14,0.011589403973509934,0,0.15066225165562913,0.14743564069542,-0.39237670241998035
Lag-Llama,ASX200,A,1833,27,0.014729950900163666,0,0.3829787234042553,0.37218820980466966,-0.6277595690481077
Lag-Llama,CBU0,A,976,12,0.012295081967213115,0,0.13524590163934427,0.13221295970892855,-0.3719521726265995
Lag-Llama,TLT,A,1631,18,0.011036174126302882,0,0.18761496014714898,0.18372311396817229,-0.4377090907663849
Lag-Llama,IBGL,A,1226,12,0.009787928221859706,0,0.10766721044045677,0.10574305827597838,-0.33109873967504616
Lag-Llama,DJCI,A,693,11,0.015873015873015872,0,0.15873015873015872,0.15417899122826179,-0.40424704192067995
Lag-Llama,GOLD,A,1770,21,0.011864406779661017,0,0.23728813559322032,0.23195448959862705,-0.4926910039628639
Lag-Llama,WTI,A,1772,21,0.011851015801354402,1,0.23702031602708803,0.23169867062286786,1.5850800613788787
Lag-Llama,NATGAS,A,1771,20,0.01129305477131564,0,0.21456804065499718,0.20998750613476028,-0.4682397805135958
Lag-Llama,BTC,A,1107,3,0.0027100271002710027,0,0.005420054200542005,0.00540047839600798,-0.07375432844245577
Lag-Llama,ETH,A,762,4,0.005249343832020997,0,0.015748031496062992,0.015624194191883784,-0.12598750070640977
Lag-Llama,EURUSD,A,1582,16,0.010113780025284451,0,0.15170670037926676,0.14884257255609282,-0.3932250521722227
Lag-Llama,GBPUSD,A,1585,18,0.011356466876971609,0,0.19305993690851736,0.18893950400722287,-0.44415113315983756
Lag-Llama,USDJPY,A,1888,19,0.010063559322033898,0,0.18114406779661016,0.17770560819545486,-0.4297081088440875
Lag-Llama,AUDUSD,A,1395,8,0.005734767025089606,0,0.04014336917562724,0.039741363667470844,-0.20136891812825206
GJR-GARCH,SP500,A,1902,27,0.014195583596214511,0,0.36908517350157727,0.3590608677904867,-0.6159458896844671
GJR-GARCH,STOXX,A,1577,19,0.012048192771084338,1,0.21686746987951805,0.21194348674743002,1.7010819129157437
GJR-GARCH,GDAXI,A,1922,32,0.01664932362122789,1,0.5161290322580645,0.4996097137666224,0.6845641131263631
GJR-GARCH,FCHI,A,1935,31,0.016020671834625324,0,0.48062015503875966,0.46582893809517323,-0.7041882060764617
GJR-GARCH,FTSE100,A,1911,20,0.010465724751439037,1,0.1988487702773417,0.19491331873959397,1.8146536456844182
GJR-GARCH,ICLN,A,1263,8,0.006334125098970704,0,0.04433887569279493,0.043848560063792216,-0.21174199876898012
GJR-GARCH,NIKKEI,A,1851,18,0.009724473257698542,1,0.16531604538087522,0.16229257719271878,2.071918826155182
GJR-GARCH,HSI,A,1862,15,0.008055853920515575,0,0.11278195488721805,0.11109190923031642,-0.3383751043978725
GJR-GARCH,BOVESPA,A,1873,41,0.02189001601708489,1,0.8756006406833956,0.8385913592877192,0.13584477914684695
GJR-GARCH,NIFTY,A,1287,13,0.010101010101010102,0,0.12121212121212122,0.11896142251012885,-0.3514333537967965
GJR-GARCH,ASX200,A,1912,34,0.01778242677824268,3,0.5868200836820084,0.5667333397194757,3.205533509755732
GJR-GARCH,CBU0,A,1055,1,0.0009478672985781991,0,0.0,0.0,
GJR-GARCH,TLT,A,1709,14,0.008191925102399064,0,0.10649502633118783,0.10488054770473725,-0.32883788929056174
GJR-GARCH,IBGL,A,1305,7,0.0053639846743295016,1,0.03218390804597701,0.031888531441211204,5.419704141295363
GJR-GARCH,DJCI,A,772,22,0.02849740932642487,9,0.5984455958549223,0.5663099565621744,11.164326923399809
GJR-GARCH,GOLD,A,1848,19,0.010281385281385282,1,0.18506493506493507,0.18147636515039958,1.9129911855990074
GJR-GARCH,WTI,A,1850,21,0.011351351351351352,2,0.22702702702702704,0.22214355498263527,3.7617095225201727
GJR-GARCH,NATGAS,A,1850,14,0.0075675675675675675,0,0.09837837837837837,0.09700024991298871,-0.31587352938669966
GJR-GARCH,BTC,A,1185,4,0.0033755274261603376,0,0.010126582278481011,0.0100753517497629,-0.10088643764669127
GJR-GARCH,ETH,A,841,5,0.005945303210463734,0,0.023781212841854936,0.02355539836965183,-0.15494899835328446
GJR-GARCH,EURUSD,A,1660,21,0.012650602409638554,0,0.2530120481927711,0.2469502839786782,-0.5091390846117375
GJR-GARCH,GBPUSD,A,1664,22,0.013221153846153846,0,0.2776442307692308,0.2706785233889372,-0.5336564394518111
GJR-GARCH,USDJPY,A,1966,27,0.013733468972533061,1,0.3570701932858596,0.34768589255917687,1.0903602881320436
GJR-GARCH,AUDUSD,A,1473,7,0.0047522063815342835,0,0.028513238289205704,0.028281345724862815,-0.16954949794654267
GARCH-N,SP500,A,1902,22,0.011566771819137749,1,0.24290220820189273,0.23756665256710569,1.553313942016066
GARCH-N,STOXX,A,1577,16,0.010145846544071021,1,0.1521876981610653,0.14930542033786712,2.1941278334684267
GARCH-N,GDAXI,A,1922,32,0.01664932362122789,3,0.5161290322580645,0.4996097137666224,3.5140957807153304
GARCH-N,FCHI,A,1935,33,0.017054263565891473,4,0.5457364341085271,0.527830899709648,4.754535194796828
GARCH-N,FTSE100,A,1911,27,0.0141287284144427,1,0.3673469387755102,0.3574165214755632,1.058225693540323
GARCH-N,ICLN,A,1263,10,0.00791765637371338,0,0.07125890736342043,0.07024655989855282,-0.26886026875992347
GARCH-N,NIKKEI,A,1851,24,0.012965964343598054,2,0.29821717990275526,0.2908501221788971,3.155509628957017
GARCH-N,HSI,A,1862,19,0.01020408163265306,1,0.18367346938775508,0.18013853711768402,1.9233600695547703
GARCH-N,BOVESPA,A,1873,23,0.012279765082754938,0,0.2701548318206087,0.26384402574851956,-0.525943518040919
GARCH-N,NIFTY,A,1287,12,0.009324009324009324,0,0.10256410256410256,0.10081768665331292,-0.3230182205249033
GARCH-N,ASX200,A,1912,35,0.018305439330543932,3,0.6223849372384938,0.6004410268658532,3.068360363276878
GARCH-N,CBU0,A,1055,9,0.008530805687203791,0,0.06824644549763034,0.06721486527880774,-0.2632372653994802
GARCH-N,TLT,A,1709,19,0.011117612638970159,0,0.20011702750146285,0.19592255082385357,-0.45210762336510846
GARCH-N,IBGL,A,1305,6,0.004597701149425287,1,0.022988505747126436,0.022812618794615103,6.4686268845513295
GARCH-N,DJCI,A,772,9,0.011658031088082901,1,0.09326424870466321,0.09134008559287571,3.000198796856737
GARCH-N,GOLD,A,1848,16,0.008658008658008658,1,0.12987012987012986,0.12776983877891632,2.43427648661932
GARCH-N,WTI,A,1850,25,0.013513513513513514,2,0.32432432432432434,0.3159617600732594,2.981073632435222
GARCH-N,NATGAS,A,1850,18,0.00972972972972973,0,0.1654054054054054,0.16237867482906876,-0.41047357295203596
GARCH-N,BTC,A,1185,4,0.0033755274261603376,0,0.010126582278481011,0.0100753517497629,-0.10088643764669127
GARCH-N,ETH,A,841,6,0.007134363852556481,0,0.0356718192627824,0.035248669603332033,-0.19000012817473289
GARCH-N,EURUSD,A,1660,14,0.008433734939759036,0,0.10963855421686747,0.10792753444768856,-0.3337314781212041
GARCH-N,GBPUSD,A,1664,14,0.008413461538461538,0,0.109375,0.10767218153374924,-0.3333237889351773
GARCH-N,USDJPY,A,1966,21,0.010681586978636826,0,0.21363173957273654,0.20930622758151182,-0.4669546470243279
GARCH-N,AUDUSD,A,1473,5,0.0033944331296673455,0,0.013577732518669382,0.013504065735157828,-0.1168409224799586
Hist-Sim,SP500,A,1902,26,0.013669821240799159,2,0.341745531019979,0.3328183944902437,2.8744020621782127
Hist-Sim,STOXX,A,1577,17,0.01077996195307546,5,0.17247939124920736,0.16899614798805954,11.743180427938794
Hist-Sim,GDAXI,A,1922,23,0.011966701352757543,4,0.26326742976066597,0.25727343852178175,7.367065683304423
Hist-Sim,FCHI,A,1935,25,0.012919896640826873,4,0.31007751937984496,0.30243141138490814,6.709710685182799
Hist-Sim,FTSE100,A,1911,20,0.010465724751439037,3,0.1988487702773417,0.19491331873959397,6.3447687559429715
Hist-Sim,ICLN,A,1263,11,0.00870942201108472,0,0.08709422011084719,0.08571997367737631,-0.2974735252147193
Hist-Sim,NIKKEI,A,1851,14,0.007563479200432199,2,0.09832522960561858,0.09694858737914881,6.107528496896778
Hist-Sim,HSI,A,1862,19,0.01020408163265306,2,0.18367346938775508,0.18013853711768402,4.279476154759364
Hist-Sim,BOVESPA,A,1873,17,0.009076348104644954,3,0.1452215696743193,0.14275041533389218,7.555856764765256
Hist-Sim,NIFTY,A,1287,7,0.005439005439005439,0,0.03263403263403264,0.03233034413362639,-0.18149538222911293
Hist-Sim,ASX200,A,1912,20,0.010460251046025104,4,0.19874476987447698,0.1948134241017519,8.61226908927255
Hist-Sim,CBU0,A,1055,8,0.007582938388625593,0,0.05308056872037915,0.052378186922172665,-0.2319318204313062
Hist-Sim,TLT,A,1709,20,0.011702750146284377,3,0.22235225277940318,0.2174342521463228,5.9568023402281325
Hist-Sim,IBGL,A,1305,11,0.00842911877394636,0,0.08429118773946359,0.08300382673451057,-0.2925722394109535
Hist-Sim,DJCI,A,772,15,0.019430051813471502,1,0.272020725388601,0.2622378654199371,1.421580032230642
Hist-Sim,GOLD,A,1848,22,0.011904761904761904,1,0.25,0.2443489442338928,1.5172461003816717
Hist-Sim,WTI,A,1850,21,0.011351351351351352,2,0.22702702702702704,0.22214355498263527,3.7617095225201727
Hist-Sim,NATGAS,A,1850,34,0.018378378378378378,2,0.6064864864864865,0.585036901711031,1.8218791025318015
Hist-Sim,BTC,A,1185,5,0.004219409282700422,0,0.016877637130801686,0.01676383962876512,-0.13035416035258462
Hist-Sim,ETH,A,841,13,0.015457788347205707,1,0.1854934601664685,0.1802346087138129,1.9185604242835914
Hist-Sim,EURUSD,A,1660,18,0.010843373493975903,0,0.18433734939759036,0.1805799716874426,-0.433789013128612
Hist-Sim,GBPUSD,A,1664,15,0.009014423076923076,1,0.12620192307692307,0.12408663328692575,2.480553417758477
Hist-Sim,USDJPY,A,1966,25,0.01271617497456765,0,0.3051881993896236,0.2977806198814021,-0.5592674222295458
Hist-Sim,AUDUSD,A,1473,9,0.006109979633401222,0,0.04887983706720978,0.04835015761435405,-0.2222955671995136
EWMA,SP500,A,1902,29,0.015247108307045216,2,0.42691903259726605,0.4144386507113886,2.443548430426222
EWMA,STOXX,A,1577,24,0.015218769816106531,2,0.35003170577045023,0.3398927868171532,2.8301185298143094
EWMA,GDAXI,A,1922,34,0.01768990634755463,1,0.5837669094693029,0.5638877672410975,0.5542941141766254
EWMA,FCHI,A,1935,36,0.018604651162790697,4,0.6511627906976745,0.6278135754087146,4.226478706988582
EWMA,FTSE100,A,1911,29,0.015175300889586603,3,0.42490842490842495,0.4125449041621874,4.009193933025215
EWMA,ICLN,A,1263,10,0.00791765637371338,0,0.07125890736342043,0.07024655989855282,-0.26886026875992347
EWMA,NIKKEI,A,1851,18,0.009724473257698542,1,0.16531604538087522,0.16229257719271878,2.071918826155182
EWMA,HSI,A,1862,16,0.008592910848549946,2,0.1288936627282492,0.12682477701865438,5.254076791596914
EWMA,BOVESPA,A,1873,20,0.010678056593699947,0,0.20288307528029897,0.1987867102597775,-0.4550426940635219
EWMA,NIFTY,A,1287,13,0.010101010101010102,0,0.12121212121212122,0.11896142251012885,-0.3514333537967965
EWMA,ASX200,A,1912,36,0.01882845188284519,2,0.6589958158995817,0.6350840254089498,1.6827303913699452
EWMA,CBU0,A,1055,12,0.011374407582938388,0,0.12511848341232226,0.12252175475940034,-0.3574496428688227
EWMA,TLT,A,1709,24,0.014043300175541252,0,0.3229959040374488,0.314358032121935,-0.5760825685622154
EWMA,IBGL,A,1305,5,0.0038314176245210726,0,0.01532567049808429,0.015231828099458172,-0.12417765923956953
EWMA,DJCI,A,772,10,0.012953367875647668,1,0.11658031088082903,0.11387621927645826,2.617884937466876
EWMA,GOLD,A,1848,17,0.0091991341991342,0,0.14718614718614717,0.14464781857324344,-0.3870000248630792
EWMA,WTI,A,1850,31,0.016756756756756756,2,0.5027027027027028,0.48652668747562994,2.146617704030988
EWMA,NATGAS,A,1850,21,0.011351351351351352,0,0.22702702702702704,0.22214355498263527,-0.4816823169080709
EWMA,BTC,A,1185,3,0.002531645569620253,0,0.0050632911392405056,0.0050462070787339166,-0.07127715649674873
EWMA,ETH,A,841,6,0.007134363852556481,0,0.0356718192627824,0.035248669603332033,-0.19000012817473289
EWMA,EURUSD,A,1660,19,0.01144578313253012,0,0.20602409638554217,0.20157899599881038,-0.45887603716900005
EWMA,GBPUSD,A,1664,18,0.010817307692307692,0,0.18389423076923078,0.18015485208129112,-0.43325653573461637
EWMA,USDJPY,A,1966,19,0.009664292980671414,0,0.17395727365208544,0.1707856702330429,-0.42093678367994136
EWMA,AUDUSD,A,1473,8,0.005431093007467753,0,0.03801765105227427,0.037657052021744165,-0.19591248845390768
