asset,model,obj,orig_pihat,orig_p,orig_n,comm_pihat,comm_p,comm_n
ETH,CAViaR-SAV,0.0017471996182906457,0.00546448087431694,0.1314052773851011,915,0.006561679790026247,0.30882264594452036,762
ETH,CAViaR-AS,0.0017440913695569778,0.00546448087431694,0.1314052773851011,915,0.006561679790026247,0.30882264594452036,762
EURUSD,CAViaR-SAV,0.0002048441104765826,0.005187319884726225,0.02645696501138639,1735,0.005689001264222503,0.06075153823831625,1582
EURUSD,CAViaR-AS,0.0002027882868274627,0.004034582132564841,0.00453860624159419,1735,0.004424778761061947,0.012248976641544118,1582
GBPUSD,CAViaR-SAV,0.00018771076477444327,0.011500862564692352,0.5389783123724143,1739,0.011356466876971609,0.5952442973866977,1585
GBPUSD,CAViaR-AS,0.00018584495932927526,0.013801035077630822,0.13198340061127511,1739,0.0138801261829653,0.1425192636728606,1585
USDJPY,CAViaR-SAV,0.00022959501705010381,0.007349338559529643,0.20658067974344752,2041,0.007944915254237288,0.35193722152098006,1888
USDJPY,CAViaR-AS,0.00022949603130138568,0.007349338559529643,0.20658067974344752,2041,0.007944915254237288,0.35193722152098006,1888
AUDUSD,CAViaR-SAV,0.00024145140828281343,0.006459948320413436,0.13445518552115432,1548,0.007168458781362007,0.2629043730509417,1395
AUDUSD,CAViaR-AS,0.00024075786561049737,0.0071059431524547806,0.22745519841914807,1548,0.007885304659498209,0.409778348917024,1395
