model,symbol,n_cal,n_test,q_order,q_level,q_plain,viol_order,pi_order,viol_level,pi_level,viol_plain,pi_plain
Chronos-Small,NATGAS,4131,1771,0.07054923311252861,0.07055489991097416,0.06928190492380078,50,0.028232636928289104,50,0.028232636928289104,54,0.030491247882552232
Chronos-Small,NIFTY,2818,1208,0.0242198267630135,0.024230195330634915,0.024166769992928123,8,0.006622516556291391,8,0.006622516556291391,8,0.006622516556291391
Chronos-Small,NIKKEI,4134,1772,0.038378394714549076,0.03838028601206469,0.03786842137566552,14,0.007900677200902935,14,0.007900677200902935,14,0.007900677200902935
Chronos-Small,SP500,4254,1824,0.03116672240790403,0.031168383224078458,0.030834904016704374,24,0.013157894736842105,24,0.013157894736842105,26,0.01425438596491228
Chronos-Small,STOXX,3495,1498,0.034435598743315726,0.03443963372573419,0.03423423383537691,7,0.004672897196261682,7,0.004672897196261682,7,0.004672897196261682
Chronos-Small,TLT,3803,1631,0.019462675096885023,0.01946335453571321,0.01943273587264937,29,0.017780502759043533,29,0.017780502759043533,30,0.018393623543838136
Chronos-Small,USDJPY,4403,1888,0.016733083111953113,0.01673452245129548,0.01654467360859822,14,0.007415254237288136,14,0.007415254237288136,15,0.007944915254237288
Chronos-Small,WTI,4132,1772,0.05519727078867386,0.05519818478754958,0.05493645670313345,45,0.025395033860045147,45,0.025395033860045147,45,0.025395033860045147
Chronos-Mini,ASX200,4276,1833,0.025212723744431523,0.025217393818014074,0.02504537274849309,19,0.010365521003818877,19,0.010365521003818877,20,0.010911074740861976
Chronos-Mini,AUDUSD,3252,1395,0.022505440541051823,0.02250844068279939,0.021886995801188143,1,0.0007168458781362007,1,0.0007168458781362007,1,0.0007168458781362007
Chronos-Mini,BOVESPA,4186,1794,0.043729029913938094,0.04372956820347888,0.042485063807700556,8,0.004459308807134894,8,0.004459308807134894,9,0.005016722408026756
Chronos-Mini,BTC,2581,1107,0.1093308046365461,0.10934243141542543,0.10811152590532448,1,0.0009033423667570009,1,0.0009033423667570009,1,0.0009033423667570009
Chronos-Mini,CBU0,2277,976,0.008317245147305714,0.008317780445040423,0.008191296093535343,29,0.02971311475409836,29,0.02971311475409836,31,0.031762295081967214
Chronos-Mini,DJCI,1617,693,0.019775894804161705,0.01978280422190663,0.01917754886988478,19,0.027417027417027416,19,0.027417027417027416,19,0.027417027417027416
Chronos-Mini,ETH,1776,762,0.1312263188759762,0.13123653515490025,0.12827076772057877,3,0.003937007874015748,3,0.003937007874015748,3,0.003937007874015748
Chronos-Mini,EURUSD,3689,1582,0.01622539326522643,0.016225754428852986,0.015936599324018565,4,0.0025284450063211127,4,0.0025284450063211127,4,0.0025284450063211127
Chronos-Mini,FCHI,4330,1856,0.0378795796003128,0.037884325133345845,0.03733456858722773,16,0.008620689655172414,16,0.008620689655172414,16,0.008620689655172414
Chronos-Mini,FTSE100,4275,1833,0.030749208822588116,0.030749516373986888,0.030627412804709507,21,0.011456628477905073,21,0.011456628477905073,21,0.011456628477905073
Chronos-Mini,GBPUSD,3698,1585,0.015332036362671955,0.015332334245930392,0.015043326834443538,8,0.005047318611987382,8,0.005047318611987382,9,0.0056782334384858045
Chronos-Mini,GDAXI,4299,1843,0.0411064567169019,0.04110726886513909,0.041022124863114684,9,0.0048833423765599565,9,0.0048833423765599565,9,0.0048833423765599565
Chronos-Mini,GOLD,4127,1770,0.03167960736979117,0.03168264447185117,0.03166706475246946,14,0.007909604519774011,14,0.007909604519774011,14,0.007909604519774011
Chronos-Mini,HSI,4160,1784,0.03768070967099364,0.037681761794334655,0.03729270754522808,13,0.0072869955156950675,13,0.0072869955156950675,13,0.0072869955156950675
Chronos-Mini,IBGL,2860,1226,0.019918195424019333,0.01991831576195195,0.019792742893156204,11,0.00897226753670473,11,0.00897226753670473,11,0.00897226753670473
Chronos-Mini,ICLN,2762,1185,0.042703255140236755,0.042708971433628215,0.04205005378617409,8,0.006751054852320675,8,0.006751054852320675,8,0.006751054852320675
Chronos-Mini,NATGAS,4131,1771,0.07638513391380006,0.0763851958593443,0.07597413515784573,48,0.02710333145115754,48,0.02710333145115754,49,0.02766798418972332
Chronos-Mini,NIFTY,2818,1208,0.02596414856642934,0.025964721080823653,0.025757301442191356,5,0.0041390728476821195,5,0.0041390728476821195,6,0.004966887417218543
Chronos-Mini,NIKKEI,4134,1772,0.039270611287087094,0.039272574131150595,0.039003303422478146,15,0.008465011286681716,15,0.008465011286681716,15,0.008465011286681716
Chronos-Mini,SP500,4254,1824,0.03242629503592577,0.032426303603497075,0.03158341412972625,18,0.009868421052631578,18,0.009868421052631578,19,0.010416666666666666
Chronos-Mini,STOXX,3495,1498,0.03590803355319631,0.03590852259431899,0.03540205928987861,7,0.004672897196261682,7,0.004672897196261682,8,0.0053404539385847796
Chronos-Mini,TLT,3803,1631,0.020034603633416286,0.020037373296774696,0.019850725353535045,32,0.019619865113427344,32,0.019619865113427344,33,0.02023298589822195
Chronos-Mini,USDJPY,4403,1888,0.016922191158423323,0.016923592544301817,0.016902358889531024,16,0.00847457627118644,16,0.00847457627118644,16,0.00847457627118644
Chronos-Mini,WTI,4132,1772,0.05598975664497916,0.0559900569428376,0.0559436635290098,42,0.023702031602708805,42,0.023702031602708805,43,0.024266365688487584
Chronos-Small-A,ASX200,4276,1833,0.003928045956061381,0.003929539514416337,0.00291792220726897,23,0.012547735951991271,23,0.012547735951991271,26,0.014184397163120567
Chronos-Small-A,AUDUSD,3252,1395,0.002202476019464862,0.002204828263541459,0.0014750847813623557,12,0.008602150537634409,12,0.008602150537634409,12,0.008602150537634409
Chronos-Small-A,BOVESPA,4186,1794,0.002256770343486446,0.0022605744186334933,0.0020097374798036765,23,0.01282051282051282,23,0.01282051282051282,24,0.013377926421404682
Chronos-Small-A,BTC,2581,1107,0.02023728220757834,0.020257256058389933,0.016346645223328092,5,0.004516711833785004,5,0.004516711833785004,7,0.006323396567299007
Chronos-Small-A,CBU0,2277,976,0.0011229652315889963,0.0011232428609811338,0.0008884029802616449,5,0.005122950819672131,5,0.005122950819672131,6,0.006147540983606557
Chronos-Small-A,DJCI,1617,693,0.0007077704538422727,0.0007095040787563735,-0.00017603293569541618,22,0.031746031746031744,22,0.031746031746031744,23,0.03318903318903319
Chronos-Small-A,ETH,1776,762,0.015726286480425566,0.015748310110559424,0.015202689303975548,10,0.013123359580052493,10,0.013123359580052493,10,0.013123359580052493
Chronos-Small-A,EURUSD,3689,1582,0.0005695504559574995,0.0005752275034304232,0.0005142563845204371,20,0.012642225031605562,20,0.012642225031605562,21,0.01327433628318584
Chronos-Small-A,FCHI,4330,1856,0.004542802842089515,0.0045430141885445295,0.0043147206867959025,25,0.013469827586206896,25,0.013469827586206896,28,0.015086206896551725
Chronos-Small-A,FTSE100,4275,1833,0.004264169817605721,0.004268386236288382,0.003958565135804175,27,0.014729950900163666,27,0.014729950900163666,28,0.015275504637206765
Chronos-Small-A,GBPUSD,3698,1585,0.0016823974568943509,0.0016830582008799972,0.0014901883951569704,15,0.00946372239747634,15,0.00946372239747634,16,0.010094637223974764
Chronos-Small-A,GDAXI,4299,1843,0.0042798331146247474,0.004281133471542757,0.004266321644615777,31,0.016820401519262073,31,0.016820401519262073,31,0.016820401519262073
Chronos-Small-A,GOLD,4127,1770,0.004610988736879526,0.004615255122978896,0.004346683949653356,24,0.013559322033898305,24,0.013559322033898305,24,0.013559322033898305
Chronos-Small-A,HSI,4160,1784,0.004217457142443752,0.004218212252384248,0.0038455733110963337,16,0.008968609865470852,16,0.008968609865470852,17,0.00952914798206278
Chronos-Small-A,IBGL,2860,1226,0.002121651412262525,0.0021220951144775768,0.0019528362673078207,7,0.005709624796084829,7,0.005709624796084829,7,0.005709624796084829
Chronos-Small-A,ICLN,2762,1185,0.005070286053296666,0.005076802941981745,0.004524598478113852,5,0.004219409282700422,5,0.004219409282700422,6,0.005063291139240506
Chronos-Small-A,NATGAS,4131,1771,0.0025786759016061256,0.0025876043769435817,0.001654412591074913,23,0.012987012987012988,23,0.012987012987012988,23,0.012987012987012988
Chronos-Small-A,NIFTY,2818,1208,0.0031626527081828754,0.0031628433389839987,0.0030422973134009916,5,0.0041390728476821195,5,0.0041390728476821195,5,0.0041390728476821195
Chronos-Small-A,NIKKEI,4134,1772,0.00496687532776496,0.004969600497483708,0.004592506310146027,18,0.010158013544018058,18,0.010158013544018058,18,0.010158013544018058
Chronos-Small-A,SP500,4254,1824,0.004417977048685195,0.004418106875459495,0.004323666634965249,24,0.013157894736842105,24,0.013157894736842105,24,0.013157894736842105
Chronos-Small-A,STOXX,3495,1498,0.0076296602056412435,0.0076317453113782605,0.007013933643674294,9,0.006008010680907877,9,0.006008010680907877,10,0.006675567423230975
Chronos-Small-A,TLT,3803,1631,0.00028199200610543734,0.0002844996481410012,0.00026001869016390345,20,0.012262415695892091,20,0.012262415695892091,20,0.012262415695892091
Chronos-Small-A,USDJPY,4403,1888,0.002161995364732175,0.002163468539237052,0.002133409528215339,19,0.010063559322033898,19,0.010063559322033898,19,0.010063559322033898
Chronos-Small-A,WTI,4132,1772,0.003306327445819761,0.003308726609907752,0.003117029541709158,25,0.014108352144469526,25,0.014108352144469526,25,0.014108352144469526
Chronos-Mini-A,ASX200,4276,1833,0.00369385037619906,0.0036938991686432028,0.0031329577872491353,25,0.013638843426077468,25,0.013638843426077468,26,0.014184397163120567
Chronos-Mini-A,AUDUSD,3252,1395,0.002408375559608003,0.0024085892417310545,0.001711224814751639,12,0.008602150537634409,12,0.008602150537634409,12,0.008602150537634409
Chronos-Mini-A,BOVESPA,4186,1794,0.0023306449827380574,0.0023319769873751525,0.0018822217786188915,23,0.01282051282051282,23,0.01282051282051282,24,0.013377926421404682
Chronos-Mini-A,BTC,2581,1107,0.022874767550770267,0.022907301979478063,0.02217592476382416,6,0.005420054200542005,6,0.005420054200542005,6,0.005420054200542005
Chronos-Mini-A,CBU0,2277,976,0.0012894010838274197,0.0012901661748373292,0.0010555046800487888,6,0.006147540983606557,6,0.006147540983606557,6,0.006147540983606557
Chronos-Mini-A,DJCI,1617,693,0.0006463804798583321,0.0006497427034345163,0.00039376513161726865,18,0.025974025974025976,18,0.025974025974025976,21,0.030303030303030304
Chronos-Mini-A,ETH,1776,762,0.020456312048467318,0.020494830791845484,0.0190179705728263,6,0.007874015748031496,6,0.007874015748031496,6,0.007874015748031496
Chronos-Mini-A,EURUSD,3689,1582,0.0010950363016419447,0.0010968882019802464,0.0007929025679674232,17,0.010745891276864728,17,0.010745891276864728,18,0.011378002528445006
Chronos-Mini-A,FCHI,4330,1856,0.005412269057161686,0.005414366413409197,0.005039816374556849,28,0.015086206896551725,28,0.015086206896551725,29,0.015625
Chronos-Mini-A,FTSE100,4275,1833,0.005511091891365637,0.005511758550032983,0.0052573623195214855,21,0.011456628477905073,21,0.011456628477905073,21,0.011456628477905073
Chronos-Mini-A,GBPUSD,3698,1585,0.0016598234618218754,0.0016614899458099754,0.0014059505723062072,16,0.010094637223974764,16,0.010094637223974764,17,0.010725552050473186
Chronos-Mini-A,GDAXI,4299,1843,0.0036512578794293017,0.003652141760445226,0.0036430959934473685,31,0.016820401519262073,31,0.016820401519262073,31,0.016820401519262073
Chronos-Mini-A,GOLD,4127,1770,0.005242787688057814,0.005246366623815858,0.004996774537140248,21,0.011864406779661017,21,0.011864406779661017,21,0.011864406779661017
Chronos-Mini-A,HSI,4160,1784,0.0045442612729026804,0.004546596203756867,0.0038245141130460224,17,0.00952914798206278,17,0.00952914798206278,17,0.00952914798206278
Chronos-Mini-A,IBGL,2860,1226,0.0027972307345473235,0.0027986374349225937,0.002683284889771475,7,0.005709624796084829,7,0.005709624796084829,7,0.005709624796084829
Chronos-Mini-A,ICLN,2762,1185,0.007634057949207851,0.007646027984429076,0.005959542485027462,5,0.004219409282700422,5,0.004219409282700422,6,0.005063291139240506
Chronos-Mini-A,NATGAS,4131,1771,0.0025174212810886443,0.0025201527059229025,0.0014906804688109086,22,0.012422360248447204,22,0.012422360248447204,22,0.012422360248447204
Chronos-Mini-A,NIFTY,2818,1208,0.002600803318125674,0.002600828813780552,0.0023867243733108274,6,0.004966887417218543,6,0.004966887417218543,6,0.004966887417218543
Chronos-Mini-A,NIKKEI,4134,1772,0.005103324922145817,0.005104560030474863,0.004974298375143749,17,0.009593679458239277,17,0.009593679458239277,17,0.009593679458239277
Chronos-Mini-A,SP500,4254,1824,0.004726154531223981,0.004728370496920573,0.004383120750782025,22,0.01206140350877193,22,0.01206140350877193,24,0.013157894736842105
Chronos-Mini-A,STOXX,3495,1498,0.006962149156996743,0.006964180524388806,0.006787639888931289,10,0.006675567423230975,10,0.006675567423230975,11,0.007343124165554072
Chronos-Mini-A,TLT,3803,1631,0.0005640364465074495,0.0005648064124200558,0.00044953404896879605,17,0.010423053341508276,17,0.010423053341508276,18,0.011036174126302882
Chronos-Mini-A,USDJPY,4403,1888,0.002023125573204382,0.0020232579929260557,0.0017653204678667721,21,0.011122881355932203,21,0.011122881355932203,22,0.011652542372881356
Chronos-Mini-A,WTI,4132,1772,0.0038051929808025423,0.0038108118099022437,0.0036396798371547447,24,0.013544018058690745,24,0.013544018058690745,24,0.013544018058690745
TimesFM-2.5,ASX200,4276,1833,0.0030173106139521275,0.0030184890784383167,0.0027845573491279566,26,0.014184397163120567,26,0.014184397163120567,30,0.016366612111292964
TimesFM-2.5,AUDUSD,3252,1395,0.00125264971162466,0.001258675353255748,0.0010714875219539877,9,0.0064516129032258064,9,0.0064516129032258064,9,0.0064516129032258064
TimesFM-2.5,BOVESPA,4186,1794,0.001406422295131337,0.0014093257233100487,0.0011654941036539348,29,0.016164994425863992,29,0.016164994425863992,29,0.016164994425863992
TimesFM-2.5,BTC,2581,1107,0.01084113110710122,0.010846389550563162,0.009958720091228921,4,0.0036133694670280035,4,0.0036133694670280035,4,0.0036133694670280035
TimesFM-2.5,CBU0,2277,976,0.0005288025792504975,0.0005290080733622267,0.00030776237769842305,7,0.007172131147540984,7,0.007172131147540984,8,0.00819672131147541
TimesFM-2.5,DJCI,1617,693,-0.00014606111117307016,-0.00014593409284740076,-0.00042744649667741426,17,0.024531024531024532,17,0.024531024531024532,18,0.025974025974025976
TimesFM-2.5,ETH,1776,762,0.007864329986406501,0.007867987768973359,0.002491519982363674,6,0.007874015748031496,6,0.007874015748031496,6,0.007874015748031496
TimesFM-2.5,EURUSD,3689,1582,0.00020206050815201222,0.00020330311090130236,-0.00010387045893582307,22,0.01390644753476612,22,0.01390644753476612,23,0.014538558786346398
TimesFM-2.5,FCHI,4330,1856,0.003789499406715524,0.0037911842920901446,0.003408962870209211,20,0.010775862068965518,20,0.010775862068965518,20,0.010775862068965518
TimesFM-2.5,FTSE100,4275,1833,0.0029150162635849172,0.002916753200245893,0.002861665663638005,17,0.009274413529732678,17,0.009274413529732678,17,0.009274413529732678
TimesFM-2.5,GBPUSD,3698,1585,0.0007174227982401343,0.0007192611488859297,0.0006986557557227089,22,0.0138801261829653,22,0.0138801261829653,23,0.014511041009463722
TimesFM-2.5,GDAXI,4299,1843,0.0033285771536158554,0.0033287250966053047,0.002956500015742823,22,0.011937059142702116,22,0.011937059142702116,22,0.011937059142702116
TimesFM-2.5,GOLD,4127,1770,0.004476841542951925,0.004486837520189438,0.0042837918929436065,22,0.012429378531073447,22,0.012429378531073447,22,0.012429378531073447
TimesFM-2.5,HSI,4160,1784,0.0037844077598133893,0.0037854516497408237,0.003472237854113981,16,0.008968609865470852,16,0.008968609865470852,16,0.008968609865470852
TimesFM-2.5,IBGL,2860,1226,0.0016756609539582672,0.001676385438701259,0.001647679926634826,8,0.0065252854812398045,8,0.0065252854812398045,8,0.0065252854812398045
TimesFM-2.5,ICLN,2762,1185,0.005714076754184394,0.005715980367107016,0.005176996019967359,4,0.0033755274261603376,4,0.0033755274261603376,4,0.0033755274261603376
TimesFM-2.5,NATGAS,4131,1771,-0.001606100079649446,-0.0016040698144569603,-0.0019027445403834698,22,0.012422360248447204,22,0.012422360248447204,22,0.012422360248447204
TimesFM-2.5,NIFTY,2818,1208,0.0018181311819527278,0.0018192263627660544,0.0014507043862277019,10,0.008278145695364239,10,0.008278145695364239,10,0.008278145695364239
TimesFM-2.5,NIKKEI,4134,1772,0.0032249850415792362,0.0032257390980944475,0.003047863724531122,12,0.006772009029345372,12,0.006772009029345372,12,0.006772009029345372
TimesFM-2.5,SP500,4254,1824,0.0038626757775037605,0.003862965291080999,0.003354850427362206,20,0.010964912280701754,20,0.010964912280701754,21,0.011513157894736841
TimesFM-2.5,STOXX,3495,1498,0.00453320671640323,0.004534870133849093,0.004049619875299291,9,0.006008010680907877,9,0.006008010680907877,10,0.006675567423230975
TimesFM-2.5,TLT,3803,1631,-0.0001956285496963299,-0.00019405190217740122,-0.00031144298052633926,12,0.007357449417535254,12,0.007357449417535254,12,0.007357449417535254
TimesFM-2.5,USDJPY,4403,1888,0.0016330913189772922,0.0016332298860668064,0.0014979756537980627,19,0.010063559322033898,19,0.010063559322033898,21,0.011122881355932203
TimesFM-2.5,WTI,4132,1772,0.002071789239251637,0.002074280993096852,0.001976913778905427,24,0.013544018058690745,24,0.013544018058690745,24,0.013544018058690745
Moirai-2.0,ASX200,4276,1833,0.003935408440419848,0.0039365802466282945,0.0036027798833919034,25,0.013638843426077468,25,0.013638843426077468,29,0.015821058374249863
Moirai-2.0,AUDUSD,3252,1395,0.0021283272991483686,0.002129667397580242,0.0018973718725943476,10,0.007168458781362007,10,0.007168458781362007,10,0.007168458781362007
Moirai-2.0,BOVESPA,4186,1794,0.0030704200601404663,0.003073285757187903,0.002920256347294432,22,0.012263099219620958,22,0.012263099219620958,23,0.01282051282051282
Moirai-2.0,BTC,2581,1107,0.03086718346836146,0.03088297721661778,0.02811399747037159,2,0.0018066847335140017,2,0.0018066847335140017,2,0.0018066847335140017
Moirai-2.0,CBU0,2277,976,0.0007356667742894089,0.0007357702830505882,0.0006241637501369044,5,0.005122950819672131,5,0.005122950819672131,5,0.005122950819672131
Moirai-2.0,DJCI,1617,693,0.00040241421564874216,0.0004024757260837597,0.000396918689826601,19,0.027417027417027416,19,0.027417027417027416,19,0.027417027417027416
Moirai-2.0,ETH,1776,762,0.028762700626101444,0.02879019917644583,0.027628008782935913,6,0.007874015748031496,6,0.007874015748031496,6,0.007874015748031496
Moirai-2.0,EURUSD,3689,1582,-0.0002587385426591985,-0.0002584733870125891,-0.0005519139537473548,22,0.01390644753476612,22,0.01390644753476612,23,0.014538558786346398
Moirai-2.0,FCHI,4330,1856,0.004867359660431891,0.004867385780073942,0.00453116719777338,27,0.014547413793103448,27,0.014547413793103448,29,0.015625
Moirai-2.0,FTSE100,4275,1833,0.004528598507753327,0.004539548754322407,0.004330919363892676,21,0.011456628477905073,21,0.011456628477905073,21,0.011456628477905073
Moirai-2.0,GBPUSD,3698,1585,0.0012567122513356677,0.0012568162790782768,0.001128954364748873,13,0.008201892744479496,13,0.008201892744479496,13,0.008201892744479496
Moirai-2.0,GDAXI,4299,1843,0.0042619928202240545,0.004262135806030574,0.0036211547035636814,31,0.016820401519262073,31,0.016820401519262073,33,0.017905588714053174
Moirai-2.0,GOLD,4127,1770,0.005199167326491502,0.0052032599760113265,0.004996940038007297,22,0.012429378531073447,22,0.012429378531073447,22,0.012429378531073447
Moirai-2.0,HSI,4160,1784,0.003456417211721595,0.0034568462837658953,0.0034063947125083983,21,0.011771300448430493,21,0.011771300448430493,21,0.011771300448430493
Moirai-2.0,IBGL,2860,1226,0.0031602306653665015,0.0031610001112603275,0.003095721368232233,3,0.0024469820554649264,3,0.0024469820554649264,3,0.0024469820554649264
Moirai-2.0,ICLN,2762,1185,0.006806847191972387,0.00681001858677353,0.006129315227132443,5,0.004219409282700422,5,0.004219409282700422,5,0.004219409282700422
Moirai-2.0,NATGAS,4131,1771,-0.0005185650753418841,-0.0005178608433596813,-0.001194208381179513,27,0.015245623941276116,27,0.015245623941276116,27,0.015245623941276116
Moirai-2.0,NIFTY,2818,1208,0.0021291334568381455,0.002133813646604999,0.001962651018757734,10,0.008278145695364239,10,0.008278145695364239,11,0.009105960264900662
Moirai-2.0,NIKKEI,4134,1772,0.004345238496157287,0.004345742067470657,0.00428401070624979,22,0.012415349887133182,22,0.012415349887133182,22,0.012415349887133182
Moirai-2.0,SP500,4254,1824,0.004562603474665597,0.0045644559528320305,0.004175751980799088,24,0.013157894736842105,24,0.013157894736842105,24,0.013157894736842105
Moirai-2.0,STOXX,3495,1498,0.007382639514707776,0.007383959997783818,0.006953364034059257,12,0.00801068090787717,12,0.00801068090787717,12,0.00801068090787717
Moirai-2.0,TLT,3803,1631,5.313815850511994e-06,7.111861653791487e-06,-4.213683632475523e-05,16,0.009809932556713672,16,0.009809932556713672,17,0.010423053341508276
Moirai-2.0,USDJPY,4403,1888,0.0019161959271668007,0.001916976857283794,0.001695746049306161,24,0.012711864406779662,24,0.012711864406779662,24,0.012711864406779662
Moirai-2.0,WTI,4132,1772,0.0022702965364315986,0.002272529660238059,0.00192271584768689,29,0.01636568848758465,29,0.01636568848758465,29,0.01636568848758465
Moirai-1.1,ASX200,4276,1833,0.0019394000908385736,0.0019396903125673678,0.001566463802174416,29,0.015821058374249863,29,0.015821058374249863,31,0.01691216584833606
Moirai-1.1,AUDUSD,3252,1395,0.0006695114135569936,0.0006696614788067438,0.00044815252338754706,8,0.005734767025089606,8,0.005734767025089606,9,0.0064516129032258064
Moirai-1.1,BOVESPA,4186,1794,0.0029007167219524572,0.0029010856626122006,0.0026504510147980255,18,0.010033444816053512,18,0.010033444816053512,18,0.010033444816053512
Moirai-1.1,BTC,2581,1107,0.022927631213099223,0.02294044845156309,0.021112132534905972,6,0.005420054200542005,6,0.005420054200542005,7,0.006323396567299007
Moirai-1.1,CBU0,2277,976,0.0017071349745451945,0.0017097236407695045,0.0013851102657890825,3,0.0030737704918032786,3,0.0030737704918032786,4,0.004098360655737705
Moirai-1.1,DJCI,1617,693,0.0013349086311602379,0.0013377737397266935,0.0010587373048165912,14,0.020202020202020204,14,0.020202020202020204,14,0.020202020202020204
Moirai-1.1,ETH,1776,762,0.016029722725735635,0.016034680741521066,0.013991793170512634,10,0.013123359580052493,10,0.013123359580052493,10,0.013123359580052493
Moirai-1.1,EURUSD,3689,1582,-0.00016161325282183954,-0.000159673814127241,-0.0004097793026167735,23,0.014538558786346398,23,0.014538558786346398,24,0.015170670037926675
Moirai-1.1,FCHI,4330,1856,0.0032134817070712737,0.0032151019848796944,0.003206095459014186,27,0.014547413793103448,27,0.014547413793103448,27,0.014547413793103448
Moirai-1.1,FTSE100,4275,1833,0.0034951155195795877,0.0034966548914009505,0.0032625828345389804,17,0.009274413529732678,17,0.009274413529732678,17,0.009274413529732678
Moirai-1.1,GBPUSD,3698,1585,0.0005476772828920534,0.0005480990395350381,0.0003535309596167582,20,0.012618296529968454,20,0.012618296529968454,20,0.012618296529968454
Moirai-1.1,GDAXI,4299,1843,0.003247047533000473,0.003248501145421858,0.003123943154721331,23,0.012479652740097666,23,0.012479652740097666,25,0.013564839934888768
Moirai-1.1,GOLD,4127,1770,0.004428363482144128,0.004428399589429442,0.0039995470591457204,31,0.01751412429378531,31,0.01751412429378531,31,0.01751412429378531
Moirai-1.1,HSI,4160,1784,0.004184682313436862,0.004184936773532427,0.004013793533248316,8,0.004484304932735426,8,0.004484304932735426,8,0.004484304932735426
Moirai-1.1,IBGL,2860,1226,0.0021507646889076214,0.002151968769057703,0.0020708239290092604,9,0.00734094616639478,9,0.00734094616639478,9,0.00734094616639478
Moirai-1.1,ICLN,2762,1185,0.004277296057696868,0.004277631497058987,0.0033312908532805476,6,0.005063291139240506,6,0.005063291139240506,6,0.005063291139240506
Moirai-1.1,NATGAS,4131,1771,0.0012214511354535773,0.001222503769148792,0.0008147335360946162,27,0.015245623941276116,27,0.015245623941276116,27,0.015245623941276116
Moirai-1.1,NIFTY,2818,1208,0.0016620239980940192,0.0016629052713635082,0.001343120035225081,5,0.0041390728476821195,5,0.0041390728476821195,5,0.0041390728476821195
Moirai-1.1,NIKKEI,4134,1772,0.006097342994932836,0.006098531049872109,0.005978204067334501,12,0.006772009029345372,12,0.006772009029345372,12,0.006772009029345372
Moirai-1.1,SP500,4254,1824,0.003502250784425242,0.003503217840649443,0.003133094166355744,27,0.014802631578947368,27,0.014802631578947368,28,0.015350877192982455
Moirai-1.1,STOXX,3495,1498,0.005542742937445628,0.005549536295463377,0.0053323299336102935,8,0.0053404539385847796,8,0.0053404539385847796,8,0.0053404539385847796
Moirai-1.1,TLT,3803,1631,0.0003764811378797108,0.0003765535990123181,0.00026411147630008545,12,0.007357449417535254,12,0.007357449417535254,12,0.007357449417535254
Moirai-1.1,USDJPY,4403,1888,0.0011393032347210598,0.0011402371491670467,0.0010259352941218115,19,0.010063559322033898,19,0.010063559322033898,20,0.01059322033898305
Moirai-1.1,WTI,4132,1772,0.001093754438919091,0.0010938937912829342,0.0007289854837187762,32,0.01805869074492099,32,0.01805869074492099,32,0.01805869074492099
