model,symbol,p_dq_raw,p_dq_cp
Chronos-Mini,NIKKEI,0.0,7.054575373366523e-09
Chronos-Mini,SP500,0.0,6.00664714766855e-13
Chronos-Mini,STOXX,0.0,0.005363614510690957
Chronos-Mini,TLT,0.0,2.3517233978114163e-15
Chronos-Mini,USDJPY,0.0,0.0001704310609067706
Chronos-Mini,WTI,0.0,4.4748799056287236e-29
TimesFM-2.5,ASX200,3.6373244004622196e-36,2.0155050062909173e-18
TimesFM-2.5,AUDUSD,0.7653245008285898,0.8545220064564033
TimesFM-2.5,BOVESPA,8.5634872627379e-25,1.6209401484961828e-24
TimesFM-2.5,BTC,0.8696582134122784,0.4972974434119569
TimesFM-2.5,CBU0,2.762212122422779e-07,8.491224777719093e-11
TimesFM-2.5,DJCI,2.8255371730038943e-08,2.8255371730038943e-08
TimesFM-2.5,ETH,0.9994377356234713,0.9978148704748157
TimesFM-2.5,EURUSD,0.1784504063958312,0.17845040639582666
TimesFM-2.5,FCHI,4.328512019801006e-22,3.503319035896616e-17
TimesFM-2.5,FTSE100,4.6242119578047766e-26,6.38671479643973e-14
TimesFM-2.5,GBPUSD,2.3272365492593544e-08,0.0023128595592544284
TimesFM-2.5,GDAXI,1.2292044805743127e-23,2.6834209356892995e-19
TimesFM-2.5,GOLD,4.935172610973705e-07,0.1950205605922454
TimesFM-2.5,HSI,1.0104244064116354e-12,1.247652760869794e-08
TimesFM-2.5,IBGL,0.018513156711616793,0.010956192763016546
TimesFM-2.5,ICLN,0.5282241156099863,0.3698103187176977
TimesFM-2.5,NATGAS,0.5560536246626546,0.32253219410091855
TimesFM-2.5,NIFTY,0.01660037662382361,0.09064659947342553
TimesFM-2.5,NIKKEI,0.005265104860746116,0.1505462942644299
TimesFM-2.5,SP500,0.00018769509453234347,0.0007410550858000293
TimesFM-2.5,STOXX,1.3865521928990111e-11,1.0751478890674855e-05
TimesFM-2.5,TLT,0.13438574753304333,0.20780860271190243
TimesFM-2.5,USDJPY,0.00030796355240355933,7.34300772593458e-07
TimesFM-2.5,WTI,5.464947767921562e-07,5.297265638945638e-06
Moirai-2.0,ASX200,2.993761662048002e-32,3.078120869884003e-22
Moirai-2.0,AUDUSD,0.9909860075805219,0.9627690870797955
Moirai-2.0,BOVESPA,2.6863132609461988e-20,3.4312464574684316e-25
Moirai-2.0,BTC,0.00026450052319303315,0.2572489288903048
Moirai-2.0,CBU0,0.0009237023954940224,0.0009237023954940205
Moirai-2.0,DJCI,1.2966674620053952e-08,2.2733067780134497e-06
Moirai-2.0,ETH,4.880672209400728e-12,0.9723356139846505
Moirai-2.0,EURUSD,0.2635784657038236,0.003639138630287136
Moirai-2.0,FCHI,1.3657733009899044e-21,1.7495797682184536e-09
Moirai-2.0,FTSE100,6.869982186639316e-31,5.2616282398689075e-11
Moirai-2.0,GBPUSD,7.171322158914365e-07,0.025533771325821793
Moirai-2.0,GDAXI,1.0878375603314193e-22,1.918262765900017e-12
Moirai-2.0,GOLD,1.0697260575058709e-13,0.47810104133687126
Moirai-2.0,HSI,1.1692007042726899e-11,4.9050543784393415e-12
Moirai-2.0,IBGL,0.7766006584473493,0.29737144952444855
Moirai-2.0,ICLN,0.9259441886179195,0.5403678927439608
Moirai-2.0,NATGAS,0.17859856372628127,0.17859856372628147
Moirai-2.0,NIFTY,0.4128808315275017,0.9941615646599397
Moirai-2.0,NIKKEI,5.481183007495098e-15,4.221178752611628e-05
Moirai-2.0,SP500,3.979715156227308e-28,1.1639729716386628e-09
Moirai-2.0,STOXX,0.00015155506101748148,0.0010905226584216028
Moirai-2.0,TLT,0.5370676131998877,0.5370676131998873
Moirai-2.0,USDJPY,7.725187614681505e-11,9.81544914380542e-08
Moirai-2.0,WTI,0.0014080596227574295,0.00601552672471328
Moirai-1.1,ASX200,1.7380023586094432e-20,1.1173753441140033e-23
Moirai-1.1,AUDUSD,0.5221119408131147,0.5670212390191176
Moirai-1.1,BOVESPA,1.2880519153011599e-11,4.4516512937825056e-14
Moirai-1.1,BTC,5.192959476623746e-08,0.8370305259313069
Moirai-1.1,CBU0,0.056329836475904636,0.552981614077168
Moirai-1.1,DJCI,1.5375679981168908e-06,0.021037081958566076
Moirai-1.1,ETH,1.1655176037374827e-05,0.9181102717015764
Moirai-1.1,EURUSD,0.06570855863008339,0.010208712990604357
Moirai-1.1,FCHI,2.2084651685665556e-14,2.3690368427979503e-16
Moirai-1.1,FTSE100,3.464366318058599e-11,8.439960907788772e-10
Moirai-1.1,GBPUSD,0.03432963816211615,0.037489163236663944
Moirai-1.1,GDAXI,1.8267494212595635e-09,4.280686795816466e-06
Moirai-1.1,GOLD,1.558871574746343e-33,3.52413444833462e-07
Moirai-1.1,HSI,0.01434372601483708,0.00509446320326615
Moirai-1.1,IBGL,0.003565444484891281,0.011913799670440988
Moirai-1.1,ICLN,0.5349571089559677,0.3583722321671452
Moirai-1.1,NATGAS,0.026770426403724706,0.026770426403725612
Moirai-1.1,NIFTY,0.9508902173127519,0.6492742416824155
Moirai-1.1,NIKKEI,0.0077705094134416204,0.009830307703733124
Moirai-1.1,SP500,2.619923038834684e-30,7.277669944123498e-26
Moirai-1.1,STOXX,0.00038345106709911363,0.016010376520984925
Moirai-1.1,TLT,2.0263577107346778e-13,1.8267241517578354e-14
Moirai-1.1,USDJPY,0.0002618364746563915,0.289183799398747
Moirai-1.1,WTI,6.373791457187754e-05,0.00015864967712004766
Lag-Llama,ASX200,4.3506218396668773e-63,1.638879330698291e-08
Lag-Llama,AUDUSD,2.0069020709205238e-10,0.6851912118199641
Lag-Llama,BOVESPA,1.0175316274956574e-21,0.18765795824576487
Lag-Llama,BTC,1.8073572654026366e-05,0.35157060992827127
Lag-Llama,CBU0,3.4940053331404217e-23,0.0002603697279270674
Lag-Llama,DJCI,4.278660301919389e-23,1.1051185670620466e-18
Lag-Llama,ETH,1.2041471364260036e-27,0.9237490994001194
Lag-Llama,EURUSD,1.4134313763780005e-28,1.51099941635238e-05
Lag-Llama,FCHI,1.2811591959594018e-22,1.3675536489160203e-16
Lag-Llama,FTSE100,8.994485046379688e-50,3.091240904539112e-19
Lag-Llama,GBPUSD,1.4886806137971432e-29,0.1313973130305902
Lag-Llama,GDAXI,3.651412499616792e-40,4.048295420858137e-08
Lag-Llama,GOLD,9.811947193842894e-51,0.02897700994299812
Lag-Llama,HSI,1.5500960592172284e-18,1.4198533491667986e-05
Lag-Llama,IBGL,1.1200150955051722e-26,0.023307471029648072
Lag-Llama,ICLN,0.00015391440012244305,0.6963424082006022
Lag-Llama,NATGAS,5.813496448200933e-15,0.7971827825182701
Lag-Llama,NIFTY,1.3792233980010124e-15,0.9465444160219287
Lag-Llama,NIKKEI,1.7992602783725695e-49,0.9320242565701641
Lag-Llama,SP500,1.5215483114552686e-34,0.00012247876463762042
Lag-Llama,STOXX,1.198151037544981e-19,0.22941876030196715
Lag-Llama,TLT,9.80963175515128e-23,2.4658746470002283e-05
Lag-Llama,USDJPY,2.0101306167983025e-27,0.001608758956003502
Lag-Llama,WTI,6.319216001468009e-15,0.00011968147353034473
GJR-GARCH,ASX200,7.170644740199131e-19,1.2612184428712508e-06
GJR-GARCH,AUDUSD,0.31105211519299886,0.48257516027024594
GJR-GARCH,BOVESPA,0.0008724540109247633,0.6809145037962394
GJR-GARCH,BTC,4.448989443428878e-08,0.4966402314155841
GJR-GARCH,CBU0,0.005811619512435393,0.025980903047124436
GJR-GARCH,DJCI,0.00017962931475040255,0.9602207311823873
GJR-GARCH,ETH,0.11405555984024156,0.9907761423524557
GJR-GARCH,EURUSD,0.08571546134293381,0.24693569545824343
GJR-GARCH,FCHI,3.620466545447216e-07,0.2328925915966653
GJR-GARCH,FTSE100,9.455223550592701e-15,0.004795602084574229
GJR-GARCH,GBPUSD,6.058755927076107e-08,0.2901205169159816
GJR-GARCH,GDAXI,1.4563896551165375e-13,0.07805374057438874
GJR-GARCH,GOLD,5.073071714268047e-09,0.6231796961319906
GJR-GARCH,HSI,0.0003434106510409599,0.26370910191237396
GJR-GARCH,IBGL,0.0187146767605378,0.25026645903925915
GJR-GARCH,ICLN,0.8403088656417306,0.47907623344212147
GJR-GARCH,NATGAS,0.18449280863232528,0.40988634906429666
GJR-GARCH,NIFTY,0.012115935429772514,0.3706577176016147
GJR-GARCH,NIKKEI,1.9226493216491318e-10,0.6011034788697858
GJR-GARCH,SP500,1.564829476439348e-06,0.15364899930320433
GJR-GARCH,STOXX,4.392499809806464e-11,0.0072503466549180915
GJR-GARCH,TLT,0.00016617550562553522,7.645331594607222e-05
GJR-GARCH,USDJPY,0.00039405043528796513,0.9796517227588984
GJR-GARCH,WTI,1.164095090703042e-08,0.00035233680087623715
GJR-GARCH-t,ASX200,5.019941420495924e-15,3.379379649448638e-07
GJR-GARCH-t,AUDUSD,0.39054202410749744,0.7187895572943788
GJR-GARCH-t,BOVESPA,0.11394504302055276,0.5953376640448254
GJR-GARCH-t,BTC,0.0845670328242237,0.6646015185138854
GJR-GARCH-t,CBU0,0.02053352422167995,2.84017168618548e-05
GJR-GARCH-t,DJCI,0.00654655460246892,0.6650876546097213
GJR-GARCH-t,ETH,0.9912177046875448,0.8843248370139349
GJR-GARCH-t,EURUSD,0.15845534090996502,0.20841746118256996
GJR-GARCH-t,FCHI,0.011663347412249857,0.9343513338645284
GJR-GARCH-t,FTSE100,0.0071730185900847065,0.4130067238608436
GJR-GARCH-t,GBPUSD,8.416161118937479e-09,0.12432901290481309
GJR-GARCH-t,GDAXI,0.0007059672074521057,0.12707648406381047
GJR-GARCH-t,GOLD,0.008371270187427983,0.6058448187321075
GJR-GARCH-t,HSI,0.2693006938511345,0.9587119832664273
GJR-GARCH-t,IBGL,0.00830443257298391,0.0049906522870305815
GJR-GARCH-t,ICLN,0.34800256449487266,0.34800256449486516
GJR-GARCH-t,NATGAS,0.6097207501262569,0.6097207501262569
GJR-GARCH-t,NIFTY,0.39480805666091184,0.27246207612490764
GJR-GARCH-t,NIKKEI,0.015221707707955855,0.6523945339405837
GJR-GARCH-t,SP500,0.0002007270165711012,0.0746907604878991
GJR-GARCH-t,STOXX,0.0009577709601362508,0.007211922164986825
GJR-GARCH-t,TLT,0.03174545901799105,0.06304403794309771
GJR-GARCH-t,USDJPY,0.4522211334894023,0.887796294042988
GJR-GARCH-t,WTI,1.2156923301141209e-05,0.010770008165057451
GARCH-N,ASX200,3.038601893715329e-20,3.25160512686492e-09
GARCH-N,AUDUSD,0.27307507861481706,0.35963161034912616
GARCH-N,BOVESPA,0.025851703005358908,0.5483774032355695
GARCH-N,BTC,5.4837068775663875e-08,0.44496407946643757
GARCH-N,CBU0,0.08741023489741756,0.08211890679446533
GARCH-N,DJCI,0.0015633308579330193,0.12256192386504978
GARCH-N,ETH,0.00024511503296840954,0.9861684664182682
GARCH-N,EURUSD,0.2303494046680971,0.199862865133615
GARCH-N,FCHI,2.358797289866762e-23,1.7831397189055641e-12
GARCH-N,FTSE100,2.473386540596775e-15,1.0380060900564689e-05
GARCH-N,GBPUSD,8.44009282652138e-08,0.3134981365547908
GARCH-N,GDAXI,2.0521950041140096e-13,1.3003743165454288e-05
GARCH-N,GOLD,2.793625175872445e-06,0.08834780013809791
GARCH-N,HSI,1.3905629744724073e-14,0.05557455381643913
GARCH-N,IBGL,0.023041865971887884,0.001070786352341987
GARCH-N,ICLN,0.7203277819880258,0.6502448341980058
GARCH-N,NATGAS,0.2825125660772991,0.26513354046333804
GARCH-N,NIFTY,0.004480668210861951,0.9661966353252015
GARCH-N,NIKKEI,1.8177581365478816e-23,0.003273103301638115
GARCH-N,SP500,1.7462266182729487e-05,0.6313178095678458
GARCH-N,STOXX,4.628232002934311e-09,0.10540746387464935
GARCH-N,TLT,0.01660341385413846,0.12082818094703575
GARCH-N,USDJPY,0.009484001675293514,0.005413447557427692
GARCH-N,WTI,7.818054136848695e-08,0.010640890219532208
Hist-Sim,ASX200,3.177619804870794e-30,2.2113083711891473e-23
Hist-Sim,AUDUSD,0.833133491909993,0.5911725016338645
Hist-Sim,BOVESPA,1.2525876885060367e-31,1.1156809068691784e-25
Hist-Sim,BTC,0.05481390233395436,0.5652154829070741
Hist-Sim,CBU0,2.9342503548113124e-14,0.001746834109480285
Hist-Sim,DJCI,1.2532162992678312e-16,5.845961381042928e-12
Hist-Sim,ETH,1.3593099022473394e-09,0.08295075393119616
Hist-Sim,EURUSD,5.303185014420599e-05,0.18396247741328667
Hist-Sim,FCHI,5.06406971215671e-38,2.577683396179211e-23
Hist-Sim,FTSE100,1.1952721932872333e-34,3.547612965302213e-15
Hist-Sim,GBPUSD,1.0143327139847975e-11,0.007641966580032413
Hist-Sim,GDAXI,1.2186115168845375e-36,1.8246843827225417e-25
Hist-Sim,GOLD,1.737411354406885e-07,0.13890094791664295
Hist-Sim,HSI,2.2142967724127932e-11,1.2662128578815323e-10
Hist-Sim,IBGL,0.17615756874569127,0.20318234023202766
Hist-Sim,ICLN,0.03627051132605954,0.036270511326059185
Hist-Sim,NATGAS,1.7942009275235438e-10,1.6405057136251108e-06
Hist-Sim,NIFTY,2.2152306031290536e-08,0.7565058909138572
Hist-Sim,NIKKEI,1.3229154799136866e-21,5.777894975555765e-11
Hist-Sim,SP500,1.9888337041292905e-31,2.0010000705244507e-29
Hist-Sim,STOXX,1.771051959808255e-29,7.786529898476402e-32
Hist-Sim,TLT,9.445504323556244e-30,5.6017633542355376e-33
Hist-Sim,USDJPY,2.005683824478906e-14,0.24675998394439605
Hist-Sim,WTI,1.1929302801174821e-09,3.7771695399806766e-10
EWMA,ASX200,3.0945506981815816e-25,3.0866601048228207e-06
EWMA,AUDUSD,8.231705527323456e-05,0.7691953747510528
EWMA,BOVESPA,8.650907326134112e-06,0.002409427677058097
EWMA,BTC,1.9073189704665088e-07,0.3065825274082093
EWMA,CBU0,0.024315298487092935,0.9399298464518354
EWMA,DJCI,0.010717408475983863,0.12210675333104924
EWMA,ETH,3.254086543934792e-07,0.9854855404267144
EWMA,EURUSD,0.0003404315824868036,0.39007625064924395
EWMA,FCHI,2.2805346866776378e-24,2.4464727658091166e-10
EWMA,FTSE100,1.4536914710012425e-15,5.959110141946683e-10
EWMA,GBPUSD,0.00046289933049325105,0.4873728678704162
EWMA,GDAXI,1.0521684155513807e-18,0.00016129490577489186
EWMA,GOLD,6.090034716488563e-11,0.5673797318829585
EWMA,HSI,2.9348247450582222e-08,0.000519767628699378
EWMA,IBGL,0.059506853140121795,0.5189899045604118
EWMA,ICLN,0.10210992435184321,0.6598948073769924
EWMA,NATGAS,0.12554171266999484,0.10358576521537134
EWMA,NIFTY,0.2124080457305639,0.910574533045463
EWMA,NIKKEI,1.045783394011229e-08,0.07786109063541356
EWMA,SP500,3.485564974009339e-12,3.585205336978337e-05
EWMA,STOXX,2.0871859347304544e-19,1.622672555137423e-06
EWMA,TLT,0.20750465457617456,0.23785664022177314
EWMA,USDJPY,0.00016520902951014003,0.30404026768701387
EWMA,WTI,1.0090239361654195e-08,0.003262524251880274
Chronos-Small-A,ASX200,6.467904166451133e-30,2.2832896119669235e-30
Chronos-Small-A,AUDUSD,0.4213220667702467,0.9899606179461987
Chronos-Small-A,BOVESPA,2.4763372743838596e-21,7.769904243105043e-22
Chronos-Small-A,BTC,0.021630205190910957,0.7578168082210796
Chronos-Small-A,CBU0,2.1281491095587558e-16,0.8742492275842826
Chronos-Small-A,DJCI,8.384744205484555e-14,9.981794082056167e-11
Chronos-Small-A,ETH,4.5853801805918065e-06,0.09219474823000016
Chronos-Small-A,EURUSD,0.002505118505098833,0.0034060441173088853
Chronos-Small-A,FCHI,2.6234422515395476e-25,2.946493994156276e-20
Chronos-Small-A,FTSE100,1.7889352330576808e-30,1.8292945272428834e-18
Chronos-Small-A,GBPUSD,1.814352431868464e-06,0.04713575425730346
Chronos-Small-A,GDAXI,1.6687807216730138e-30,8.322772828480014e-18
Chronos-Small-A,GOLD,1.653829284260731e-09,0.005153661628371365
Chronos-Small-A,HSI,1.4428304225745917e-09,2.9611508032076217e-08
Chronos-Small-A,IBGL,0.11298713774940522,0.0132263978102381
Chronos-Small-A,ICLN,0.9957034430131335,0.6218850694304192
Chronos-Small-A,NATGAS,0.511416002703063,0.5114160027030623
Chronos-Small-A,NIFTY,0.9467122658821385,0.647589717348559
Chronos-Small-A,NIKKEI,1.256917732818519e-06,3.0413303580314495e-07
Chronos-Small-A,SP500,6.8597256777664e-15,0.004024519891326323
Chronos-Small-A,STOXX,1.7257941399183117e-09,2.626829856807706e-14
Chronos-Small-A,TLT,0.0026086869795981546,0.001618064208967343
Chronos-Small-A,USDJPY,1.912217595271175e-08,0.2694229312474478
Chronos-Small-A,WTI,0.004446918648099269,0.010996378383459139
Chronos-Mini-A,ASX200,5.858392973374971e-31,1.1343033527093878e-32
Chronos-Mini-A,AUDUSD,0.41661044086080634,0.9956056737545859
Chronos-Mini-A,BOVESPA,1.5047123394092734e-21,1.8470423704620204e-18
Chronos-Mini-A,BTC,0.027500046189597352,0.8686556280421449
Chronos-Mini-A,CBU0,8.833508142844302e-15,0.00637300947330285
Chronos-Mini-A,DJCI,1.3887091409032154e-13,6.863642729018975e-12
Chronos-Mini-A,ETH,0.0002985562052040997,0.9638709394951336
Chronos-Mini-A,EURUSD,0.0031607308685085134,0.23509958991025243
Chronos-Mini-A,FCHI,3.952614478282006e-28,1.1049166400238434e-18
Chronos-Mini-A,FTSE100,1.2080537945395286e-31,2.1615976765923658e-12
Chronos-Mini-A,GBPUSD,2.2232061736856245e-06,0.14379024958941353
Chronos-Mini-A,GDAXI,2.4640830503386588e-27,1.311984543505074e-22
Chronos-Mini-A,GOLD,3.5330405661895364e-13,0.29700663382223175
Chronos-Mini-A,HSI,3.2122531026418533e-09,1.5021984561349154e-07
Chronos-Mini-A,IBGL,0.12161857789707524,0.01323782416577934
Chronos-Mini-A,ICLN,0.9975725781576982,0.5453652186217144
Chronos-Mini-A,NATGAS,0.45591409074502787,0.5187987488104802
Chronos-Mini-A,NIFTY,0.09660264275480401,0.793173448785704
Chronos-Mini-A,NIKKEI,3.514293146659947e-08,7.716535903448409e-05
Chronos-Mini-A,SP500,5.575443517239671e-20,0.0007113563695484734
Chronos-Mini-A,STOXX,7.200588443640817e-12,6.240859422815856e-13
Chronos-Mini-A,TLT,8.240693669917175e-06,5.447773938407278e-08
Chronos-Mini-A,USDJPY,4.11845660244329e-11,0.001526824933661859
Chronos-Mini-A,WTI,0.00441484081377378,0.00926777393171135
