model,asset,w,k,is_max,n,mean_shift,sd_shift,pi_hat
Chronos-Small,ICLN,250,249,0,3447,0.04456876912628886,0.024713193731041565,0.008703220191470844
Chronos-Small,ICLN,500,496,0,3447,0.04078567159243296,0.014378968906919684,0.009573542210617928
Chronos-Small,NATGAS,125,125,1,5402,0.09214856989860432,0.04875286603271292,0.011847463902258423
Chronos-Small,NATGAS,250,249,0,5402,0.08790828012699808,0.030073916824620947,0.009070714550166606
Chronos-Small,NATGAS,500,496,0,5402,0.07830824879188099,0.02103877394614557,0.011662347278785635
Chronos-Small,NIFTY,125,125,1,3526,0.031207905518951203,0.0239563967378887,0.011344299489506523
Chronos-Small,NIFTY,250,249,0,3526,0.028700945076626024,0.016201013738807515,0.00935904707884288
Chronos-Small,NIFTY,500,496,0,3526,0.026449985044862435,0.01073655905312123,0.008224617129892229
Chronos-Small,NIKKEI,125,125,1,5406,0.0436780548285798,0.025532299342090538,0.009064002959674435
Chronos-Small,NIKKEI,250,249,0,5406,0.041815131879077816,0.01844232948389407,0.009618941916389198
Chronos-Small,NIKKEI,500,496,0,5406,0.03665592767208608,0.010248370284065226,0.011838697743248243
Chronos-Small,SP500,125,125,1,5578,0.031897553542673776,0.021572644127315174,0.010218716385801362
Chronos-Small,SP500,250,249,0,5578,0.0337065564354751,0.021132676330491238,0.012190749372534958
Chronos-Small,SP500,500,496,0,5578,0.03149807269766145,0.014119007490084037,0.014342058085335245
Chronos-Small,STOXX,125,125,1,4493,0.03407374987383616,0.021236583428262366,0.01046071667037614
Chronos-Small,STOXX,250,249,0,4493,0.03439981744655218,0.017272145085141688,0.011128421989761852
Chronos-Small,STOXX,500,496,0,4493,0.031486154528156896,0.01061681997542753,0.012241264188738037
Chronos-Small,TLT,125,125,1,4934,0.023421199583735793,0.010432300890842941,0.008309687880016214
Chronos-Small,TLT,250,249,0,4934,0.022260664934253722,0.008228422182791888,0.009728415079043373
Chronos-Small,TLT,500,496,0,4934,0.019889764917636377,0.004158795635325522,0.012363194162950952
Chronos-Small,USDJPY,125,125,1,5791,0.02185707245208442,0.024147292809411382,0.008288723881885684
Chronos-Small,USDJPY,250,249,0,5791,0.020504732768306097,0.01709991017240738,0.009670177862199966
Chronos-Small,USDJPY,500,496,0,5791,0.01624356361270909,0.005851044600520688,0.013814539803142808
Chronos-Small,WTI,125,125,1,5404,0.066634129215754,0.04519406140844363,0.008882309400444115
Chronos-Small,WTI,250,249,0,5404,0.07003677815473427,0.05133187192229859,0.009622501850481125
Chronos-Small,WTI,500,496,0,5404,0.06074585640879617,0.02060578390805985,0.01387860843819393
Chronos-Mini,ASX200,125,125,1,5609,0.02883311916329098,0.017118188267644774,0.009805669459796756
Chronos-Mini,ASX200,250,249,0,5609,0.028255919467647328,0.014657241088284185,0.009627384560527722
Chronos-Mini,ASX200,500,496,0,5609,0.02611635284090705,0.01131767197047446,0.012836512747370297
Chronos-Mini,AUDUSD,125,125,1,4147,0.01867761894723427,0.00856608859852055,0.007716421509524958
Chronos-Mini,AUDUSD,250,249,0,4147,0.01806630132985878,0.004797320047741456,0.008922112370388232
Chronos-Mini,AUDUSD,500,496,0,4147,0.017869138162483235,0.007186364646883141,0.008922112370388232
Chronos-Mini,BOVESPA,125,125,1,5480,0.045044614621053795,0.026528589766113504,0.008576642335766424
Chronos-Mini,BOVESPA,250,249,0,5480,0.04427753659693741,0.02406469821969648,0.008394160583941606
Chronos-Mini,BOVESPA,500,496,0,5480,0.03963296763911513,0.014976498400355528,0.010766423357664234
Chronos-Mini,BTC,125,125,1,3188,0.12434331932823277,0.07919150603485073,0.007214554579673777
Chronos-Mini,BTC,250,249,0,3188,0.1061576564374774,0.03423297508990634,0.007214554579673777
Chronos-Mini,BTC,500,496,0,3188,0.09664131937735933,0.022009048174025686,0.00878293601003764
Chronos-Mini,CBU0,125,125,1,2753,0.011296344656506646,0.00660631709436783,0.00726480203414457
Chronos-Mini,CBU0,250,249,0,2753,0.009957745963325076,0.0028779635273417053,0.008717762440973484
Chronos-Mini,CBU0,500,496,0,2753,0.00925520537284237,0.002124167018834936,0.012713403559752997
Chronos-Mini,DJCI,125,125,1,1810,0.0260313513501507,0.009338875268775103,0.008287292817679558
Chronos-Mini,DJCI,250,249,0,1810,0.024997042672448223,0.007906753653355768,0.009392265193370166
Chronos-Mini,DJCI,500,496,0,1810,0.02239102512337938,0.004954097860542063,0.012154696132596685
Chronos-Mini,ETH,125,125,1,2038,0.13826766230296283,0.061967424941850535,0.009322865554465163
Chronos-Mini,ETH,250,249,0,2038,0.12701436746824976,0.040365998987158196,0.009322865554465163
Chronos-Mini,ETH,500,496,0,2038,0.11398500013430016,0.028721026286681467,0.01422963689892051
Chronos-Mini,EURUSD,125,125,1,4771,0.02050793803232286,0.02397914644508176,0.007545587927059317
Chronos-Mini,EURUSD,250,249,0,4771,0.019251820680786083,0.01922376780008299,0.008803185914902536
Chronos-Mini,EURUSD,500,496,0,4771,0.016305949366101205,0.01185007102540677,0.012575979878432194
Chronos-Mini,FCHI,125,125,1,5686,0.03673893310842065,0.021038257614863783,0.009145269081955681
Chronos-Mini,FCHI,250,249,0,5686,0.03658747418331537,0.016901813217544685,0.009672880759760817
Chronos-Mini,FCHI,500,496,0,5686,0.0348835367974383,0.011776502941222839,0.012486809708054871
Chronos-Mini,FTSE100,125,125,1,5608,0.03064291745409458,0.018760184686842752,0.010164051355206847
Chronos-Mini,FTSE100,250,249,0,5608,0.031459186754371905,0.016436998226674687,0.010520684736091298
Chronos-Mini,FTSE100,500,496,0,5608,0.028466781037151813,0.010270294187753522,0.012303851640513551
Chronos-Mini,GBPUSD,125,125,1,4783,0.017630630884014748,0.012582735764308073,0.0102446163495714
Chronos-Mini,GBPUSD,250,249,0,4783,0.015553145741371871,0.005610965292302773,0.010035542546518922
Chronos-Mini,GBPUSD,500,496,0,4783,0.014602622090672401,0.004483186439010379,0.011499059167886265
Chronos-Mini,GDAXI,125,125,1,5642,0.03575143873528981,0.019733077954358615,0.00815313718539525
Chronos-Mini,GDAXI,250,249,0,5642,0.035844009724959755,0.015228481082390997,0.009039347749025168
Chronos-Mini,GDAXI,500,496,0,5642,0.035231541080466326,0.011464167242170522,0.01240694789081886
Chronos-Mini,GOLD,125,125,1,5397,0.03556855113980385,0.017786509510147628,0.008893829905503057
Chronos-Mini,GOLD,250,249,0,5397,0.0345749884878741,0.01264064488454175,0.009634982397628312
Chronos-Mini,GOLD,500,496,0,5397,0.030816266034921526,0.00810221581878881,0.011858439874004076
Chronos-Mini,HSI,125,125,1,5444,0.04192344454127193,0.026024737293455478,0.010837619397501837
Chronos-Mini,HSI,250,249,0,5444,0.03777852082281215,0.016889320668161237,0.009919177075679648
Chronos-Mini,HSI,500,496,0,5444,0.035174885919027274,0.012788315222569078,0.012858192505510653
Chronos-Mini,IBGL,125,125,1,3586,0.025949526300885938,0.02092862329870493,0.009202453987730062
Chronos-Mini,IBGL,250,249,0,3586,0.022483781396150995,0.0065773363876115605,0.00864472950362521
Chronos-Mini,IBGL,500,496,0,3586,0.02016814751606863,0.003255291949860199,0.008923591745677636
Chronos-Mini,ICLN,125,125,1,3447,0.044569836870156476,0.02191499656927273,0.009573542210617928
Chronos-Mini,ICLN,250,249,0,3447,0.04656092629199649,0.025056273901415536,0.00841311285175515
Chronos-Mini,ICLN,500,496,0,3447,0.04129666096007324,0.012908094474930784,0.009863649550333623
Chronos-Mini,NATGAS,125,125,1,5402,0.09602212124023067,0.04884471316907962,0.011106997408367271
Chronos-Mini,NATGAS,250,249,0,5402,0.09215892646812113,0.028875573149569272,0.008515364679748241
Chronos-Mini,NATGAS,500,496,0,5402,0.08213412612092451,0.019575583631071685,0.010921880784894483
Chronos-Mini,NIFTY,125,125,1,3526,0.031613834154387135,0.02377825484707596,0.01106069200226886
Chronos-Mini,NIFTY,250,249,0,3526,0.029353381164155347,0.01679352776231169,0.009926262053318207
Chronos-Mini,NIFTY,500,496,0,3526,0.026870407595038268,0.010893397748892267,0.009642654566080544
Chronos-Mini,NIKKEI,125,125,1,5406,0.044604798844645105,0.025468836196235176,0.009433962264150943
Chronos-Mini,NIKKEI,250,249,0,5406,0.04263410980414201,0.018292483304761034,0.009064002959674435
Chronos-Mini,NIKKEI,500,496,0,5406,0.03843114946530168,0.011013012034055232,0.011653718091009988
Chronos-Mini,SP500,125,125,1,5578,0.031063524504097106,0.017576297062359355,0.00932233775546791
Chronos-Mini,SP500,250,249,0,5578,0.03225840196486098,0.016993121366220998,0.010577267837934744
Chronos-Mini,SP500,500,496,0,5578,0.030198112500233132,0.011503902110035666,0.013087128002868412
Chronos-Mini,STOXX,125,125,1,4493,0.034247957792448616,0.020920419674293644,0.00979301135099043
Chronos-Mini,STOXX,250,249,0,4493,0.03433500840794496,0.01660466563673217,0.01046071667037614
Chronos-Mini,STOXX,500,496,0,4493,0.03170223522235515,0.010449112150529405,0.011796127309147563
Chronos-Mini,TLT,125,125,1,4934,0.024384654704612773,0.010693470108597315,0.008512363194162952
Chronos-Mini,TLT,250,249,0,4934,0.02354415511960009,0.009481052907007643,0.009728415079043373
Chronos-Mini,TLT,500,496,0,4934,0.020927006899466194,0.004617394047337572,0.012363194162950952
Chronos-Mini,USDJPY,125,125,1,5791,0.022268239833241724,0.02419338853023193,0.00846140562942497
Chronos-Mini,USDJPY,250,249,0,5791,0.020961337912569114,0.017034693264080927,0.00915213261958211
Chronos-Mini,USDJPY,500,496,0,5791,0.016596175356074883,0.00577383198202059,0.013123812812985667
Chronos-Mini,WTI,125,125,1,5404,0.06799304171478505,0.044864475320644484,0.008327165062916359
Chronos-Mini,WTI,250,249,0,5404,0.07102468614496216,0.05045560326341616,0.010177646188008883
Chronos-Mini,WTI,500,496,0,5404,0.0608878246520882,0.019189292189337993,0.012953367875647668
TimesFM-2.5,ASX200,125,125,1,5609,0.008312965516998831,0.012640011306200922,0.01034052415760385
TimesFM-2.5,ASX200,250,249,0,5609,0.007031790627414217,0.010204390312084819,0.009805669459796756
TimesFM-2.5,ASX200,500,496,0,5609,0.004263414011057221,0.004232896368600671,0.012479942948832234
TimesFM-2.5,AUDUSD,125,125,1,4147,0.003820017933417126,0.00830075986460933,0.009645526886906198
TimesFM-2.5,AUDUSD,250,249,0,4147,0.00219058655689129,0.0032021494871037064,0.011815770436460092
TimesFM-2.5,AUDUSD,500,496,0,4147,0.0009615950615825134,0.001957331110510054,0.010368941403424162
TimesFM-2.5,BOVESPA,125,125,1,5480,0.010197855235901424,0.019041642843702078,0.010218978102189781
TimesFM-2.5,BOVESPA,250,249,0,5480,0.008532309974022056,0.015656262844729648,0.009671532846715328
TimesFM-2.5,BOVESPA,500,496,0,5480,0.003454886078016343,0.006435901162626171,0.010583941605839416
TimesFM-2.5,BTC,125,125,1,3188,0.033680276939917486,0.07233640470219445,0.007841907151819323
TimesFM-2.5,BTC,250,249,0,3188,0.01687487271136316,0.02379852750108587,0.00972396486825596
TimesFM-2.5,BTC,500,496,0,3188,0.004712987017311361,0.013104174440470347,0.011292346298619825
TimesFM-2.5,CBU0,125,125,1,2753,0.0023738079099928536,0.005652213801416631,0.010897203051216855
TimesFM-2.5,CBU0,250,249,0,2753,0.0011048011463251522,0.001762847195151626,0.00980748274609517
TimesFM-2.5,CBU0,500,496,0,2753,0.0002581746953726243,0.0006755939412300829,0.01198692335633854
TimesFM-2.5,DJCI,125,125,1,1810,0.00583536331464944,0.007574221364494307,0.0077348066298342545
TimesFM-2.5,DJCI,250,249,0,1810,0.0038714891757493956,0.004619019232704518,0.008287292817679558
TimesFM-2.5,DJCI,500,496,0,1810,0.0016223355996676013,0.002768202688126695,0.011602209944751382
TimesFM-2.5,ETH,125,125,1,2038,0.03548394024639341,0.04518107223736838,0.009322865554465163
TimesFM-2.5,ETH,250,249,0,2038,0.024104980612959796,0.0254354789497538,0.008832188420019628
TimesFM-2.5,ETH,500,496,0,2038,0.00585046797297036,0.01102020849087231,0.009813542688910697
TimesFM-2.5,EURUSD,125,125,1,4771,0.0064703225068991205,0.01622167927638606,0.009431984908824145
TimesFM-2.5,EURUSD,250,249,0,4771,0.004677483779410501,0.011540269845837722,0.010060783902745755
TimesFM-2.5,EURUSD,500,496,0,4771,0.0028120114680963526,0.008213876747383697,0.011947180884510585
TimesFM-2.5,FCHI,125,125,1,5686,0.009787505403102277,0.017294794981860775,0.010903974674639466
TimesFM-2.5,FCHI,250,249,0,5686,0.0074742256402738835,0.01039116421171408,0.010024621878297573
TimesFM-2.5,FCHI,500,496,0,5686,0.003821739486158246,0.0039016639435487657,0.012486809708054871
TimesFM-2.5,FTSE100,125,125,1,5608,0.007804309143052344,0.014249274967097457,0.011412268188302425
TimesFM-2.5,FTSE100,250,249,0,5608,0.006949274029568566,0.010223191405268022,0.011412268188302425
TimesFM-2.5,FTSE100,500,496,0,5608,0.00354289892119668,0.004826063388978292,0.013195435092724679
TimesFM-2.5,GBPUSD,125,125,1,4783,0.004693370052243022,0.011352834030916206,0.008362952122099102
TimesFM-2.5,GBPUSD,250,249,0,4783,0.0026500810252622635,0.003671447554889552,0.008990173531256534
TimesFM-2.5,GBPUSD,500,496,0,4783,0.0015116530262354458,0.002098638981537478,0.011499059167886265
TimesFM-2.5,GDAXI,125,125,1,5642,0.009036866755151274,0.015977048215995906,0.009925558312655087
TimesFM-2.5,GDAXI,250,249,0,5642,0.007142256829005818,0.010065749504809702,0.011166253101736972
TimesFM-2.5,GDAXI,500,496,0,5642,0.003411515253729855,0.0032547979615454793,0.013293158454448777
TimesFM-2.5,GOLD,125,125,1,5397,0.01092547307663477,0.014979803979890469,0.008337965536409116
TimesFM-2.5,GOLD,250,249,0,5397,0.00867258807910257,0.009222759314790909,0.008893829905503057
TimesFM-2.5,GOLD,500,496,0,5397,0.004989707209390079,0.004794175336571376,0.01148786362794145
TimesFM-2.5,HSI,125,125,1,5444,0.010565791058724412,0.020889402693835928,0.010837619397501837
TimesFM-2.5,HSI,250,249,0,5444,0.006774671075282122,0.012734201101090333,0.0106539309331374
TimesFM-2.5,HSI,500,496,0,5444,0.0038096217563387724,0.005392554349442884,0.011572373254959589
TimesFM-2.5,IBGL,125,125,1,3586,0.007477998806025028,0.020082964313087526,0.00864472950362521
TimesFM-2.5,IBGL,250,249,0,3586,0.003657210143892809,0.0053764244918102656,0.009202453987730062
TimesFM-2.5,IBGL,500,496,0,3586,0.0017221165111607666,0.001762456916424964,0.010317902955939765
TimesFM-2.5,ICLN,125,125,1,3447,0.009181109301006865,0.01898257587931003,0.00841311285175515
TimesFM-2.5,ICLN,250,249,0,3447,0.008933047588054905,0.018253133125190685,0.009283434870902234
TimesFM-2.5,ICLN,500,496,0,3447,0.004520897603240314,0.010262513191056422,0.013054830287206266
TimesFM-2.5,NATGAS,125,125,1,5402,0.014132014886833988,0.03466338630589228,0.010181414291003332
TimesFM-2.5,NATGAS,250,249,0,5402,0.008815377182654245,0.022672672809601946,0.00944094779711218
TimesFM-2.5,NATGAS,500,496,0,5402,-0.0015847171715096247,0.008681789984781807,0.010736764161421697
TimesFM-2.5,NIFTY,125,125,1,3526,0.009455282188907668,0.01707349640170747,0.009075439591605219
TimesFM-2.5,NIFTY,250,249,0,3526,0.006853861386520001,0.013015498291685922,0.010777084515031198
TimesFM-2.5,NIFTY,500,496,0,3526,0.003660274617055711,0.004949250945240475,0.010777084515031198
TimesFM-2.5,NIKKEI,125,125,1,5406,0.012442559578453477,0.020813963357874003,0.00980392156862745
TimesFM-2.5,NIKKEI,250,249,0,5406,0.010636094837145723,0.013448268257859596,0.010913799482056974
TimesFM-2.5,NIKKEI,500,496,0,5406,0.004218645843221895,0.005793460738587951,0.010913799482056974
TimesFM-2.5,SP500,125,125,1,5578,0.009077686957200235,0.014410480418505452,0.010218716385801362
TimesFM-2.5,SP500,250,249,0,5578,0.007939445309505735,0.009075980343747694,0.010577267837934744
TimesFM-2.5,SP500,500,496,0,5578,0.005068481428738882,0.004448962579667487,0.012190749372534958
TimesFM-2.5,STOXX,125,125,1,4493,0.008881791014228358,0.016962696332848935,0.0120186957489428
TimesFM-2.5,STOXX,250,249,0,4493,0.00658683765189932,0.009898554787296768,0.010683285110171378
TimesFM-2.5,STOXX,500,496,0,4493,0.003722325096830431,0.004746553851427047,0.011796127309147563
TimesFM-2.5,TLT,125,125,1,4934,0.002882921012681758,0.007657840764514818,0.008309687880016214
TimesFM-2.5,TLT,250,249,0,4934,0.0017318918625321919,0.006370711975535487,0.009525739764896636
TimesFM-2.5,TLT,500,496,0,4934,-0.0001948770518374674,0.0024936399005868613,0.011755168220510741
TimesFM-2.5,USDJPY,125,125,1,5791,0.006536913906519429,0.01498457280482549,0.00880676912450354
TimesFM-2.5,USDJPY,250,249,0,5791,0.005516271897890559,0.010689723332322269,0.010015541357278536
TimesFM-2.5,USDJPY,500,496,0,5791,0.0021383189901212564,0.0035614013599152483,0.011569677085132101
TimesFM-2.5,WTI,125,125,1,5404,0.016541723806581074,0.03641380164463482,0.009437453737971873
TimesFM-2.5,WTI,250,249,0,5404,0.014239720695930321,0.0304387863567186,0.011102886750555145
TimesFM-2.5,WTI,500,496,0,5404,0.006453721817490624,0.011532859569964998,0.012953367875647668
Moirai-2.0,ASX200,125,125,1,5609,0.009188208274404554,0.013565628905987608,0.009805669459796756
Moirai-2.0,ASX200,250,249,0,5609,0.007243313271663457,0.010426454964136581,0.009627384560527722
Moirai-2.0,ASX200,500,496,0,5609,0.0043795080503722566,0.004614473922814687,0.013549652344446425
Moirai-2.0,AUDUSD,125,125,1,4147,0.004050970625128706,0.008181089953413623,0.008439836026042922
Moirai-2.0,AUDUSD,250,249,0,4147,0.002292133408313505,0.003015141546827688,0.010368941403424162
Moirai-2.0,AUDUSD,500,496,0,4147,0.0015444651030453822,0.0026130272820704737,0.009886665059078852
Moirai-2.0,BOVESPA,125,125,1,5480,0.010865521319271917,0.018890715091081527,0.008576642335766424
Moirai-2.0,BOVESPA,250,249,0,5480,0.009502294515973774,0.016470075121380833,0.009306569343065693
Moirai-2.0,BOVESPA,500,496,0,5480,0.005766918659369902,0.010532317249687196,0.010036496350364963
Moirai-2.0,BTC,125,125,1,3188,0.052455971438669466,0.07274086251538621,0.006900878293601004
Moirai-2.0,BTC,250,249,0,3188,0.0340519838910333,0.02177894352945758,0.006587202007528231
Moirai-2.0,BTC,500,496,0,3188,0.02435093629197505,0.01275092713702782,0.009096612296110414
Moirai-2.0,CBU0,125,125,1,2753,0.001778952607582689,0.0029258639007360165,0.008717762440973484
Moirai-2.0,CBU0,250,249,0,2753,0.001332994823916998,0.0019096733845655044,0.006901561932437341
Moirai-2.0,CBU0,500,496,0,2753,0.0005288174969637164,0.000857956601963014,0.008354522339266255
Moirai-2.0,DJCI,125,125,1,1810,0.007803998414667105,0.008074759898317038,0.008287292817679558
Moirai-2.0,DJCI,250,249,0,1810,0.006154674362327238,0.006226682032484455,0.009392265193370166
Moirai-2.0,DJCI,500,496,0,1810,0.0031832923941999586,0.0028151546336856615,0.011602209944751382
Moirai-2.0,ETH,125,125,1,2038,0.0511116844539405,0.04858440159919279,0.008832188420019628
Moirai-2.0,ETH,250,249,0,2038,0.0420911528324476,0.02843087389128387,0.007850834151128557
Moirai-2.0,ETH,500,496,0,2038,0.027714269283749957,0.014540034656147815,0.012757605495583905
Moirai-2.0,EURUSD,125,125,1,4771,0.00670162927902372,0.016663696816754933,0.009431984908824145
Moirai-2.0,EURUSD,250,249,0,4771,0.005293229343393073,0.013456550372205268,0.009431984908824145
Moirai-2.0,EURUSD,500,496,0,4771,0.002603252120277365,0.008523520313356785,0.011947180884510585
Moirai-2.0,FCHI,125,125,1,5686,0.011230446831675244,0.018070979339921384,0.010552233556102708
Moirai-2.0,FCHI,250,249,0,5686,0.008629075397059932,0.01111313002253275,0.009145269081955681
Moirai-2.0,FCHI,500,496,0,5686,0.005569955631016863,0.005268781526915525,0.012135068589518115
Moirai-2.0,FTSE100,125,125,1,5608,0.009209285590912424,0.013901109344653868,0.010877318116975749
Moirai-2.0,FTSE100,250,249,0,5608,0.007901639112453592,0.009748927179725071,0.011412268188302425
Moirai-2.0,FTSE100,500,496,0,5608,0.004829506428675899,0.005263722233759093,0.013195435092724679
Moirai-2.0,GBPUSD,125,125,1,4783,0.004868624357300261,0.011428226039548014,0.008781099728204057
Moirai-2.0,GBPUSD,250,249,0,4783,0.002653867048021314,0.0036496113060359658,0.009199247334309012
Moirai-2.0,GBPUSD,500,496,0,4783,0.0014351362517503788,0.002368044611000953,0.011289985364833787
Moirai-2.0,GDAXI,125,125,1,5642,0.010500944914232473,0.017251861224527553,0.010102800425381071
Moirai-2.0,GDAXI,250,249,0,5642,0.008317134259338894,0.010856958027977062,0.010634526763559022
Moirai-2.0,GDAXI,500,496,0,5642,0.00517445327394888,0.005420376725572332,0.013293158454448777
Moirai-2.0,GOLD,125,125,1,5397,0.012250083251534562,0.015770248430121876,0.007596813044283861
Moirai-2.0,GOLD,250,249,0,5397,0.010626352791676183,0.010331745813591881,0.009079118028534372
Moirai-2.0,GOLD,500,496,0,5397,0.006420325326978423,0.004797489476733283,0.011302575504910135
Moirai-2.0,HSI,125,125,1,5444,0.011163116255193872,0.02115423395472436,0.0106539309331374
Moirai-2.0,HSI,250,249,0,5444,0.006964768385901831,0.012356058022079808,0.009735488611315209
Moirai-2.0,HSI,500,496,0,5444,0.0037677519993873435,0.006057020841437467,0.012858192505510653
Moirai-2.0,IBGL,125,125,1,3586,0.007858436350245114,0.01990050548751178,0.008365867261572783
Moirai-2.0,IBGL,250,249,0,3586,0.003955910962093214,0.00564433949779327,0.008365867261572783
Moirai-2.0,IBGL,500,496,0,3586,0.0020943478687920508,0.0028898466254095555,0.010875627440044618
Moirai-2.0,ICLN,125,125,1,3447,0.011309795582047661,0.018568401416450508,0.009283434870902234
Moirai-2.0,ICLN,250,249,0,3447,0.010860390353671942,0.018890008710839176,0.009283434870902234
Moirai-2.0,ICLN,500,496,0,3447,0.0067533686704301255,0.012303317280872594,0.011024078909196402
Moirai-2.0,NATGAS,125,125,1,5402,0.018351460605670413,0.03576589038217118,0.010921880784894483
Moirai-2.0,NATGAS,250,249,0,5402,0.013447132341716917,0.02218760314158957,0.008885597926693817
Moirai-2.0,NATGAS,500,496,0,5402,0.0024190892508431086,0.010251905327297481,0.011292114031840059
Moirai-2.0,NIFTY,125,125,1,3526,0.010666469229951526,0.017776204648001424,0.009926262053318207
Moirai-2.0,NIFTY,250,249,0,3526,0.008214456684135443,0.013638749074539533,0.009926262053318207
Moirai-2.0,NIFTY,500,496,0,3526,0.004187917797020778,0.007035317861561114,0.011344299489506523
Moirai-2.0,NIKKEI,125,125,1,5406,0.013700740250968187,0.019412764836394085,0.00924898261191269
Moirai-2.0,NIKKEI,250,249,0,5406,0.011611317249423088,0.012479197498551873,0.00980392156862745
Moirai-2.0,NIKKEI,500,496,0,5406,0.006021619533443904,0.00625391182625393,0.011653718091009988
Moirai-2.0,SP500,125,125,1,5578,0.009582423764853814,0.014629252132965197,0.00968088920760129
Moirai-2.0,SP500,250,249,0,5578,0.008727049008254474,0.010570937381805695,0.010218716385801362
