series,asset,ratio
Moirai 1.1,IBGL,-2.5959323385514788
Moirai 1.1,ICLN,-2.5625608618015425
Moirai 1.1,NATGAS,-2.378668119790368
Moirai 1.1,NIFTY,-2.5146805864985633
Moirai 1.1,NIKKEI,-2.468453596866731
Moirai 1.1,SP500,-2.4294455519339855
Moirai 1.1,STOXX,-2.499300803217877
Moirai 1.1,TLT,-2.7139358611420663
Moirai 1.1,USDJPY,-2.569327168275063
Moirai 1.1,WTI,-2.598615662457266
Moirai 2.0,ASX200,-2.2929667685946997
Moirai 2.0,AUDUSD,-2.4198715404838373
Moirai 2.0,BOVESPA,-2.318559926922983
Moirai 2.0,BTC,-2.2170012014017906
Moirai 2.0,CBU0,-2.4945006124267
Moirai 2.0,DJCI,-2.365317851228595
Moirai 2.0,ETH,-2.2526035476280817
Moirai 2.0,EURUSD,-2.458022411263661
Moirai 2.0,FCHI,-2.2890419982308434
Moirai 2.0,FTSE100,-2.2808130144720127
Moirai 2.0,GBPUSD,-2.4674830418979483
Moirai 2.0,GDAXI,-2.301383572368193
Moirai 2.0,GOLD,-2.3434550736378315
Moirai 2.0,HSI,-2.369941042959793
Moirai 2.0,IBGL,-2.4466852418357248
Moirai 2.0,ICLN,-2.363299214060853
Moirai 2.0,NATGAS,-2.306591193575447
Moirai 2.0,NIFTY,-2.266302681636375
Moirai 2.0,NIKKEI,-2.288869765766088
Moirai 2.0,SP500,-2.2772957854771976
Moirai 2.0,STOXX,-2.283310805818352
Moirai 2.0,TLT,-2.446243972196562
Moirai 2.0,USDJPY,-2.3713315083393836
Moirai 2.0,WTI,-2.373149296454214
Lag-Llama,ASX200,-2.0440620491989048
Lag-Llama,AUDUSD,-2.095170322663858
Lag-Llama,BOVESPA,-2.0562846690413905
Lag-Llama,BTC,-2.1136213157110055
Lag-Llama,CBU0,-2.107324953794933
Lag-Llama,DJCI,-2.0937576632263677
Lag-Llama,ETH,-2.111078834022239
Lag-Llama,EURUSD,-2.0859092815990263
Lag-Llama,FCHI,-2.1117414798860983
Lag-Llama,FTSE100,-2.0854963467664516
Lag-Llama,GBPUSD,-2.1040857932229433
Lag-Llama,GDAXI,-2.147248533385784
Lag-Llama,GOLD,-2.047761424722961
Lag-Llama,HSI,-2.1224379650351866
Lag-Llama,IBGL,-2.066149017447588
Lag-Llama,ICLN,-2.0837509438922677
Lag-Llama,NATGAS,-2.052845174132763
Lag-Llama,NIFTY,-2.061148244158107
Lag-Llama,NIKKEI,-2.0521575376861594
Lag-Llama,SP500,-2.0757004977912965
Lag-Llama,STOXX,-2.093839763110724
Lag-Llama,TLT,-2.0336836044155473
Lag-Llama,USDJPY,-2.0477585523851514
Lag-Llama,WTI,-2.0826811442203788
GJR-GARCH,ASX200,-2.0589459463569
GJR-GARCH,AUDUSD,-2.188832516063598
GJR-GARCH,BOVESPA,-2.1021831874885986
GJR-GARCH,BTC,-2.069115074859553
GJR-GARCH,CBU0,-2.257142962535698
GJR-GARCH,DJCI,-2.2479851644684703
GJR-GARCH,ETH,-2.139461863638473
GJR-GARCH,EURUSD,-2.2062911426680127
GJR-GARCH,FCHI,-2.005752559019679
GJR-GARCH,FTSE100,-2.0178615451963173
GJR-GARCH,GBPUSD,-2.2126087900774856
GJR-GARCH,GDAXI,-2.0157899541467805
GJR-GARCH,GOLD,-2.2202022398792547
GJR-GARCH,HSI,-2.091960888741619
GJR-GARCH,IBGL,-2.193649635255114
GJR-GARCH,ICLN,-2.151019489859574
GJR-GARCH,NATGAS,-2.1439838897875374
GJR-GARCH,NIFTY,-2.00129279694409
GJR-GARCH,NIKKEI,-2.0498450494181615
GJR-GARCH,SP500,-1.9711181714602442
GJR-GARCH,STOXX,-1.9465266329043638
GJR-GARCH,TLT,-2.2334981057906176
GJR-GARCH,USDJPY,-2.193452272868182
GJR-GARCH,WTI,-2.1341878636897973
GJR-GARCH-t,ASX200,-2.1371595200370423
GJR-GARCH-t,AUDUSD,-2.2800759444129923
GJR-GARCH-t,BOVESPA,-2.1763465744449393
GJR-GARCH-t,BTC,-2.474157933631574
GJR-GARCH-t,CBU0,-2.3720896834500578
GJR-GARCH-t,DJCI,-2.3422083754243674
GJR-GARCH-t,ETH,-2.5457178806405416
GJR-GARCH-t,EURUSD,-2.3092825351011945
GJR-GARCH-t,FCHI,-2.1129019012520858
GJR-GARCH-t,FTSE100,-2.119166276418776
GJR-GARCH-t,GBPUSD,-2.3358312512935377
GJR-GARCH-t,GDAXI,-2.1394560836378926
GJR-GARCH-t,GOLD,-2.4544251534268247
GJR-GARCH-t,HSI,-2.239787385910371
GJR-GARCH-t,IBGL,-2.3458606084385547
GJR-GARCH-t,ICLN,-2.275143154067374
GJR-GARCH-t,NATGAS,-2.3250963289531494
GJR-GARCH-t,NIFTY,-2.1415396547314365
GJR-GARCH-t,NIKKEI,-2.1424194755350583
GJR-GARCH-t,SP500,-2.0772160984353407
GJR-GARCH-t,STOXX,-2.0811705499545785
GJR-GARCH-t,TLT,-2.2941054201051454
GJR-GARCH-t,USDJPY,-2.3787046447542277
GJR-GARCH-t,WTI,-2.205165534303366
GARCH-N,ASX200,-2.1705785373217585
GARCH-N,AUDUSD,-2.1762650524750518
GARCH-N,BOVESPA,-2.199753716194229
GARCH-N,BTC,-2.1605170130655984
GARCH-N,CBU0,-2.298528088171347
GARCH-N,DJCI,-2.2260592426695185
GARCH-N,ETH,-2.213505119897867
GARCH-N,EURUSD,-2.2687704191082787
GARCH-N,FCHI,-2.105993903944995
GARCH-N,FTSE100,-2.1032842725997174
GARCH-N,GBPUSD,-2.2548939397252736
GARCH-N,GDAXI,-2.1479717222792853
GARCH-N,GOLD,-2.3112132547562982
GARCH-N,HSI,-2.1819106093708176
GARCH-N,IBGL,-2.2428607613775204
GARCH-N,ICLN,-2.210110369687558
GARCH-N,NATGAS,-2.2025363223736685
GARCH-N,NIFTY,-2.1564017927347234
GARCH-N,NIKKEI,-2.1295434672112235
GARCH-N,SP500,-2.1263032923944376
GARCH-N,STOXX,-2.0893891761551617
GARCH-N,TLT,-2.2857035590646415
GARCH-N,USDJPY,-2.2409171938814803
GARCH-N,WTI,-2.200940161948906
EWMA,ASX200,-2.142815222638632
EWMA,AUDUSD,-2.093992460557018
EWMA,BOVESPA,-2.1013509268420574
EWMA,BTC,-2.102442102378838
EWMA,CBU0,-2.221225482601045
EWMA,DJCI,-2.1902729961371366
EWMA,ETH,-2.137141901004305
EWMA,EURUSD,-2.1436956970803918
EWMA,FCHI,-2.0649856788136933
EWMA,FTSE100,-2.0589682122940225
EWMA,GBPUSD,-2.170891845371077
EWMA,GDAXI,-2.1092969659447247
EWMA,GOLD,-2.1992024853102397
EWMA,HSI,-2.1243571266330745
EWMA,IBGL,-2.154357904687707
EWMA,ICLN,-2.1261966380239103
EWMA,NATGAS,-2.132422485639161
EWMA,NIFTY,-2.0911662259521555
EWMA,NIKKEI,-2.1139090606326216
EWMA,SP500,-2.053887578300967
EWMA,STOXX,-2.079860362838301
EWMA,TLT,-2.1980803082495206
EWMA,USDJPY,-2.1296659901381534
EWMA,WTI,-2.1284104046725596
Hist. Sim.,ASX200,-2.599191307084827
Hist. Sim.,AUDUSD,-2.450273032576054
Hist. Sim.,BOVESPA,-2.3993038936359046
Hist. Sim.,BTC,-2.7143165077331144
Hist. Sim.,CBU0,-2.425152451638805
Hist. Sim.,DJCI,-2.5619720822380923
Hist. Sim.,ETH,-2.5967564555171307
Hist. Sim.,EURUSD,-2.31587591965521
Hist. Sim.,FCHI,-2.625208626245971
Hist. Sim.,FTSE100,-2.6371159484502837
Hist. Sim.,GBPUSD,-2.4485752083383803
Hist. Sim.,GDAXI,-2.620858316463006
Hist. Sim.,GOLD,-2.6366925794366276
Hist. Sim.,HSI,-2.498854578053495
Hist. Sim.,IBGL,-2.475800089628989
Hist. Sim.,ICLN,-2.5192990383728775
Hist. Sim.,NATGAS,-2.306737210399458
Hist. Sim.,NIFTY,-2.437924182724778
Hist. Sim.,NIKKEI,-2.563001194280535
Hist. Sim.,SP500,-2.6973535742433423
Hist. Sim.,STOXX,-2.6598313891758485
Hist. Sim.,TLT,-2.2939569773805446
Hist. Sim.,USDJPY,-2.434927517113625
Hist. Sim.,WTI,-2.484359446655498
