model,asset,lp_max_gap,lp_max_dual_violation,pot_final_fallbacks,pot_all_fallbacks,pot_final_irregular_shapes,dtaci_projection_events,test_days_any_nonfinite_expert,mean_nonfinite_output_probability,primary_path_nonfinite_forecasts,expected_pinball_loss
EWMA,EURUSD,4.547473508864641e-13,1.8364222381736942e-12,0,0,0,274,914,0.0762742046113647,113,infinite
EWMA,FCHI,6.963318810448982e-13,2.43234252184088e-12,0,0,0,324,1227,0.08295793242501803,153,infinite
EWMA,FTSE100,8.100187187665142e-13,5.486138359444442e-12,0,0,0,311,1090,0.07621078695190746,129,infinite
EWMA,GBPUSD,5.826450433232822e-13,3.836448895974139e-12,0,0,0,237,973,0.05128759998718429,85,infinite
EWMA,GDAXI,7.105427357601002e-13,2.3846653818271335e-12,0,0,0,336,1012,0.09418595231130208,156,infinite
EWMA,GLD,7.389644451905042e-13,3.296474204717015e-12,0,0,0,223,959,0.07447380709985013,128,infinite
EWMA,HSI,8.242295734817162e-13,2.3192871234645196e-12,0,0,0,305,1114,0.06815542664916119,110,infinite
EWMA,IBGL,7.105427357601002e-13,1.990543146979107e-12,0,0,0,186,710,0.061916264021749566,81,infinite
EWMA,ICLN,6.821210263296962e-13,7.506884003305458e-12,0,0,0,185,772,0.06806265313851106,79,infinite
EWMA,NIFTY,8.810729923425242e-13,7.661960997161406e-12,0,0,0,184,730,0.06493284201125057,82,infinite
EWMA,NIKKEI,5.826450433232822e-13,8.209362610688827e-12,0,0,0,306,948,0.06119428188259537,108,infinite
EWMA,SP500,9.379164112033322e-13,2.35036642926012e-12,0,0,0,325,1140,0.08516058964054644,148,infinite
EWMA,STOXX,1.1084466677857563e-12,1.971003221745704e-12,0,0,0,246,937,0.05729472098864636,101,infinite
EWMA,TLT,4.263256414560601e-13,1.7195377066681061e-12,0,0,0,269,1090,0.06738101817050673,114,infinite
EWMA,UNG,4.405364961712621e-13,2.1570766006728803e-12,0,0,0,202,927,0.09373000222054954,117,infinite
EWMA,USDJPY,1.5631940186722204e-12,2.639666263348772e-12,0,0,0,315,1083,0.060856442408802,108,infinite
EWMA,USO,1.1652900866465643e-12,2.488589195825952e-12,0,0,0,219,851,0.05227998398911017,74,infinite
