model,asset,class,scale,n_test,first,last,raw_QS,static_QS,pair_mean_x1e4
Hist-Sim,BTC,Crypto,0.0383551877639138,1157,2023-07-02,2026-08-31,0.000853868225205,0.0008515219659424,-0.023462592625999625
Hist-Sim,CBU0,Bond ETF,0.0035368502012146,1010,2022-08-26,2026-08-28,0.000137918113893,0.0001441862299186,0.06268116025600018
Hist-Sim,DJCI,Commodity,0.0100065113645155,765,2023-08-15,2026-08-31,0.0003685474678937,0.0003639871453136,-0.045603225801000256
Hist-Sim,ETH,Crypto,0.0446096041450179,812,2024-06-11,2026-08-31,0.0013197238559083,0.0012896480424126,-0.3007581349570012
Hist-Sim,EURUSD,FX,0.0077506781122502,1617,2020-06-12,2026-08-31,0.000142482997214,0.0001449144045187,0.024314073047000086
Hist-Sim,FCHI,Equity,0.0140936993430336,1891,2019-04-11,2026-08-31,0.0005453748591946,0.0005279273546235,-0.17447504571099934
Hist-Sim,FTSE100,Equity,0.0115693646178242,1867,2019-04-05,2026-08-28,0.0004553347414911,0.0004413775383447,-0.13957203146400027
Hist-Sim,GBPUSD,FX,0.0060802286644251,1621,2020-06-08,2026-08-31,0.0001714379344523,0.0001716747230496,0.0023678859730001233
Hist-Sim,GDAXI,Equity,0.014478995016093,1878,2019-04-10,2026-08-31,0.0005273068792593,0.0005175046703846,-0.09802208874700033
Hist-Sim,GLD,Commodity,0.0114369559261639,1490,2020-09-24,2026-08-31,0.0004266665204966,0.0004247421335913,-0.01924386905299998
Hist-Sim,HSI,Equity,0.0141829837790171,1817,2019-04-11,2026-08-31,0.0005530075380743,0.0005478807233351,-0.051268147391999794
Hist-Sim,IBGL,Bond ETF,0.0083358024631309,1260,2021-08-27,2026-08-28,0.000243461387133,0.0002390899927822,-0.04371394350799983
Hist-Sim,ICLN,Equity,0.0166727084166706,1219,2021-10-21,2026-08-31,0.0005714474574727,0.0005700613099474,-0.013861475253000577
Hist-Sim,NIFTY,Equity,0.0111053090853164,1242,2021-08-23,2026-08-31,0.0003312653471717,0.0003277433892654,-0.03521957906299999
Hist-Sim,NIKKEI,Equity,0.0148454072765171,1806,2019-04-04,2026-08-31,0.0005485307945036,0.0005451838784199,-0.03346916083699991
Hist-Sim,SP500,Equity,0.0118181211292622,1858,2019-04-10,2026-08-31,0.0005580553084442,0.0005412106333171,-0.16844675127099967
Hist-Sim,STOXX,Equity,0.0125285803262286,1532,2020-07-30,2026-08-31,0.0003885866484358,0.0004052631339763,0.16676485540499977
Hist-Sim,TLT,Bond ETF,0.0084890156265447,1665,2020-01-15,2026-08-31,0.0003801884038015,0.0003784101207272,-0.017782830742999713
Hist-Sim,UNG,Commodity,0.0264690710409275,1309,2021-06-15,2026-08-31,0.0013706797096294,0.0013398123246739,-0.30867384955499944
Hist-Sim,USDJPY,FX,0.0076269346047361,1923,2019-04-10,2026-08-31,0.0002307163876801,0.000218396727348,-0.12319660332099983
Hist-Sim,USO,Commodity,0.0246468201080063,1386,2021-02-24,2026-08-31,0.0009056221725419,0.0009020113842287,-0.036107883131999016
EWMA,ASX200,Equity,0.0098791339619696,1868,2019-04-12,2026-08-31,0.0003994666429024,0.00035424590178,-0.452207411224
EWMA,AUDUSD,FX,0.008368413515667,1430,2021-03-02,2026-08-31,0.0002105405083128,0.000209361303393,-0.01179204919800011
EWMA,BOVESPA,Equity,0.0172601508078106,1829,2019-04-29,2026-08-31,0.0004848017143783,0.0004738910657735,-0.10910648604800012
EWMA,BTC,Crypto,0.0383551877639138,1157,2023-07-02,2026-08-31,0.0008813432809558,0.000927057256029,0.45713975073199986
EWMA,CBU0,Bond ETF,0.0035368502012146,1010,2022-08-26,2026-08-28,0.0001398325361019,0.0001355237985282,-0.043087375737000194
EWMA,DJCI,Commodity,0.0100065113645155,765,2023-08-15,2026-08-31,0.0003504534476539,0.0003251852220521,-0.25268225601799993
EWMA,ETH,Crypto,0.0446096041450179,812,2024-06-11,2026-08-31,0.0014412844009547,0.0012788494797325,-1.6243492122220002
EWMA,EURUSD,FX,0.0077506781122502,1617,2020-06-12,2026-08-31,0.000147048860536,0.0001417301359108,-0.053187246252000185
EWMA,FCHI,Equity,0.0140936993430336,1891,2019-04-11,2026-08-31,0.000509938307491,0.0004634042960619,-0.4653401142910006
EWMA,FTSE100,Equity,0.0115693646178242,1867,2019-04-05,2026-08-28,0.0004200719200931,0.0003874196661215,-0.3265225397160003
EWMA,GBPUSD,FX,0.0060802286644251,1621,2020-06-08,2026-08-31,0.000176972049776,0.0001678583914407,-0.09113658335300004
EWMA,GDAXI,Equity,0.014478995016093,1878,2019-04-10,2026-08-31,0.0004979260537827,0.0004567963477825,-0.4112970600019997
EWMA,GLD,Commodity,0.0114369559261639,1490,2020-09-24,2026-08-31,0.0004317168058555,0.000412085287077,-0.19631518778500018
EWMA,HSI,Equity,0.0141829837790171,1817,2019-04-11,2026-08-31,0.0005187025494531,0.0005078309116736,-0.10871637779499974
EWMA,IBGL,Bond ETF,0.0083358024631309,1260,2021-08-27,2026-08-28,0.0002338994077594,0.0002320652394494,-0.018341683100000075
EWMA,ICLN,Equity,0.0166727084166706,1219,2021-10-21,2026-08-31,0.0005759029668021,0.0005665953017547,-0.0930766504739992
EWMA,NIFTY,Equity,0.0111053090853164,1242,2021-08-23,2026-08-31,0.0003106916221235,0.0002995903684232,-0.11101253700299986
EWMA,NIKKEI,Equity,0.0148454072765171,1806,2019-04-04,2026-08-31,0.0004939331279449,0.0004769384337358,-0.16994694209100028
EWMA,SP500,Equity,0.0118181211292622,1858,2019-04-10,2026-08-31,0.0004685728529305,0.0004282673458448,-0.4030550708570001
EWMA,STOXX,Equity,0.0125285803262286,1532,2020-07-30,2026-08-31,0.000373379717617,0.0003296028355846,-0.4377688203240001
EWMA,TLT,Bond ETF,0.0084890156265447,1665,2020-01-15,2026-08-31,0.0002965064840181,0.000293102284599,-0.03404199419099977
EWMA,UNG,Commodity,0.0264690710409275,1309,2021-06-15,2026-08-31,0.0011975846284908,0.001194433354224,-0.031512742668000915
EWMA,USDJPY,FX,0.0076269346047361,1923,2019-04-10,2026-08-31,0.0002129171176853,0.0002037053096422,-0.09211808043100005
EWMA,USO,Commodity,0.0246468201080063,1386,2021-02-24,2026-08-31,0.0008304603690169,0.0008030445502239,-0.2741581879300002
