origin,method,state,pairs,QS,violation_rate,mean_absolute_threshold,test_observations,violations,kupiec_rejections,green
Origin80,Raw,All,168,0.0004367794229181,0.015383527479370586,0.03136323945568364,87703,1361,44,96
Origin80,Raw,High,126,0.0004508051077020762,0.008439351098248562,0.03979604043043805,6078,77,7,107
Origin80,Raw,Other,168,0.0004329919455477179,0.01565953329539931,0.03070596003930323,81625,1284,43,94
Origin80,Rolling125,All,168,0.00047160617664121306,0.008604406043883787,0.04014570221864059,87703,738,6,162
Origin80,Rolling125,High,126,0.000598953577010815,0.001890697921663028,0.05858944581274572,6078,19,6,120
Origin80,Rolling125,Other,168,0.0004636959499110113,0.009073843861788736,0.03897420137104194,81625,719,5,159
Origin80,Rolling250,All,168,0.0004555388391981994,0.008421015131056765,0.03870315247850686,87703,722,12,161
Origin80,Rolling250,High,126,0.0005374584834520397,0.00238074956420582,0.051941228634768806,6078,22,4,117
Origin80,Rolling250,Other,168,0.0004490870555842393,0.008953294300625787,0.03768407202521128,81625,700,11,152
Origin80,Rolling500,All,168,0.0004416447622170089,0.00835212537982025,0.03691548968777768,87703,694,17,159
Origin80,Rolling500,High,126,0.0004825739824944595,0.0033925812398517856,0.045532691140385245,6078,36,4,117
Origin80,Rolling500,Other,168,0.0004373623966370655,0.008655606894175284,0.03622440592017558,81625,658,17,156
Origin80,Selected-rolling,All,168,0.0004439076934302893,0.008303634303282521,0.03746236988016641,87703,696,15,162
Origin80,Selected-rolling,High,126,0.0005089680893346897,0.0029573039687178894,0.04856065112468184,6078,31,3,117
Origin80,Selected-rolling,Other,168,0.0004386829352181393,0.008655743630842563,0.03667352406713623,81625,665,13,157
Origin80,Static,All,168,0.00043549312281417914,0.007358419502414748,0.037361472632312966,87703,647,37,163
Origin80,Static,High,126,0.0004758793386896238,0.003937412775028705,0.04479748467914484,6078,47,2,117
Origin80,Static,Other,168,0.00043117148267422025,0.007590203193838319,0.03670419321593256,81625,600,33,160
Original,Gate-rolling125,All,168,0.0005154982885613292,0.009467900505874644,0.04273929300303421,263179,2492,5,164
Original,Gate-rolling125,High,161,0.0008875496889743659,0.005437988822544436,0.07647526615878117,24424,152,9,146
Original,Gate-rolling125,Other,168,0.0004808149999454875,0.009817616338497983,0.03991256696822294,238755,2340,6,164
Original,Gate-rolling250,All,168,0.0004960239137807541,0.009239453477183109,0.04028295323090028,263179,2445,9,164
Original,Gate-rolling250,High,161,0.0008354275000862758,0.007631014326774817,0.06500663697779696,24424,198,15,134
Original,Gate-rolling250,Other,168,0.00046400703023197795,0.009317639504783813,0.03803952618075635,238755,2247,12,161
Original,Gate-rolling500,All,168,0.00047986534830136133,0.010506406313080871,0.03710475175302334,263179,2773,3,166
Original,Gate-rolling500,High,161,0.0008398326965997621,0.011637114208839148,0.05612626243870016,24424,283,16,116
Original,Gate-rolling500,Other,168,0.00044626008255005417,0.010328073942195643,0.035249181750548246,238755,2490,5,165
Original,Gate-selected-rolling,All,168,0.00048294100545075115,0.010322227234156336,0.0377445005621781,263179,2717,4,166
Original,Gate-selected-rolling,High,161,0.0008449660317208676,0.009994218827422408,0.05939227068679726,24424,248,12,125
Original,Gate-selected-rolling,Other,168,0.00044944464030442267,0.010275716780922135,0.03569824077612252,238755,2469,7,165
Original,Gate-static,All,168,0.0004736012998589512,0.009758595035614815,0.03690404149799396,263179,2659,30,163
Original,Gate-static,High,161,0.0008619421615436068,0.0144382485736452,0.05334001417539303,24424,335,23,110
Original,Gate-static,Other,168,0.00043899889178994345,0.009312889160064952,0.03523824489206513,238755,2324,32,157
Original,Raw,All,168,0.0004911576024723548,0.018516431708187547,0.03118351943628946,263179,4943,109,67
Original,Raw,High,161,0.0009021587428446253,0.02022274834012875,0.04836003589094358,24424,496,35,92
Original,Raw,Other,168,0.00045285602684942564,0.018096431750729287,0.02951772283036064,238755,4447,96,71
Original,Rolling125,All,168,0.0005230546852642309,0.009091010712570331,0.04388987601797811,263179,2395,3,166
Original,Rolling125,High,161,0.0009056779072101404,0.004764919692734944,0.07869439083443387,24424,132,10,149
Original,Rolling125,Other,168,0.0004886046351403512,0.009493553922369327,0.04099324482400383,238755,2263,3,167
Original,Rolling250,All,168,0.0004990062844990661,0.008880601197438063,0.04091229521909808,263179,2349,6,166
Original,Rolling250,High,161,0.000843065819936049,0.007050002783487829,0.06601836867634255,24424,184,15,136
Original,Rolling250,Other,168,0.0004669130914801399,0.0089776615031374,0.038616351348569514,238755,2165,9,164
Original,Rolling500,All,168,0.00048080007907743094,0.010321359747963065,0.037372491137390836,263179,2725,0,168
Original,Rolling500,High,161,0.0008409367923599336,0.011320945525016807,0.05634938554722212,24424,274,16,117
Original,Rolling500,Other,168,0.0004472036663026715,0.010158850298120706,0.03549937615994267,238755,2451,3,168
Original,Selected-rolling,All,168,0.0004841620814347994,0.010039456515306014,0.038104486010187934,263179,2642,1,168
Original,Selected-rolling,High,161,0.0008485209085031453,0.009626718076457723,0.05991560397681427,24424,238,12,126
Original,Selected-rolling,Other,168,0.00045052484241191307,0.010007604350380858,0.036025849426063336,238755,2404,5,168
Original,Static,All,168,0.0004736337094497827,0.009483206450001853,0.03723451676533344,263179,2594,29,165
Original,Static,High,161,0.000863469545062967,0.014194981311275008,0.05360542547565901,24424,331,22,111
Original,Static,Other,168,0.0004391292169448714,0.009029419296706545,0.03556872015940461,238755,2263,32,159
