model,asset,n_cal,qV,indicated,cal_observations,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
Moirai-1.1,BTC,2697,0.022615959169785052,True,2697,62,0.022988505747126436,6.698811591552342e-09,0.7002743474991014,4.6478785678815496e-08,33.62035308105236,0.14818661977756165,0.00160321321953092,0.08897529784966403,Yellow
Lag-Llama,BTC,2697,0.03686595187484931,True,2697,69,0.025583982202447165,1.0463310259075454e-11,0.05691470559500069,1.4859061003575813e-11,46.23973873233625,3.6250838039958353,0.0018302730202066795,0.08661726723456514,Yellow
GJR-GARCH,BTC,2697,0.02438574718451586,True,2697,59,0.021876158694846125,8.460705313127456e-08,0.553880783033104,4.923765192049624e-07,28.697633645662833,0.3504106147308903,0.0016063139354818732,0.08237578086012819,Yellow
GJR-GARCH-t,BTC,2697,0.01656075204089323,True,2697,42,0.01557285873192436,0.007161132181901313,0.6865746645603067,0.024786400006907065,7.232101744960072,0.16281858113694625,0.0015384626637745947,0.09572510170618632,Green
GARCH-N,BTC,2697,0.025419725136944446,True,2697,61,0.02261772339636633,1.585415157708728e-08,0.612076276654958,1.0167951468053212e-07,31.945717444928647,0.2571625212408435,0.00159114508222303,0.08254096493578393,Yellow
Hist-Sim,BTC,2697,0.009930128792116966,False,2697,34,0.01260659992584353,0.19102013204628873,0.008443565781752288,0.013255900534149176,1.7097321061371709,6.936892898552628,0.0015842122659521065,0.10567944525903848,Green
EWMA,BTC,2697,0.031255280070011465,True,2697,58,0.021505376344086023,1.906863418236933e-07,0.04315528749303726,1.666612334754179e-07,27.125296481625064,4.089308772117306,0.0016202160773759406,0.08232167829026893,Yellow
PatchTST-FM,CBU0,2356,0.0015772079990480099,True,2356,53,0.022495755517826826,1.627357637973623e-07,0.15235252496347737,3.966731980440263e-07,27.431769103365284,2.0485370446093043,0.00013117905779587113,0.006772469768121978,Yellow
Chronos-2,CBU0,2356,-1.7535179196379036e-06,False,2356,22,0.00933786078098472,0.7439383216473501,0.015864505146833314,0.05170179980297466,0.10669529965341429,5.817830071620676,0.0001330711285796257,0.009371003916209203,Green
TS-ICL,CBU0,2356,0.0004653034716538898,False,2356,27,0.011460101867572157,0.48636973241439274,0.31716685918301896,0.4758890193952091,0.4845473712595103,1.0005938376726249,0.00013152715201549784,0.008413780729129933,Green
Moirai-1.1,CBU0,2356,0.0017485311191558367,True,2356,47,0.019949066213921902,1.914515516402731e-05,0.9484580137669772,0.00010746587494583352,18.272495650954042,0.0041787553587369075,0.00014820825717229793,0.008343639912625817,Yellow
Lag-Llama,CBU0,2356,0.0023487151044527532,True,2356,72,0.030560271646859084,7.498529621309336e-16,0.3519979527351279,4.986840149325922e-15,64.99770644050598,0.8662414041625652,0.00015048003568825282,0.007302038270946717,Yellow
GJR-GARCH,CBU0,2356,0.0009797167868971536,True,2356,42,0.017826825127334467,0.0005834074030619075,0.22008082135128265,0.0012734620238611567,11.828188009368098,1.5038441591899527,0.00012685035470491046,0.00732805243899581,Yellow
GJR-GARCH-t,CBU0,2356,0.0009689526970720229,True,2356,37,0.015704584040747028,0.010204796788262084,0.13641522682556215,0.01217507248001804,6.5987922152855845,2.217937098408356,0.00014887231042250758,0.007884821428434139,Green
GARCH-N,CBU0,2356,0.0008719025978752119,True,2356,44,0.01867572156196944,0.0001585453513074596,0.2605391388673045,0.0004235252821015649,14.267904734596677,1.265889960718141,0.0001286362140167804,0.0074503138700924365,Yellow
Hist-Sim,CBU0,2356,0.0015942762732092499,True,2356,51,0.02164685908319185,8.610633316462616e-07,0.0006877330483314743,1.7359266085089402e-08,24.216169365859535,11.52210944376526,0.00014602352649124452,0.007708894523254716,Yellow
EWMA,CBU0,2356,0.000953552217514495,True,2356,36,0.015280135823429542,0.016847371061329948,0.0018744809924340316,0.00045720322362228534,5.712204381078294,9.668560769473856,0.0001237080557734537,0.007356749263090989,Green
PatchTST-FM,DJCI,1782,0.004640164386892975,True,1782,38,0.02132435465768799,2.9905173753878458e-05,0.8356751615748579,0.00016110844355142297,17.423839097313973,0.043026617265979894,0.0003945428810789824,0.02343721907245106,Yellow
Chronos-2,DJCI,1782,0.0025896454975955358,False,1782,21,0.011784511784511785,0.4615314198419541,0.24658453629163077,0.38970518827318495,0.5421781739443396,1.3425513324963845,0.00035604800264326926,0.02641167158446997,Green
TS-ICL,DJCI,1782,0.002915765938574351,False,1782,23,0.012906846240179574,0.2378699883263179,0.30180374795659637,0.29238319088834125,1.3931729859314377,1.0662070929903962,0.00037747513868906213,0.02769937631585264,Green
Moirai-1.1,DJCI,1782,0.006236567538119572,True,1782,38,0.02132435465768799,2.9905173753878458e-05,0.8356751615748579,0.00016110844355142297,17.423839097313973,0.043026617265979894,0.0004118713535918919,0.025834996239308322,Yellow
Lag-Llama,DJCI,1782,0.01148957549145414,True,1782,58,0.03254769921436588,3.455813818544655e-14,0.46483519543490015,2.555806842701381e-13,57.456249618372,0.5342268724500059,0.0005196003423216057,0.02136438530531119,Yellow
GJR-GARCH,DJCI,1782,0.005790209629512627,True,1782,45,0.025252525252525252,5.792495825669734e-08,0.4511994270044396,3.060168247959845e-07,29.431614473309864,0.5676370337143908,0.00040217867476482024,0.02097904842927922,Yellow
GJR-GARCH-t,DJCI,1782,0.004358149306233308,True,1782,38,0.02132435465768799,2.9905173753878458e-05,0.8356751615748579,0.00016110844355142297,17.423839097313973,0.043026617265979894,0.0003703920152993391,0.02269691613280805,Yellow
GARCH-N,DJCI,1782,0.005590566164652259,True,1782,43,0.024130190796857465,3.872838508008198e-07,0.9691880573834553,2.550842192507853e-06,25.756681945687326,0.001492017812438462,0.00040377518514998116,0.020865747704122032,Yellow
Hist-Sim,DJCI,1782,0.0023462858191845206,True,1782,27,0.015151515151515152,0.04223690199328163,0.4266975814314765,0.09266722514951833,4.125685640652726,0.6317952137160887,0.00043360986154169004,0.02743172247095261,Green
EWMA,DJCI,1782,0.004670991584510686,True,1782,42,0.02356902356902357,9.682798808419984e-07,0.9921746637060889,6.174138541045894e-06,23.99018619321813,9.619219235901255e-05,0.00037524685337452147,0.021533782861973116,Yellow
PatchTST-FM,ETH,1893,0.03282787285650693,True,1893,37,0.01954569466455362,0.0002229116971955145,0.205091176896293,0.0004922333600858248,13.627371849386037,1.6057434402208628,0.0019390651704044761,0.09860379960854344,Yellow
Chronos-2,ETH,1893,0.00013595753332143468,False,1893,18,0.009508716323296355,0.828515751884178,0.16254083559645724,0.36836811534517017,0.04691796888481736,1.9504270858258508,0.0017701016539135848,0.1259957710768077,Green
TS-ICL,ETH,1893,0.0018463396271558852,False,1893,20,0.010565240359218173,0.8065222332127467,0.2066528182917494,0.437205224454437,0.05998336595929965,1.5947217799344173,0.00184756569641792,0.12452439410435857,Green
Moirai-1.1,ETH,1893,0.015849058234102834,True,1893,30,0.01584786053882726,0.018454480980493727,0.32549348574836257,0.038403216285754764,5.552483832183636,0.966744298725132,0.0017577292709467405,0.11077813287816125,Green
Lag-Llama,ETH,1893,0.04453995647374273,True,1893,44,0.02324352879027998,7.74707549545264e-07,0.14773955038656472,1.747038103884536e-06,24.41974132909877,2.0954361029243387,0.0022918764034325,0.09980456086542758,Yellow
GJR-GARCH,ETH,1893,0.023798624918001457,True,1893,33,0.017432646592709985,0.003277743562877439,0.27906058741486495,0.00738100274820849,8.646032379489448,1.1716591722280896,0.0018330450394292517,0.09849056584343181,Yellow
GJR-GARCH-t,ETH,1893,0.001699754749949517,False,1893,18,0.009508716323296355,0.828515751884178,0.5565061898971801,0.8217214153151219,0.04691796888481736,0.34578973547129976,0.0017633242141759215,0.11529703867517815,Green
GARCH-N,ETH,1893,0.033337430460484874,True,1893,38,0.020073956682514528,0.00010669307249987878,0.22632491497838253,0.00026411854997164053,15.014415216390859,1.4638097889874757,0.0019221061488657997,0.09723169911991829,Yellow
Hist-Sim,ETH,1893,0.012226974320976802,False,1893,28,0.014791336502905442,0.0504772642340987,0.06875427601889872,0.02818336234302527,3.8255338908349295,3.312513035135794,0.0018938582083934193,0.12225508670606837,Green
EWMA,ETH,1893,0.025180158822611,True,1893,42,0.022187004754358162,4.38990519851049e-06,0.32365626684045423,1.6202421669492324e-05,21.086585557056218,0.9741141251971612,0.0018817595996855323,0.09589841948511438,Yellow
PatchTST-FM,EURUSD,3772,0.0012413904068255266,False,3772,49,0.012990455991516436,0.07763012778625866,0.6698139443615903,0.19246791548263523,3.1138317878385458,0.18181983608792507,0.0002792848393497309,0.014569503763070368,Green
Chronos-2,EURUSD,3772,0.00020793620755877457,False,3772,39,0.010339342523860021,0.8349898618968284,0.4232525702466934,0.7101145616156495,0.04339148844973906,0.641266446699774,0.00022866269961146671,0.01698760283641292,Green
TS-ICL,EURUSD,3772,-9.479227469987722e-05,False,3772,36,0.009544008483563097,0.7766983502750904,0.4048116746631585,0.6789453215679238,0.08044271582272922,0.6939866492738247,0.00022054186413996712,0.017365715387430387,Green
Moirai-1.1,EURUSD,3772,9.055353342029421e-05,False,3772,38,0.01007423117709438,0.9634983477718806,0.37908906803291187,0.6784977575582862,0.002094344246959534,0.7736538651760725,0.00029729140262591816,0.01759390922551649,Green
Lag-Llama,EURUSD,3772,0.003313760396643108,True,3772,88,0.02332979851537646,2.290615226742637e-12,0.040289111022974146,2.507490026376608e-12,49.217810035864346,4.205667669334275,0.00022814325252376314,0.013919130826924092,Yellow
GJR-GARCH,EURUSD,3772,0.0011376805799971444,True,3772,54,0.014316012725344645,0.0123439468564205,0.2103432194031149,0.01994206570030097,6.260785387445289,1.5690624605780386,0.00022460520665245321,0.014857724882521454,Green
GJR-GARCH-t,EURUSD,3772,0.0005758082990429004,False,3772,44,0.01166489925768823,0.31670763823198816,0.3080705912310621,0.36033828327461837,1.002494605880031,1.0389294200960535,0.00022115548178971796,0.015443239709615444,Green
GARCH-N,EURUSD,3772,0.001178861966459454,True,3772,53,0.014050901378579003,0.01844521684442509,0.7755078170891819,0.05976442979843347,5.553362769018918,0.08132645983107523,0.00022243690716615175,0.015005956789019734,Green
Hist-Sim,EURUSD,3772,0.0020480026079692567,True,3772,56,0.014846235418875928,0.005260345352636168,0.8557633283662208,0.020033199881668594,7.7876884884418445,0.03304028678223858,0.000282686517742376,0.015808631415308395,Green
EWMA,EURUSD,3772,0.001161688375266607,True,3772,60,0.015906680805938492,0.0007869814219047534,0.34142974193156744,0.002269100700602925,11.271687845180857,0.9050555410572088,0.00023281135205797886,0.014592236244030547,Green
PatchTST-FM,FCHI,4410,0.00564182902535907,True,4410,82,0.018594104308390022,2.995644413082687e-07,0.022181306878131885,1.456570456344974e-07,26.252515028432413,5.23150693351954,0.0004631260668823964,0.030897821031105357,Yellow
Chronos-2,FCHI,4410,0.0019222663607310411,True,4410,62,0.014058956916099773,0.010683965267279275,0.8917620662785555,0.03808905102313771,6.517140446104584,0.018516379636025704,0.0004221508436671554,0.032116066501000705,Green
TS-ICL,FCHI,4410,0.002243877753981445,False,4410,57,0.01292517006802721,0.06175614722268644,0.21684810022419404,0.0814842520783244,3.489582782002639,1.5251082248747707,0.00043033682641156886,0.03352024346619608,Green
Moirai-1.1,FCHI,4410,0.0026687430785957283,True,4410,68,0.015419501133786848,0.0008067706510181395,0.1443963015874333,0.001258252314868982,11.225591307124212,2.1304718379891483,0.0004644365968796203,0.03446465571769334,Green
Lag-Llama,FCHI,4410,0.011473754550927237,True,4410,144,0.0326530612244898,5.03029500928215e-33,0.03373154846062408,7.976527784926148e-33,143.309350230885,4.508259502520104,0.0006207018537618194,0.03038131592381754,Yellow
GJR-GARCH,FCHI,4410,0.0037917885938070217,True,4410,88,0.019954648526077097,4.878567707050878e-09,0.527275965182407,3.0108651798675135e-08,34.23726795676019,0.39963858588225776,0.00041233339508678265,0.029258238203313584,Yellow
GJR-GARCH-t,FCHI,4410,0.003367686494404269,True,4410,67,0.015192743764172336,0.0012852950175895764,0.9853893590381081,0.00561715188876169,10.363525693105814,0.0003353566796704399,0.0004136927956856043,0.03057072219853659,Green
GARCH-N,FCHI,4410,0.004444379891923238,True,4410,99,0.022448979591836733,9.19922571075142e-13,0.612039433536702,7.37749590644023e-12,51.00795790231042,0.25721578361878983,0.0004313355594986134,0.029091241819238643,Yellow
Hist-Sim,FCHI,4410,0.0034909479247534694,True,4410,70,0.015873015873015872,0.0003050845216016422,0.1305268034755662,0.0004700966297609913,13.038916664802606,2.2862279135090375,0.00047817021571505447,0.03441317297860763,Green
EWMA,FCHI,4410,0.004045214724465257,True,4410,81,0.018367346938775512,5.712152958453083e-07,0.6841780191989494,3.4187089968271425e-06,25.007034510624152,0.16546061830285907,0.0004161417934934532,0.029107363164009463,Yellow
PatchTST-FM,FTSE100,4354,0.004966979359597164,True,4354,87,0.01998162609095085,5.604479133538152e-09,0.13235814859809036,1.356210597712524e-08,33.967346361555784,2.2646261553354634,0.0003842184470446071,0.025319766558468904,Yellow
Chronos-2,FTSE100,4354,0.0022845460192106037,True,4354,70,0.01607717041800643,0.00021253500207237433,0.031235086992479903,0.00010324141268001742,13.71688564313515,4.639995356367422,0.0003449279925534981,0.025956193087849258,Yellow
TS-ICL,FTSE100,4354,0.0017986712297863514,True,4354,61,0.014010105649977032,0.012152632436765662,0.06525574157720021,0.007879570261741886,6.288463987488285,3.3984998363345085,0.00035626986186187916,0.027576252878213633,Green
Moirai-1.1,FTSE100,4354,0.0026007913080551767,True,4354,65,0.014928801102434544,0.002318015017176699,0.16037451967338592,0.003607199384410978,9.278956055577474,1.9706911474486333,0.0003738972634902013,0.027898090384197053,Green
Lag-Llama,FTSE100,4354,0.007335534961002081,True,4354,137,0.03146531924666973,6.108168450207457e-30,0.2014130322011916,3.877108027865501e-29,129.2076577781176,1.6320985713807659,0.00047662685296269826,0.02451126089007934,Yellow
GJR-GARCH,FTSE100,4354,0.0041582940495613445,True,4354,95,0.02181901699586587,1.2229174376281712e-11,0.5364328266112453,8.7603528301771e-11,45.93420840145487,0.38219128130481295,0.00033850612036568717,0.02327930308208829,Yellow
GJR-GARCH-t,FTSE100,4354,0.003231881794197875,True,4354,86,0.01975195222783647,1.147160908776032e-08,0.818630467271227,8.22511272238161e-08,32.574395875754306,0.0525816093377216,0.000332014875534425,0.024134320798306238,Yellow
GARCH-N,FTSE100,4354,0.004564949567890915,True,4354,97,0.022278364722094626,2.3762796157440867e-12,0.08952303040418405,5.0362513565130905e-12,49.14578888250307,2.882929295607596,0.0003600378588790891,0.023300486955978195,Yellow
Hist-Sim,FTSE100,4354,0.0035712851660659843,True,4354,74,0.016995865870463943,2.463212272444258e-05,0.0016523764364998316,9.69389406382196e-07,17.79274088919547,9.90045799402435,0.0004055361649431825,0.028315646730047803,Yellow
EWMA,FTSE100,4354,0.00422610796102995,True,4354,101,0.023197060174552135,7.940483156411598e-14,0.011040313692961346,2.993974613894842e-14,55.820362222376005,6.458816767520375,0.0003493618590120182,0.023484877286733007,Yellow
PatchTST-FM,GBPUSD,3780,0.0022901303667414996,True,3780,72,0.01904761904761905,6.695217239042522e-07,0.7341964138968161,4.085333645295423e-06,24.700920992585523,0.11529332195982533,0.00021348295000520753,0.013124760047399571,Yellow
Chronos-2,GBPUSD,3780,0.0009904848522968041,False,3780,50,0.013227513227513227,0.05739145348001769,0.24687844526273792,0.08407511961841477,3.6112069681205625,1.3408822290762146,0.00020669566647211294,0.015277245797330228,Green
TS-ICL,GBPUSD,3780,0.0011879029473198053,False,3780,48,0.012698412698412698,0.10949809009782842,0.1517948511166485,0.09948130238315703,2.5614503169192204,2.054120819527043,0.00020791871968477773,0.014593308617695968,Green
Moirai-1.1,GBPUSD,3780,0.0004990875901830939,False,3780,46,0.01216931216931217,0.19485109242186344,0.5912859180679919,0.3736460284746397,1.6805522140375047,0.28834054128452635,0.00022714407131343495,0.016276897835536618,Green
Lag-Llama,GBPUSD,3780,0.0038322324321658306,True,3780,114,0.03015873015873016,9.926880072320018e-24,0.007738150109824156,3.636361712342167e-24,100.84902222426996,7.093094935025192,0.000248110443381027,0.013124154468461201,Yellow
GJR-GARCH,GBPUSD,3780,0.0022003397038179683,True,3780,71,0.018783068783068783,1.3102783012813015e-06,0.5833760416874354,7.106943261380407e-06,23.40806821016558,0.30080844510484894,0.0002107607311591543,0.013354728637632768,Yellow
GJR-GARCH-t,GBPUSD,3780,0.0013689089721948067,True,3780,54,0.014285714285714285,0.01283925239777518,0.23499207462501617,0.022353857615897924,6.191125232629837,1.4103875124749266,0.00020551647389528327,0.01423330419749638,Green
GARCH-N,GBPUSD,3780,0.0024262253935986074,True,3780,68,0.01798941798941799,9.044098402530236e-06,0.5115555362599649,4.245207048522548e-05,19.70338581447875,0.4308839289511752,0.0002113560498227066,0.013310932793107607,Yellow
Hist-Sim,GBPUSD,3780,0.001553736925067592,True,3780,59,0.015608465608465608,0.0013614684181604303,0.014930042505458313,0.0003062869018883509,10.257272185723316,5.924704429081544,0.00021883944641548026,0.01423321262730626,Green
EWMA,GBPUSD,3780,0.0022484531674269222,True,3780,70,0.018518518518518517,2.5295520701607117e-06,0.7823628614879548,1.4960204965942247e-05,22.14392460214343,0.07630916701623391,0.0002047943213962007,0.013085011601130202,Yellow
PatchTST-FM,GDAXI,4379,0.0037185294615708596,True,4379,67,0.015300296871431834,0.001075439126375139,0.9796319131149763,0.004763337882433374,10.692961440839966,0.0006518005288853601,0.0004448555721788706,0.03181139478316609,Green
Chronos-2,GDAXI,4379,0.002416517864740099,True,4379,66,0.015071934231559716,0.001701197829944785,0.9959222351482299,0.007273959764988119,9.846882807867793,2.611968977817014e-05,0.00043018599767512424,0.03344274291011107,Green
TS-ICL,GDAXI,4379,0.0013143866721271429,False,4379,56,0.012788307832838547,0.07544483548536424,0.2058678185183801,0.0925206542515623,3.1603969720740324,1.6002497682919739,0.000428433708218105,0.03456080750908705,Green
Moirai-1.1,GDAXI,4379,0.0026189098706347457,True,4379,62,0.014158483672071249,0.00924444053379482,0.18198483994441425,0.013868138162396411,6.774982346591813,1.7813402304733472,0.0004718328516114167,0.0353456812234692,Green
Lag-Llama,GDAXI,4379,0.011119647333617318,True,4379,148,0.033797670701073305,1.733095906206168e-35,0.11632223506747527,7.919554012743452e-35,154.57613262554656,2.4661540985996453,0.000624705994063981,0.03166561479691725,Yellow
GJR-GARCH,GDAXI,4379,0.0040148606040901445,True,4379,91,0.02078100022836264,3.785212479821481e-10,0.46819573295276107,2.3392718081234865e-09,39.220621258352125,0.5262310398819636,0.0004230520006173957,0.02964502658277807,Yellow
GJR-GARCH-t,GDAXI,4379,0.0023315191430670033,True,4379,71,0.0162137474309203,0.00014968970967181531,0.8833855149861647,0.0007474742921519894,14.376106605719336,0.02151468440217741,0.00041728874116724903,0.03120583179334618,Yellow
GARCH-N,GDAXI,4379,0.004617603470004564,True,4379,97,0.02215117606759534,3.260967495508894e-12,0.5746165835165515,2.4803545369740782e-11,48.52505011150072,0.3150189175350988,0.00043437787907041906,0.029711489695883518,Yellow
Hist-Sim,GDAXI,4379,0.002626482766103805,True,4379,68,0.01552865951130395,0.0006704764464864648,0.004335128773216363,5.255818886791264e-05,11.56935575036752,8.13782353514182,0.0004656612967010751,0.034832080807689285,Green
EWMA,GDAXI,4379,0.004016338491091811,True,4379,84,0.01918246174925782,5.914511236654654e-08,0.5980370957127629,3.6092653144410536e-07,29.391216240282276,0.2779665863788523,0.00041282893963337573,0.029908840946790458,Yellow
PatchTST-FM,GLD,3476,0.004237889152825854,True,3476,67,0.019275028768699656,1.0928647501311548e-06,0.04962058135108472,1.0098478271745663e-06,23.75718785570446,3.8542339535479186,0.0004137851754630665,0.0257049446587394,Yellow
Chronos-2,GLD,3476,0.000512363305911194,False,3476,42,0.012082853855005753,0.2320522818541817,0.5359613544870359,0.40427618261111853,1.4282375797319649,0.3830764487847773,0.00038766280181257417,0.029030901533138902,Green
TS-ICL,GLD,3476,0.00048793397265174676,False,3476,38,0.01093210586881473,0.5863473776388568,0.43637098284047193,0.6370253496115369,0.2960847951463226,0.6058068626401791,0.0003952421199287381,0.02904677893071552,Green
Moirai-1.1,GLD,3476,0.0035025168441501133,True,3476,54,0.015535097813578827,0.0024154220631540735,0.862447321583929,0.009884377827649352,9.203580616972047,0.03001891382325539,0.00042164003484350746,0.029295540019230522,Green
